const,max_depth,n_samples,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),drifts (std),count
0.5,2,100,0.45,0.0022958739701114,0.0023144244429124,0.1746672045179507,0.1754915200729607,0.5328235438553414,0.536541733167301,0.1637466349160202,0.1640181559553793,0.5297420010797377,0.5330717735112379,156.0,,,,,,,,,,,,1
0.5,2,100,0.5,0.0020987200640772,0.0021194758378405,0.1746672045179507,0.1754915200729607,0.5293508953470017,0.5336829366680113,0.1637466349160202,0.1640181559553793,0.5267729883914182,0.5306187669111097,169.0,,,,,,,,,,,,1
0.5,2,100,0.55,0.0019494185944542,0.0019712444436649,0.1746672045179507,0.1754915200729607,0.5255625515197222,0.5303155199326517,0.1637466349160202,0.1640181559553793,0.5230410949980552,0.5273904970627098,180.0,,,,,,,,,,,,1
0.5,2,250,0.45,0.0197590192398758,0.0197204342564498,0.1746672045179507,0.1754915200729607,0.5698475893154673,0.5699002052019573,0.1637466349160202,0.1640181559553793,0.5586362474449075,0.5585681124191528,20.0,,,,,,,,,,,,1
0.5,2,250,0.5,0.0187746845761122,0.0187404424912536,0.1746672045179507,0.1754915200729607,0.5689355806163074,0.5690408123892874,0.1637466349160202,0.1640181559553793,0.5574077781270067,0.557380763552738,21.0,,,,,,,,,,,,1
0.5,2,250,0.55,0.0171306650724307,0.0171047384037255,0.1746672045179507,0.1754915200729607,0.5686725011838575,0.5689005033586474,0.1637466349160202,0.1640181559553793,0.5574517592693584,0.5575047557570868,23.0,,,,,,,,,,,,1
0.5,2,500,0.45,0.0497220127330445,0.0495904730168195,0.1746672045179507,0.1754915200729607,0.572443306382307,0.5722153042075171,0.1637466349160202,0.1640181559553793,0.561865156425431,0.5615658673303486,8.0,,,,,,,,,,,,1
0.5,2,500,0.5,0.0497220127330445,0.0495838960310082,0.1746672045179507,0.1754915200729607,0.572443306382307,0.572162688321027,0.1637466349160202,0.1640181559553793,0.5619105401974699,0.5615297185463386,8.0,,,,,,,,,,,,1
0.5,2,500,0.55,0.0395969623094866,0.0395110230282196,0.1746672045179507,0.1754915200729607,0.5706368276128172,0.5706017503551573,0.1637466349160202,0.1640181559553793,0.5605612646254258,0.5604417417123406,10.0,,,,,,,,,,,,1
0.5,2,1000,0.45,0.0436906731520618,0.0436107749540585,0.1746672045179507,0.1754915200729607,0.5678832628865075,0.5679884946594875,0.1637466349160202,0.1640181559553793,0.5575207198555369,0.5575605007174812,9.0,,,,,,,,,,,,1
0.5,2,1000,0.5,0.0437238016731851,0.0436224673732785,0.1746672045179507,0.1754915200729607,0.5681814195766175,0.5680937264324675,0.1637466349160202,0.1640181559553793,0.5578221417486934,0.5576156047365095,9.0,,,,,,,,,,,,1
0.5,2,1000,0.55,0.0436887244155251,0.0435873901156185,0.1746672045179507,0.1754915200729607,0.5678657242576776,0.5677780311135275,0.1637466349160202,0.1640181559553793,0.5574983396817089,0.5573432627488565,9.0,,,,,,,,,,,,1
0.5,3,100,0.45,0.004285005907329,0.0042965654581488,0.1746672045179507,0.1754915200729607,0.5517477243629093,0.5535892803900591,0.1637466349160202,0.1640181559553793,0.5460084611738747,0.5477326483294614,88.0,,,,,,,,,,,,1
0.5,3,100,0.5,0.0040408623649502,0.0040525547841702,0.1746672045179507,0.1754915200729607,0.5504674044583194,0.5523791150007893,0.1637466349160202,0.1640181559553793,0.5452947375734447,0.5470786473312689,93.0,,,,,,,,,,,,1
0.5,3,100,0.55,0.0037460757317992,0.0037587035445568,0.1746672045179507,0.1754915200729607,0.5492747776978796,0.5513618745286494,0.1637466349160202,0.1640181559553793,0.5444991096505514,0.546283755737711,100.0,,,,,,,,,,,,1
0.5,3,250,0.45,0.0327957743596938,0.0327314660539839,0.1746672045179507,0.1754915200729607,0.5682164968342776,0.5682691127207675,0.1637466349160202,0.1640181559553793,0.557694917309718,0.5576104298469408,12.0,,,,,,,,,,,,1
0.5,3,250,0.5,0.0302473891052735,0.0301907258428997,0.1746672045179507,0.1754915200729607,0.5678832628865075,0.5679709560306575,0.1637466349160202,0.1640181559553793,0.5573937014691182,0.5573834804011928,13.0,,,,,,,,,,,,1
0.5,3,250,0.55,0.0281344661617211,0.0280743337200183,0.1746672045179507,0.1754915200729607,0.5685497307820475,0.5685321921532175,0.1637466349160202,0.1640181559553793,0.5578998777706826,0.5577576647020371,14.0,,,,,,,,,,,,1
0.5,3,500,0.45,0.0567274421914266,0.0566121883448294,0.1746672045179507,0.1754915200729607,0.571759299857937,0.5717768384867671,0.1637466349160202,0.1640181559553793,0.5605090211682605,0.5604894887792579,7.0,,,,,,,,,,,,1
0.5,3,500,0.5,0.0567324532282351,0.0566197049000423,0.1746672045179507,0.1754915200729607,0.5717943771155971,0.571829454373257,0.1637466349160202,0.1640181559553793,0.5605381023388908,0.560543192835487,7.0,,,,,,,,,,,,1
0.5,3,500,0.55,0.0567274421914266,0.0566197049000423,0.1746672045179507,0.1754915200729607,0.571759299857937,0.571829454373257,0.1637466349160202,0.1640181559553793,0.560437650266984,0.5604676331689075,7.0,,,,,,,,,,,,1
0.5,3,1000,0.45,0.0651969295707128,0.0650770822737078,0.1746672045179507,0.1754915200729607,0.5658487819422278,0.5659540137152077,0.1637466349160202,0.1640181559553793,0.5544846794922924,0.5545308524382204,6.0,,,,,,,,,,,,1
0.5,3,1000,0.5,0.0652904689244728,0.0651472367890278,0.1746672045179507,0.1754915200729607,0.5664100180647877,0.5663749408071277,0.1637466349160202,0.1640181559553793,0.5549079640046056,0.5548371141446183,6.0,,,,,,,,,,,,1
0.5,3,1000,0.55,0.0652963151340828,0.0651589292082478,0.1746672045179507,0.1754915200729607,0.5664450953224477,0.5664450953224477,0.1637466349160202,0.1640181559553793,0.5549522809213229,0.5549143829057813,6.0,,,,,,,,,,,,1
1.0,2,100,0.45,0.002308536163804,0.0023281115366271,0.1746672045179507,0.1754915200729607,0.5324903099075714,0.536348808250171,0.1637466349160202,0.1640181559553793,0.5298753529331243,0.5332946984813679,155.0,,,,,,,,,,,,1
1.0,2,100,0.5,0.0021625660820988,0.002180211005649,0.1746672045179507,0.1754915200729607,0.5314906080642615,0.5352263360050511,0.1637466349160202,0.1640181559553793,0.5288465362451452,0.5322204266709832,165.0,,,,,,,,,,,,1
1.0,2,100,0.55,0.0020247595328711,0.0020488125095522,0.1746672045179507,0.1754915200729607,0.5290001227704018,0.5340337092446112,0.1637466349160202,0.1640181559553793,0.5263402752236214,0.5310621394052446,175.0,,,,,,,,,,,,1
1.0,2,250,0.45,0.0247185050072785,0.0246735622709016,0.1746672045179507,0.1754915200729607,0.5701632846344072,0.5702685164073873,0.1637466349160202,0.1640181559553793,0.5586302678583528,0.5586266071048237,16.0,,,,,,,,,,,,1
1.0,2,250,0.5,0.0197204342564498,0.0196836031359068,0.1746672045179507,0.1754915200729607,0.5690758896469474,0.5691635827910974,0.1637466349160202,0.1640181559553793,0.5584465812216185,0.5584250039770695,20.0,,,,,,,,,,,,1
1.0,2,250,0.55,0.0164132334800731,0.0163949640750419,0.1746672045179507,0.1754915200729607,0.5685848080397075,0.5689706578739674,0.1637466349160202,0.1640181559553793,0.5580277468894365,0.5583241913500767,24.0,,,,,,,,,,,,1
1.0,2,500,0.45,0.0567775525595123,0.0566447600840852,0.1746672045179507,0.1754915200729607,0.572110072434537,0.5720048406615571,0.1637466349160202,0.1640181559553793,0.5613288996690987,0.5611785466024486,7.0,,,,,,,,,,,,1
1.0,2,500,0.5,0.0567775525595123,0.0566397490472766,0.1746672045179507,0.1754915200729607,0.572110072434537,0.571969763403897,0.1637466349160202,0.1640181559553793,0.5613476587919698,0.5611136539623117,7.0,,,,,,,,,,,,1
1.0,2,500,0.55,0.0567650249674909,0.0566197049000423,0.1746672045179507,0.1754915200729607,0.5720223792903871,0.571829454373257,0.1637466349160202,0.1640181559553793,0.5612308416987325,0.5609837975174717,7.0,,,,,,,,,,,,1
1.0,2,1000,0.45,0.049270393040672,0.0491541996246733,0.1746672045179507,0.1754915200729607,0.5688303488433274,0.5687251170703475,0.1637466349160202,0.1640181559553793,0.5585466157952864,0.5583798273655834,8.0,,,,,,,,,,,,1
1.0,2,1000,0.5,0.049217777154182,0.0491037760667871,0.1746672045179507,0.1754915200729607,0.5684094217514075,0.5683217286072575,0.1637466349160202,0.1640181559553793,0.558123137988757,0.5579601072948528,8.0,,,,,,,,,,,,1
1.0,2,1000,0.55,0.0492024308539558,0.0490730834663346,0.1746672045179507,0.1754915200729607,0.5682866513495974,0.5680761878036376,0.1637466349160202,0.1640181559553793,0.5579675138173431,0.5577003236041088,8.0,,,,,,,,,,,,1
1.0,3,100,0.45,0.0042612888978885,0.004266271462897,0.1746672045179507,0.1754915200729607,0.5496606275321395,0.5509234088078994,0.1637466349160202,0.1640181559553793,0.5436635737173249,0.5446805160154117,88.0,,,,,,,,,,,,1
1.0,3,100,0.5,0.0039747384038877,0.003981641906725,0.1746672045179507,0.1754915200729607,0.5482926144833997,0.5497658593051196,0.1637466349160202,0.1640181559553793,0.5427895861494609,0.5441533556727041,94.0,,,,,,,,,,,,1
1.0,3,100,0.55,0.0037220478103021,0.0037332725327533,0.1746672045179507,0.1754915200729607,0.5468719855481698,0.5488187733482996,0.1637466349160202,0.1640181559553793,0.5418431684349408,0.5434999794179268,100.0,,,,,,,,,,,,1
1.0,3,250,0.45,0.0383254117193117,0.0382254415349807,0.1746672045179507,0.1754915200729607,0.5579213217110687,0.5577459354227686,0.1637466349160202,0.1640181559553793,0.5483822731190525,0.5481035406313203,10.0,,,,,,,,,,,,1
1.0,3,250,0.5,0.0318355344312515,0.0317536874967115,0.1746672045179507,0.1754915200729607,0.5566936176929688,0.5565357700334987,0.1637466349160202,0.1640181559553793,0.5472181338684098,0.5469411468243336,12.0,,,,,,,,,,,,1
1.0,3,250,0.55,0.0280680699240076,0.0280079374823047,0.1746672045179507,0.1754915200729607,0.5676201834540575,0.5676026448252276,0.1637466349160202,0.1640181559553793,0.5572057310962261,0.5570385194887576,14.0,,,,,,,,,,,,1
1.0,3,500,0.45,0.0760299559780416,0.0757738919971236,0.1746672045179507,0.1754915200729607,0.554816984408159,0.554360980058579,0.1637466349160202,0.1640181559553793,0.5451823120189123,0.5440976023320684,5.0,,,,,,,,,,,,1
1.0,3,500,0.5,0.0759633091884876,0.0757072452075696,0.1746672045179507,0.1754915200729607,0.554483750460389,0.5540277461108091,0.1637466349160202,0.1640181559553793,0.5450366259295958,0.5439365469681479,5.0,,,,,,,,,,,,1
1.0,3,500,0.55,0.0759633091884876,0.0757072452075696,0.1746672045179507,0.1754915200729607,0.554483750460389,0.5540277461108091,0.1637466349160202,0.1640181559553793,0.5450366259295958,0.5439365469681479,5.0,,,,,,,,,,,,1
1.0,3,1000,0.45,0.0652729302956428,0.0651180057409778,0.1746672045179507,0.1754915200729607,0.5663047862918077,0.5661995545188278,0.1637466349160202,0.1640181559553793,0.5550814788645307,0.5549560017143977,6.0,,,,,,,,,,,,1
1.0,3,1000,0.5,0.0652846227148628,0.0651238519505878,0.1746672045179507,0.1754915200729607,0.5663749408071277,0.5662346317764877,0.1637466349160202,0.1640181559553793,0.5551478178094232,0.5549815445844146,6.0,,,,,,,,,,,,1
1.0,3,1000,0.55,0.0652670840860328,0.0651180057409778,0.1746672045179507,0.1754915200729607,0.5662697090341478,0.5661995545188278,0.1637466349160202,0.1640181559553793,0.5550591909192557,0.5549595649079447,6.0,,,,,,,,,,,,1
