n_samples,outlier_detector_kwargs,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),drifts (std),count
100,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}",0.3,0.0004753989179686,0.0005009799515531,0.1746672045179507,0.1754915200729607,0.4442183910061911,0.4595471526036094,0.1637466349160202,0.1640181559553793,0.4463804902323092,0.4606857892315954,567.0,,,,,,,,,,,,1
100,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}",0.4,0.0004974738913739,0.0005245206413279,0.1746672045179507,0.1754915200729607,0.4462879492081309,0.4618797902379992,0.1637466349160202,0.1640181559553793,0.4487930578135311,0.4631147151046277,546.0,,,,,,,,,,,,1
100,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}",0.5,0.0023490299476099,0.0023684026814156,0.1746672045179507,0.1754915200729607,0.5340687865022713,0.5378571303295508,0.1637466349160202,0.1640181559553793,0.5282511337376616,0.5314910235210547,153.0,,,,,,,,,,,,1
250,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}",0.4,0.0015025017379539,0.0015284992629895,0.1746672045179507,0.1754915200729607,0.5142325972955434,0.5209323535086027,0.1637466349160202,0.1640181559553793,0.513136861582236,0.5191290979259429,226.0,,,,,,,,,,,,1
250,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}",0.5,0.004259295871885,0.004267467278499,0.1746672045179507,0.1754915200729607,0.5494852412438396,0.5510286405808794,0.1637466349160202,0.1640181559553793,0.5435771108280605,0.5448016859874493,88.0,,,,,,,,,,,,1
500,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}",0.5,0.010100865577487,0.0101022502060788,0.1746672045179507,0.1754915200729607,0.5585000964624586,0.5593770279039585,0.1637466349160202,0.1640181559553793,0.5494131322958568,0.550118031667386,38.0,,,,,,,,,,,,1
1000,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}",0.5,0.0204509643015056,0.0204094254437503,0.1746672045179507,0.1754915200729607,0.563235526246558,0.5632706035042181,0.1637466349160202,0.1640181559553793,0.553657035888524,0.5535904461051684,19.0,,,,,,,,,,,,1
