seed,n_samples,outlier_detector_kwargs,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1736917491,1000,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}",0.5,0.0040251238036844,0.0040920871318455,0.3604390073942162,0.3604712683726272,0.80722774960319,0.8146929400074846,0.3558536212730926,0.3558927203261205,0.8071381064141047,0.8146444702488532,9.98004527732932,1871.0864197530864,187.48275862068965,0.0,"[2920, 5030, 6030, 10098, 11098, 12098, 15063, 16063, 17063, 18198, 20021, 21021, 22021, 23947, 25025, 26025, 27025, 29648, 30648, 31648, 32850, 33850, 35019, 36019, 37019, 40024, 41024, 42024, 43024, 44024, 45024, 46024, 47118, 48618, 49618, 50618, 51618, 52897, 53897, 55117, 56117, 57117, 58117, 59117, 60117, 61117, 62961, 65110, 66110, 67110, 68110, 69163, 70204, 71204, 75037, 76037, 77037, 78037, 79627, 80627, 81627, 82627, 84456, 85456, 86456, 87456, 88456, 89456, 90456, 91456, 92612, 93622, 95010, 96010, 97012, 98012, 99141, 100141, 101141, 105099, 106099, 110021, 111021, 112021, 113021, 115021, 116021, 117021, 120061, 121061, 122061, 125031, 126031, 130058, 131058, 132234, 133234, 134247, 135247, 136247, 139411, 140411, 141411, 142915, 144643, 145643, 146643, 150066, 151066, 152066, 154478]"
