confidence,feature_proportion,n_clusters,n_samples,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),drifts (std),count
0.01,0.01,2,100,0.00027216904144426003,0.00031704032282284,0.6654367221059588,0.6656570106839961,0.7133384734001542,0.7214561075008261,0.6419238618598095,0.6422675803806399,0.6288526863719872,0.6787296580393847,176.0,2.2390010689242935e-06,2.6029892087429624e-06,0.0,0.0,0.0003940641881263664,0.0004581261007398182,0.0,0.0,0.0009277417834378458,0.0008472765886292928,0.0,5
0.01,0.01,2,250,0.0006805343571507,0.0006915487860525,0.6654367221059588,0.6656570106839961,0.7130741271065095,0.7140654257076771,0.6419238618598095,0.6422675803806399,0.6403323083934402,0.6828580196785567,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.01,0.01,2,500,0.0014506650771333202,0.00131006913173902,0.6654367221059588,0.6656570106839961,0.7147593347284943,0.7101993611631237,0.6419238618598095,0.6422675803806399,0.6558450230490944,0.683969798610998,34.0,8.540346064594671e-06,1.5082127918941426e-05,0.0,0.0,0.00029037176619594414,0.0005127923492448398,0.0,0.0,0.001074100761649482,0.0006248360826603238,0.0,5
0.01,0.01,2,1000,0.0027363971803062,0.0023199140874545,0.6654367221059588,0.6656570106839961,0.7092190769908581,0.7027756360832691,0.6419238618598095,0.6422675803806399,0.6459888914476766,0.6794623650480173,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.01,0.01,3,100,0.00026911474881202,0.00029100236784236,0.6654367221059588,0.6656570106839961,0.7121048573631457,0.7161141094834232,0.6419238618598095,0.6422675803806399,0.6239736032945213,0.6730134261546258,173.4,1.099295378906389e-05,6.551953365693509e-06,0.0,0.0,0.0020199543715091295,0.0009877738365358425,0.0,0.0,0.0037282786030818447,0.0010567955456765887,0.5477225575051667,5
0.01,0.01,3,250,0.000671368409923,0.00061641129248448,0.6654367221059588,0.6656570106839961,0.7114880493446415,0.7079414032382421,0.6419238618598095,0.6422675803806399,0.6354941196269642,0.6773737128119246,68.6,2.8896627196862503e-05,2.0261799878262368e-05,0.0,0.0,0.0018863314924800402,0.0013665218021662682,0.0,0.0,0.006573521817126835,0.0011282166339718117,0.5477225575051667,5
0.01,0.01,3,500,0.0014466777148562202,0.0012678655654487802,0.6654367221059588,0.6656570106839961,0.7062121379006499,0.7013768036127327,0.6419238618598095,0.6422675803806399,0.6472843493774276,0.6780411060354702,28.2,3.3686941248134964e-05,6.278977020797892e-05,0.0,0.0,0.0004935029588549072,0.0011223103132310182,0.0,0.0,0.0025720704032090283,0.001577062868396254,0.8366600265340756,5
0.01,0.01,3,1000,0.0025973475802751602,0.00241694091787708,0.6654367221059588,0.6656570106839961,0.7006498513052098,0.6984249366670339,0.6419238618598095,0.6422675803806399,0.6416418270270385,0.6759392126415691,13.6,0.0003254929596786052,0.0004051579057280769,0.0,0.0,0.00347666221672934,0.004972377283972082,0.0,0.0,0.006858439585550945,0.00438776930957808,0.5477225575051662,5
0.01,0.1,2,100,0.0002747974847049,0.0003198565120307,0.6654367221059588,0.6656570106839961,0.7138010794140324,0.7219517568014099,0.6419238618598095,0.6422675803806399,0.6296714618132905,0.6793457088668845,176.0,3.4448524928831643e-06,5.3762257544562834e-06,0.0,0.0,0.0006062940387497206,0.0009462157327861872,0.0,0.0,0.0018015598720675756,0.0013717276319963772,0.0,5
0.01,0.1,2,250,0.0006805343571507,0.0006915487860525,0.6654367221059588,0.6656570106839961,0.7130741271065095,0.7140654257076771,0.6419238618598095,0.6422675803806399,0.6403323083934402,0.6828580196785567,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
