n_reference_samples,recent_samples_proportion,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),drifts (std),count
250,1.0,0.8,0.00698203336847456,0.0050602777734069,0.6654367221059588,0.6656570106839961,0.7068619892058596,0.6963432096045821,0.6419238618598095,0.6422675803806399,0.644440138815835,0.6760216234543422,6.2,0.001630561966752725,0.0006318598340534205,0.0,0.0,0.002110923273208866,0.004634968004805357,0.0,0.0,0.0030896899040722785,0.003099237048853286,1.4832396974191326,5
500,0.1,0.6,0.00119616697874212,0.00107249067707266,0.6654367221059588,0.6656570106839961,0.7073025663619341,0.7031941843815398,0.6419238618598095,0.6422675803806399,0.6369278602949688,0.6769015489364418,35.0,1.5671832452273468e-05,5.850124355009771e-05,0.0,0.0,0.0005485141358294618,0.0020475435242530236,0.0,0.0,0.0013668936034352567,0.0017534110513987287,0.0,5
500,0.1,0.7,0.0012043121026359001,0.0010249620279877002,0.6654367221059588,0.6656570106839961,0.7066417006278225,0.7007269523075228,0.6419238618598095,0.6422675803806399,0.6346498792811573,0.6748554025884002,34.2,8.668272695811524e-05,0.00011105226260924783,0.0,0.0,0.0033078605789166257,0.004003521429402227,0.0,0.0,0.00902200124221618,0.0036218183031798768,0.44721359549995715,5
500,0.1,0.8,0.00113548748861002,0.0010910960024298,0.6654367221059588,0.6656570106839961,0.7029078092300914,0.701663178764181,0.6419238618598095,0.6422675803806399,0.6266226877223975,0.6758968947962132,33.0,2.8702328667229795e-05,2.7100238517911332e-05,0.0,0.0,0.000947176846018018,0.00089430787109095,0.0,0.0,0.004688582286612795,0.0005147873882498338,0.0,5
500,0.5,0.6,0.0011247577463731999,0.0011608442353600401,0.6654367221059588,0.6656570106839961,0.7029959246613063,0.7044388148474502,0.6419238618598095,0.6422675803806399,0.6393954641329794,0.6769289368924556,33.4,4.452600369361176e-05,5.287077858024598e-05,0.0,0.0,0.0013883205932322257,0.002132721681080476,0.0,0.0,0.0028862032719615834,0.0017566880155017429,0.547722557505166,5
500,0.5,0.7,0.0015468941850054802,0.00096399290316686,0.6654367221059588,0.6656570106839961,0.7009031831699526,0.6876528252010133,0.6419238618598095,0.6422675803806399,0.6216340186534528,0.6672218467874725,23.0,0.00014621059682694038,0.00026431561144232824,0.0,0.0,0.0019787690520124855,0.005237444911257208,0.0,0.0,0.008793715902014316,0.0038508526760690953,1.0,5
500,0.5,0.8,0.007346807651356579,0.00476520909057528,0.6654367221059588,0.6656570106839961,0.6984800088115432,0.6875096376252892,0.6419238618598095,0.6422675803806399,0.641004223074941,0.6701224975366186,4.6,0.0010561182422762039,0.0001591723656377205,0.0,0.0,0.0010777831143727948,0.003769807968089625,0.0,0.0,0.004402026074163906,0.0027419931865275637,0.8944271909999159,5
500,1.0,0.6,0.00141577132710512,0.00102422715423868,0.6654367221059588,0.6656570106839961,0.7092300914197599,0.6973014649190439,0.6419238618598095,0.6422675803806399,0.6431272604927919,0.6729620675101631,31.0,9.308377480529579e-05,0.00011126423968762006,0.0,0.0,0.0013475243363595887,0.0023431886980941068,0.0,0.0,0.004723065612410953,0.0017306704692359517,1.4142135623730951,5
500,1.0,0.7,0.00364008517825012,0.0028909204391085,0.6654367221059588,0.6656570106839961,0.7031501266659325,0.6956272717259611,0.6419238618598095,0.6422675803806399,0.6488678467999669,0.6752529021996476,10.4,0.0002419681156636046,0.0003128315417406122,0.0,0.0,0.0016426830788164363,0.00301577195409912,0.0,0.0,0.00645218465229229,0.002076703822988988,0.8944271909999157,5
500,1.0,0.8,0.01313929581084552,0.00673440540441306,0.6654367221059588,0.6656570106839961,0.7114880493446415,0.6895693358299372,0.6419238618598095,0.6422675803806399,0.6565499347187679,0.668995380540737,3.6,0.002853035864671049,0.0007566200839347598,0.0,0.0,0.002503633234548386,0.0011160774660034494,0.0,0.0,0.002478250168423223,0.0006441568629332839,0.5477225575051662,5
