n_reference_samples,recent_samples_proportion,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
125,0.1,0.8,0.09808273634519024,0.09687288638590964,0.3324775353016688,0.3364114456085138,0.6595635430038511,0.6595221334216738,0.302549740639592,0.3063176653290411,0.6533376705751562,0.6533230490944264,,1484.4666666666667,,1.0,3.8,0.04136541215208076,0.04081640992492415,0.0,0.0,0.0024861962769241026,0.0027721851928525845,0.0,0.0,0.0026685747566787196,0.002989091780255763,,362.99048043838405,,0.0,1.4832396974191326,5
125,0.5,0.6,0.014473109270492121,0.01439325067139878,0.3324775353016688,0.3364114456085138,0.6897676922439853,0.691747070272061,0.302549740639592,0.3063176653290411,0.6866018553092138,0.6884333868373466,9.967919077427323,967.0703372859025,361.0,0.0,24.8,0.0010729679234411788,0.0010565618823647912,0.0,0.0,0.003296603287056566,0.003714995762226378,0.0,0.0,0.0035634963392401566,0.004067541652762343,5.285274926625846,87.09306557161165,629.456908771363,0.0,1.923538406167135,5
125,0.5,0.7,0.07489682112440813,0.07400955181028887,0.3324775353016688,0.3364114456085138,0.6685908319185059,0.6685494223363286,0.302549740639592,0.3063176653290411,0.6615539794189238,0.6614999532561742,0.15190200835365703,1415.6,9319.8,0.0,4.6,0.011767701433012676,0.011618472673561826,0.0,0.0,0.00604185529251352,0.006049088179550218,0.0,0.0,0.00638069816742226,0.006369801183620662,0.07534247433587153,701.7783125745623,1.788854381999908,0.0,0.8944271909999159,5
125,0.5,0.8,0.1548352588789045,0.15288210691954113,0.3324775353016688,0.3364114456085138,0.6572280425690504,0.6571286595718249,0.302549740639592,0.3063176653290411,0.6501348224892212,0.6500357977476675,0.1165111039588027,1358.0,9321.0,0.8,2.6,0.09108123685110758,0.08984932909095739,0.0,0.0,0.008942725009772279,0.008961659297618121,0.0,0.0,0.00926248124119573,0.00927729506212651,,544.0,,0.4472135954999579,1.1401754250991378,5
125,1.0,0.6,0.03227107619836092,0.03195025650613868,0.3324775353016688,0.3364114456085138,0.6781398815685951,0.6786533603875936,0.302549740639592,0.3063176653290411,0.673608050833099,0.6741003231925939,29.196452328159648,2394.1090909090913,82.0,0.0,11.0,0.005841624516602331,0.005774846422221415,0.0,0.0,0.004570237344525265,0.004545199192000552,0.0,0.0,0.004223115774485306,0.0042492672306963285,5.346080461423884,438.37859783675805,0.0,0.0,1.9999999999999998,5
125,1.0,0.7,0.0719735806865708,0.0711209573895399,0.3324775353016688,0.3364114456085138,0.6752909023147957,0.6751583916518282,0.302549740639592,0.3063176653290411,0.6665519215982864,0.666432276896964,41.83129035436644,3767.4,1946.8,0.0,4.8,0.007434423699261205,0.007361273933133166,0.0,0.0,0.0009629842629507356,0.0008889085504161027,0.0,0.0,0.0010255445572214552,0.0009431233055141199,23.283308444630972,1155.1527171763914,4169.819564441607,0.0,0.44721359549995787,5
250,0.1,0.6,0.00769001971151384,0.0077292823828927605,0.3324775353016688,0.3364114456085138,0.6909768520435629,0.6967576297155162,0.302549740639592,0.3063176653290411,0.6889909196111098,0.6948044738780694,14.970137246032635,507.9691569098477,47.0,0.0,46.8,0.0005580443505397868,0.0005593667332462276,0.0,0.0,0.0067353675135154245,0.0074534372198265045,0.0,0.0,0.007208495917835064,0.008041562160799097,10.889656024723724,30.520599861739672,24.372115213907882,0.0,3.271085446759225,5
250,0.1,0.7,0.07124035501815115,0.0703755849103482,0.3324775353016688,0.3364114456085138,0.6615346391154914,0.6615180752826204,0.302549740639592,0.3063176653290411,0.6529237856971106,0.652921045291754,17.112654381683736,3316.75,4188.0,0.0,5.0,0.024315653724980034,0.023982810354935286,0.0,0.0,0.0021621592116255113,0.002257107138997339,0.0,0.0,0.0024275912265678194,0.0026244713646074278,36.45518210509852,1423.0379145511197,3347.5264001946275,0.0,1.4142135623730951,5
250,0.1,0.8,0.15259983160103247,0.15063425676701586,0.3324775353016688,0.3364114456085138,0.6596546440846411,0.6593813408422708,0.302549740639592,0.3063176653290411,0.6518333446713349,0.6515709697290549,0.2160976131863427,2039.8,9343.0,0.8,2.2,0.023877071340343104,0.02354990360998167,0.0,0.0,0.0013889196100251168,0.0014259574662924567,0.0,0.0,0.0012320327207915708,0.0012625683170095386,,11.627553482998893,,0.4472135954999579,0.44721359549995787,5
250,0.5,0.6,0.040398498212486325,0.03999325944023444,0.3324775353016688,0.3364114456085138,0.6787941529669965,0.679249658370947,0.302549740639592,0.3063176653290411,0.67608739242412,0.6765609046236332,34.72850835103881,3073.2476190476186,101.8,0.0,8.6,0.002540750735464658,0.0025254092356525033,0.0,0.0,0.001751581272799536,0.0016484446806822018,0.0,0.0,0.0019384753692108768,0.0018024923325459371,10.489172298365293,242.53659552749548,56.574729340934546,0.0,0.547722557505166,5
250,0.5,0.7,0.08519607437160956,0.08420224439935396,0.3324775353016688,0.3364114456085138,0.6732618327881073,0.6732204232059298,0.302549740639592,0.3063176653290411,0.664401305170348,0.6643893535916291,0.1808125930653052,1700.0,9402.0,0.0,4.0,0.00010185410473515863,0.00010185410473515863,0.0,0.0,0.00040741641894074626,0.00040741641894074626,0.0,0.0,0.00035751200042715976,0.0003573506673830932,0.0,0.0,0.0,0.0,0.0,5
250,0.5,0.8,0.25459128742390985,0.2264897097188289,0.3324775353016688,0.3364114456085138,0.6261439397076484,0.6014845335210568,0.302549740639592,0.3063176653290411,0.6199115465483143,0.5918376110449856,,,9404.666666666666,0.25,1.25,0.06731740414081712,0.061683743819708814,0.0,0.0,0.019928821225227,0.048327145385180334,0.0,0.0,0.020306319185479475,0.05266394102297993,,,0.5773502691897571,0.5,0.5,4
250,1.0,0.6,0.05044751927024482,0.0499297023045418,0.3324775353016688,0.3364114456085138,0.6635388628928733,0.6640689055447431,0.302549740639592,0.3063176653290411,0.6604712773997719,0.6610470254724643,170.29384615384615,4427.64,26.0,0.0,6.6,0.0043185882033633495,0.004287317392408864,0.0,0.0,0.00010310902810048618,0.00019988435771496371,0.0,0.0,0.00018257384891076474,0.00013587864526708394,20.81294004634571,541.1364412049887,0.0,0.0,0.5477225575051662,5
250,1.0,0.7,0.09781564454014652,0.0966251190525487,0.3324775353016688,0.3364114456085138,0.6583212555385316,0.6582964097892252,0.302549740639592,0.3063176653290411,0.6524208445178663,0.6524479859579266,392.9115384615385,10215.7,26.0,0.0,3.4,0.015543837673107722,0.015339134847839631,0.0,0.0,0.009741220247888573,0.009626565646191004,0.0,0.0,0.006965929434068868,0.006864350152102103,85.7781036286661,2230.230694345318,0.0,0.0,0.5477225575051661,5
250,1.0,0.8,0.1621392190152801,0.160089444697503,0.3324775353016688,0.3364114456085138,0.6567559733322291,0.6565903350035198,0.302549740639592,0.3063176653290411,0.6502332041081783,0.6501345751093307,,,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,5
500,0.1,0.6,0.022329402380853743,0.02217211991426238,0.3324775353016688,0.3364114456085138,0.6870760694024598,0.6885419686115367,0.302549740639592,0.3063176653290411,0.6833561361554048,0.6848181994101805,3.7654940981034657,1587.3703007518798,967.6,0.0,16.2,0.0031347763307640534,0.0031007940454276886,0.0,0.0,0.006132072650411533,0.0064173229923686435,0.0,0.0,0.006364360457114902,0.0066932847312340185,2.4534101075174988,257.82475231534164,1162.4320625309679,0.0,2.863564212655271,5
500,0.1,0.7,0.08292047979902542,0.08189462641655272,0.3324775353016688,0.3364114456085138,0.6692699490662138,0.6690297734895855,0.302549740639592,0.3063176653290411,0.6601870453317724,0.659964147321174,0.2637774423759853,2457.7,9310.6,0.0,4.2,0.01724760281284792,0.01704383377487533,0.0,0.0,0.004708089210925604,0.004656286100959366,0.0,0.0,0.004897877450264956,0.00482689777530405,0.10229733254421247,958.8135637338471,21.67487024182607,0.0,0.8366600265340756,5
500,0.1,0.8,0.12033486548787384,0.11884274021008454,0.3324775353016688,0.3364114456085138,0.6607147293883805,0.660582218725413,0.302549740639592,0.3063176653290411,0.6519037938811727,0.6517708418885475,0.21747373153490202,2061.6,9339.25,0.2,2.8,0.024318597780095357,0.024006864549989643,0.0,0.0,0.0004105609195559064,0.0004249276916597367,0.0,0.0,0.0008189562901667531,0.0008019097296878528,0.0011345057411201406,68.4236801114936,48.82878249557324,0.4472135954999579,0.44721359549995787,5
500,0.5,0.6,0.05263512834012642,0.052031731571257026,0.3324775353016688,0.3364114456085138,0.6674230817011055,0.6675224646983312,0.302549740639592,0.3063176653290411,0.6650424979058421,0.665168826335702,210.7840909090909,4637.25,22.0,0.0,6.4,0.0043801502975857635,0.0043180231950956365,0.0,0.0,0.0001296324969356476,0.0,0.0,0.0,8.654075440030937e-06,7.711852436607499e-05,23.79977336642911,523.5950140614406,0.0,0.0,0.5477225575051662,5
