seed,disjoint_training_windows,n_samples,n_windows,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1736394459,True,50,25,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736394533,True,50,50,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736394607,True,50,100,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736394682,True,100,25,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736394758,True,100,50,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736394834,True,100,100,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736394910,True,250,25,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736394989,True,250,50,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736395068,True,250,100,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736395145,True,500,25,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736395229,True,500,50,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
1736395311,True,500,100,0.0,0.0,0.2427871463482838,0.1523058031100682,0.294410874296344,0.1650354411603788,0.176659023550584,0.0748087803691306,0.2785967206648775,0.1172754278736631,[]
