seed,disjoint_training_windows,n_samples,n_windows,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1733322909,True,50,25,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733322954,True,50,50,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733322999,True,50,100,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323044,True,100,25,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323090,True,100,50,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323136,True,100,100,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323182,True,250,25,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323230,True,250,50,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323278,True,250,100,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323324,True,500,25,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323374,True,500,50,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
1733323422,True,500,100,0.0,0.0,0.4949571404242435,0.4941245482241186,0.537286884780593,0.5068972694760346,0.4817658322388296,0.4808630691011386,0.5273483888291728,0.4930190627831494,,,,1.0,[]
