confidence,feature_proportion,n_clusters,n_samples,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
0.1,0.01,3,100,0.00043561587128934003,0.00048658499412761993,0.4949571404242435,0.4941245482241186,0.6282929967642439,0.6431358449864704,0.4817658322388296,0.4808630691011386,0.6274753678493561,0.6420638595655773,2.8629379129863373,174.97593198794425,65.2,0.0,307.2,3.468503182207906e-05,3.3441277557388674e-05,0.0,0.0,0.0029043987701021924,0.0018158452066267088,0.0,0.0,0.0025009024244416274,0.0013382135422553443,0.7611009731239062,10.211049578603298,19.567319693816014,0.0,17.541379649275026,5
0.1,0.01,3,250,0.0011816063235806401,0.00123409526474122,0.4949571404242435,0.4941245482241186,0.6513179556076978,0.6574185857286128,0.4817658322388296,0.4808630691011386,0.6484924490132604,0.6544520661034876,3.4589230012907803,412.414066088194,122.4,0.0,132.4,2.5842921342752655e-05,2.8983111434233535e-05,0.0,0.0,0.0022475417581702883,0.0015137803468547922,0.0,0.0,0.0023995190785435334,0.0016667092117796905,0.5629668832341417,13.757728369942647,25.24876234590519,0.0,4.33589667773576,5
0.1,0.01,3,500,0.0022193457376763,0.0022454105311706,0.4949571404242435,0.4941245482241186,0.6576872859386531,0.6587355952088104,0.4817658322388296,0.4808630691011386,0.653376082997458,0.6545948092178695,3.2494555111872465,762.7223199062233,243.33,0.03999999999999998,73.4,8.606094517003021e-05,0.00010248772016905743,0.0,0.0,0.001214689172711228,0.0020674736914252814,0.0,0.0,0.001187198413627157,0.0019378804034002595,1.0397391684701558,23.014929044987575,74.90159878133444,0.08944271909999155,2.5099800796022285,5
0.1,0.01,3,1000,0.00405521133831618,0.0041179402532032,0.4949571404242435,0.4941245482241186,0.6556474350483471,0.6573164039585975,0.4817658322388296,0.4808630691011386,0.6500754863164585,0.6517396855100583,2.8678112302795427,1493.9337935748463,542.0,0.0,39.8,0.00030102706372970553,0.0002985948400543892,0.0,0.0,0.0008328072013422188,0.0005427507224189787,0.0,0.0,0.0009353058200656578,0.0007097739624502768,0.6038377145437893,130.06490458617105,133.93752274848146,0.0,2.949576240750525,5
0.1,0.1,2,100,0.00025487044905814,0.0003012959367736,0.4949571404242435,0.4941245482241186,0.6089314436013397,0.6288606732643292,0.4817658322388296,0.4808630691011386,0.6099902224718731,0.6293560786682734,1.9059995260429932,119.20575497763313,63.36,0.0,447.2,3.7479732352971827e-06,4.055627145384771e-06,0.0,0.0,0.001495504088024223,0.0016833945462869098,0.0,0.0,0.0014525352355960082,0.001678785980593919,0.2515076282493235,0.7127512095808469,7.824832266572881,0.0,2.774887385102316,5
0.1,0.1,2,250,0.00081951769341578,0.0008718591728396,0.4949571404242435,0.4941245482241186,0.6468484492970272,0.6557344787783601,0.4817658322388296,0.4808630691011386,0.6451250461442075,0.6538413851038689,3.568108383264382,290.5948718087533,83.12,0.0,185.4,1.9260930173386414e-05,1.4385746705760855e-05,0.0,0.0,0.0017628973108167227,0.0018137834214283315,0.0,0.0,0.00173089243642407,0.001737223610494616,0.541917031621878,6.435340313578199,14.061009921054744,0.0,3.5071355833500397,5
0.1,0.1,2,500,0.00174631262914718,0.00179497974289436,0.4949571404242435,0.4941245482241186,0.6548224118682234,0.6584555414687683,0.4817658322388296,0.4808630691011386,0.6512546201472327,0.6547857602064621,3.793350135677118,603.3076419254257,178.24,0.0,91.6,5.352122481583657e-05,4.912167960727036e-05,0.0,0.0,0.0012082755714249304,0.0008165908008796318,0.0,0.0,0.0012514858621865382,0.0009449891677507267,1.4632978299322321,17.246485398640356,67.00617881956858,0.0,2.302172886644269,5
0.1,0.1,2,1000,0.0035072390656937,0.00354404453407844,0.4949571404242435,0.4941245482241186,0.6611614661191743,0.6620697485193106,0.4817658322388296,0.4808630691011386,0.6563518026857397,0.6573317863939132,1.9079612804008181,1202.8914692218352,630.72,0.0,47.4,5.586823226863057e-05,6.007701739511098e-05,0.0,0.0,0.0008578616878687438,0.0005611102447359867,0.0,0.0,0.001033612626422085,0.0007007681188086997,0.06594025378812696,26.15072708142756,11.670989675258907,0.0,0.8944271909999153,5
0.1,0.1,3,100,0.00021848595660498,0.00026681053722096,0.4949571404242435,0.4941245482241186,0.6008742218101311,0.6234715310235208,0.4817658322388296,0.4808630691011386,0.6019617529267102,0.6240321197977329,2.676577726986739,109.70810610924721,47.2,0.0,484.8,2.7354729111905985e-06,2.072190971154355e-06,0.0,0.0,0.0010135141062324383,0.0009695475891985172,0.0,0.0,0.0012817223555187476,0.001029906511415173,1.2378894292226206,0.9027623221085896,17.910890541790486,0.0,3.4205262752974215,5
0.1,0.1,3,250,0.00076400745753934,0.00081631525589658,0.4949571404242435,0.4941245482241186,0.6444755615266713,0.6538952069180842,0.4817658322388296,0.4808630691011386,0.6429556074376759,0.6521232790077637,2.334004176843732,275.8693383132897,121.12,0.0,195.8,2.526627612724939e-05,2.1970338097921362e-05,0.0,0.0,0.00216241781619939,0.0014346612701538206,0.0,0.0,0.002127612312226801,0.0015150610022510494,0.40367137452969865,5.404077089088024,21.349285702336736,0.0,3.7013511046643517,5
0.1,0.1,3,500,0.0016324289044864799,0.0016843514299106602,0.4949571404242435,0.4941245482241186,0.6545953412681893,0.6588415614888262,0.4817658322388296,0.4808630691011386,0.6511714263885706,0.6553713981545448,3.9138272387746844,562.4936683808634,174.6,0.0,97.8,2.1624184110460305e-05,2.9049834604494323e-05,0.0,0.0,0.0015329951801771552,0.0025149699173299604,0.0,0.0,0.0014974209681472904,0.002367774994320751,2.392025550386035,7.05668531929316,65.15458541039149,0.0,1.095445115010332,5
0.1,0.1,3,1000,0.0032470651060582797,0.00330543731107212,0.4949571404242435,0.4941245482241186,0.6546975230382046,0.65673358941851,0.4817658322388296,0.4808630691011386,0.6498665866399433,0.6519552543599921,2.2403573788384015,1166.4813701802075,525.28,0.0,49.2,4.615525701085654e-05,5.1179555659028486e-05,0.0,0.0,0.0025400096298505126,0.0025417429584910713,0.0,0.0,0.002579332896183895,0.0025904855579436475,0.25746941691091657,24.776725133967467,51.34561324981912,0.0,0.8366600265340751,5
