const,max_depth,n_samples,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
0.5,2,100,0.45,0.0017435175710231,0.0017688627901778,0.2430205663561918,0.2457085703569419,0.6911045821091455,0.7003063074326437,0.213906928474093,0.2146294933452455,0.6865385170705484,0.6954721458248804,3.787449296110713,312.46456692913387,82.5,0.0,257.0,,,,,,,,,,,,,,,,1
0.5,2,100,0.5,0.001645253337942,0.0016716829258427,0.2430205663561918,0.2457085703569419,0.6905294742764269,0.7004063261861599,0.213906928474093,0.2146294933452455,0.6864990874931571,0.6959036005276671,3.5842739664301,295.70260223048325,82.5,0.0,272.0,,,,,,,,,,,,,,,,1
0.5,2,100,0.55,0.0015599078673405,0.001585786845523,0.2430205663561918,0.2457085703569419,0.689154216415578,0.6992436081765331,0.213906928474093,0.2146294933452455,0.6850740886561305,0.694795546802855,2.3520853970459954,281.0742049469965,119.5,0.0,286.0,,,,,,,,,,,,,,,,1
0.5,2,250,0.45,0.0080015002813027,0.0079863188633583,0.2430205663561918,0.2457085703569419,0.6911045821091455,0.6929424267050072,0.213906928474093,0.2146294933452455,0.6791040833937347,0.6811347058667816,5.888802054259238,1492.811320754717,253.5,0.0,56.0,,,,,,,,,,,,,,,,1
0.5,2,250,0.5,0.0074868204455001,0.0074778604321643,0.2430205663561918,0.2457085703569419,0.6922297930862037,0.6943801962868038,0.213906928474093,0.2146294933452455,0.6803755672411319,0.6826553932113472,5.574508560558021,1388.0526315789473,249.0,0.0,60.0,,,,,,,,,,,,,,,,1
0.5,2,250,0.55,0.0068291213693476,0.0068207864732213,0.2430205663561918,0.2457085703569419,0.6937425767331374,0.6958804775895481,0.213906928474093,0.2146294933452455,0.6822891720948968,0.6845903950946504,5.043475489258622,1255.8253968253969,249.0,0.0,66.0,,,,,,,,,,,,,,,,1
0.5,2,500,0.45,0.0148444500010418,0.0147886061969952,0.2430205663561918,0.2457085703569419,0.6883540663874477,0.6893667562668,0.213906928474093,0.2146294933452455,0.6746341805703743,0.6757692213612323,4.66857057861074,2906.185185185185,622.5,0.0,30.0,,,,,,,,,,,,,,,,1
0.5,2,500,0.5,0.0143539010338632,0.0143010685471267,0.2430205663561918,0.2457085703569419,0.6879914984059511,0.6890416953178721,0.213906928474093,0.2146294933452455,0.6743407926561168,0.6755216625705174,4.538288027761713,2802.3928571428573,617.5,0.0,31.0,,,,,,,,,,,,,,,,1
0.5,2,500,0.55,0.0143526911295867,0.0142974388342975,0.2430205663561918,0.2457085703569419,0.6879539913733825,0.6889291742201663,0.213906928474093,0.2146294933452455,0.674443352020362,0.675495073138307,4.6167921863968,2802.3928571428573,607.0,0.0,31.0,,,,,,,,,,,,,,,,1
0.5,2,1000,0.45,0.0184013669229647,0.018318538892709,0.2430205663561918,0.2457085703569419,0.6846533725073451,0.6853535037819591,0.213906928474093,0.2146294933452455,0.6714542002807283,0.6722068430693149,4.421702741702742,3647.904761904762,825.0,0.0,24.0,,,,,,,,,,,,,,,,1
0.5,2,1000,0.5,0.0183935529578462,0.0183195807547248,0.2430205663561918,0.2457085703569419,0.6844658373445021,0.6853785084703382,0.213906928474093,0.2146294933452455,0.6712515098038652,0.6721554800412792,4.423864391117272,3647.4761904761904,824.5,0.0,24.0,,,,,,,,,,,,,,,,1
0.5,2,1000,0.55,0.0183810506136567,0.0183154133066616,0.2430205663561918,0.2457085703569419,0.6841657810839532,0.6852784897168219,0.213906928474093,0.2146294933452455,0.6709439223162942,0.672086342716964,4.464475141341726,3647.4761904761904,817.0,0.0,24.0,,,,,,,,,,,,,,,,1
0.5,3,100,0.45,0.002643809667801,0.002660745982895,0.2430205663561918,0.2457085703569419,0.6977558292179784,0.7033568794148903,0.213906928474093,0.2146294933452455,0.6912600035005515,0.6967374877130231,3.7228056224711743,470.9349112426036,126.5,0.0,172.0,,,,,,,,,,,,,,,,1
0.5,3,100,0.5,0.0025088958323332,0.0025257498211853,0.2430205663561918,0.2457085703569419,0.6971307120085016,0.7028692879914984,0.213906928474093,0.2146294933452455,0.6907506979030932,0.6963352258351531,3.576988764044944,447.123595505618,125.0,0.0,181.0,,,,,,,,,,,,,,,,1
0.5,3,100,0.55,0.0024031622331303,0.0024228087739996,0.2430205663561918,0.2457085703569419,0.6972182284178283,0.7036194286428705,0.213906928474093,0.2146294933452455,0.6911522936960565,0.6973884599304663,3.4231397849462364,427.8924731182796,125.0,0.0,189.0,,,,,,,,,,,,,,,,1
0.5,3,250,0.45,0.012128963369821,0.0120762507835083,0.2430205663561918,0.2457085703569419,0.6917922110395699,0.6925298493467525,0.213906928474093,0.2146294933452455,0.6783710654178118,0.6791577914498838,8.599848057304103,2330.558823529412,271.0,0.0,37.0,,,,,,,,,,,,,,,,1
