n_reference_samples,recent_samples_proportion,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
50,0.1,0.6,0.000423448255809,0.0004516592588275,0.2430205663561918,0.24570857035694188,0.6425754829030443,0.6718809776833157,0.213906928474093,0.2146294933452455,0.6437726603019267,0.6727575594027659,1.1372053815800616,84.85022355914631,107.8,0.0,943.6,2.5387505572363292e-06,3.035219618538838e-06,0.0,0.0,0.0007707266775393402,0.0007406306811716842,0.0,0.0,0.0007492564874557501,0.0006487885529822432,1.0497197372743745,0.5143696501743261,45.41558102677978,0.0,5.639148871948659,5
50,0.1,0.7,0.00113905650098434,0.00116494383465842,0.2430205663561918,0.24570857035694188,0.680917672063512,0.6935575420391323,0.213906928474093,0.2146294933452455,0.6774146564200232,0.6897902565827285,6.465992625099995,208.73533119330364,62.2,0.0,384.6,2.8389027586948058e-05,2.890241853035457e-05,0.0,0.0,0.0028539650720331975,0.002659099011742432,0.0,0.0,0.0030586744239537358,0.002916500799221144,3.9483615395031246,4.497147106754099,73.57190360456904,0.0,8.294576541331088,5
50,0.1,0.8,0.0067871072591843395,0.00677532845562466,0.2430205663561918,0.24570857035694188,0.675556666875039,0.6775095330374444,0.213906928474093,0.2146294933452455,0.6636901730350917,0.6654858299037932,1.3969225463103219,1298.4306035586278,1239.4,0.0,64.2,0.0006264732535551426,0.0006222039297600455,0.0,0.0,0.004604611837431705,0.004823107213548143,0.0,0.0,0.004974929827369955,0.004890793902578517,1.0846504157999028,132.29784610552215,537.0676633348911,0.0,6.418722614352486,5
50,0.5,0.6,0.0011323828021739001,0.00115838651599162,0.2430205663561918,0.24570857035694188,0.6819778708507844,0.6947477652059761,0.213906928474093,0.2146294933452455,0.678270487523608,0.6909387276957079,2.5434370339202848,206.85423782504017,101.5,0.0,387.8,2.653933114650975e-05,2.6922931567866637e-05,0.0,0.0,0.0014541467873774826,0.0015822406877857333,0.0,0.0,0.0015238407093748996,0.001605906749666846,1.5925634842491838,5.040965549754077,42.68635613401547,0.0,8.584870412533904,5
50,0.5,0.7,0.01168641409808994,0.01163632130827002,0.2430205663561918,0.24570857035694188,0.671388385322248,0.6722160405075952,0.213906928474093,0.2146294933452455,0.6586931695363243,0.6591640832662284,2.038784952889938,2345.693678661171,2063.9,0.0,37.0,0.0012896924695949647,0.0012932886629570995,0.0,0.0,0.005072278232996195,0.005612921819486064,0.0,0.0,0.006094781899764502,0.006884314094941544,2.1882930873081587,297.1575447002129,1373.0761723225698,0.0,3.937003937005906,5
50,0.5,0.8,0.2912271050822029,0.23518159654935297,0.2430205663561918,0.24570857035694188,0.6120547602675501,0.5433018691004563,0.213906928474093,0.2146294933452455,0.5958064317821776,0.5170104313171027,,,19058.0,0.4,1.4,0.09178779805469381,0.07583407387523527,0.0,0.0,0.031213899945828422,0.026538380599742267,0.0,0.0,0.02940175453354417,0.030051083271777575,,,5459.388381494762,0.4183300132670378,0.5477225575051661,5
50,1.0,0.6,0.00263361898741786,0.00264764092977346,0.2430205663561918,0.24570857035694188,0.694560230043133,0.6996611864724636,0.213906928474093,0.2146294933452455,0.6871595317965143,0.6921232058017184,7.498622868579841,470.56242488070984,143.5,0.0,171.8,0.00013382575114507543,0.0001331238204837894,0.0,0.0,0.0019081665701308214,0.0015435104714444706,0.0,0.0,0.002141867408275736,0.0018616797167590687,5.423272938084382,23.047222403861973,139.66925216381736,0.0,8.5848704125339,5
50,1.0,0.7,0.04054524792163094,0.039510001365349226,0.2430205663561918,0.24570857035694188,0.6483115584172032,0.6408151528411578,0.213906928474093,0.2146294933452455,0.6320466962096211,0.6254894915054379,1.4165973520255755,8363.49,7135.6,0.0,10.2,0.005781261350143681,0.0056053821007989195,0.0,0.0,0.007208788128590312,0.012696232401857025,0.0,0.0,0.007435663457387772,0.01177195637197285,0.8080661638374753,1713.6402227422186,3354.7476693486205,0.0,1.7888543819998315,5
50,1.0,0.8,0.1994523973244983,0.16464587110083131,0.2430205663561918,0.24570857035694188,0.5813540038757268,0.5253910108145277,0.213906928474093,0.2146294933452455,0.5676949248076737,0.5019159819170373,,,23821.6,0.3,1.8,0.05892954264553443,0.04669907970357172,0.0,0.0,0.03030659728341224,0.01847683121458574,0.0,0.0,0.02814167689653991,0.02696072341047038,,,1011.3697024332895,0.27386127875258304,0.4472135954999579,5
125,0.1,0.6,0.00106075120178386,0.0010883301339512,0.2430205663561918,0.24570857035694188,0.6808126523723198,0.6948927923985748,0.213906928474093,0.2146294933452455,0.6785578239280511,0.692356298373441,1.4650514942812238,194.54726063270655,145.2,0.0,412.8,1.8594918438815545e-05,1.6947884761039005e-05,0.0,0.0,0.0017007646069930737,0.0009106565387645041,0.0,0.0,0.0017314883084735891,0.0009561779553365237,0.4739884054229526,2.6995356693094013,48.396280848842096,0.0,5.805170109479997,5
