seed,disjoint_training_windows,n_samples,n_windows,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1734543881,True,50,25,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543891,True,50,50,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543901,True,50,100,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543911,True,100,25,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543921,True,100,50,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543931,True,100,100,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543941,True,250,25,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543952,True,250,50,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543963,True,250,100,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543972,True,500,25,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543984,True,500,50,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
1734543993,True,500,100,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
