seed,n_clusters,n_samples,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1734543312,3,1000,0.005,0.0,0.0,0.1387710094563437,0.1384702776756775,0.1613593076486116,0.1610585758679453,0.0892377551095781,0.0889535523418541,0.1079249477156224,0.1075827054579399,[]
