disjoint_training_windows,n_samples,n_windows,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
False,100,50,0.0005648768147243,0.000600836129443,0.3058823529411765,0.3002437957116959,0.6572357316996937,0.6739638682252922,0.2824474041486233,0.2644454333478672,0.6562778189148822,0.6727014301684885,1.9745743755436809,128.34733441033924,65.0,0.0,622.0,,,,,,,,,,,,,,,,1
False,100,100,0.0007685735947284,0.000806561486689,0.3058823529411765,0.3002437957116959,0.6655747952741139,0.6777145714821529,0.2824474041486233,0.2644454333478672,0.6631918853381599,0.6746769731075203,5.002466793168881,170.08387096774194,34.0,0.0,468.0,,,,,,,,,,,,,,,,1
False,100,250,0.0015355057496517,0.0015800161700443,0.3058823529411765,0.3002437957116959,0.6759392386072388,0.6810276926923798,0.2824474041486233,0.2644454333478672,0.6645914988986011,0.6695908810119716,5.279731092436975,329.98319327731093,62.5,0.0,241.0,,,,,,,,,,,,,,,,1
False,250,50,0.0011554150530208,0.00120621822941,0.3058823529411765,0.3002437957116959,0.6698380946427455,0.6802025379758705,0.2824474041486233,0.2644454333478672,0.6655205505341892,0.6760198472915616,2.0172291476639304,255.1794871794872,126.5,0.0,315.0,,,,,,,,,,,,,,,,1
False,250,100,0.0012201037694567,0.0012709466358275,0.3058823529411765,0.3002437957116959,0.6719134837782084,0.6815277864599613,0.2824474041486233,0.2644454333478672,0.6679853549685109,0.6771343783655221,2.582670505375819,267.3063973063973,103.5,0.0,300.0,,,,,,,,,,,,,,,,1
False,250,250,0.0019490633660478,0.0020092308974599,0.3058823529411765,0.3002437957116959,0.6801025192223542,0.6860161280240045,0.2824474041486233,0.2644454333478672,0.6719507099079601,0.6771241751974638,2.9425494390033395,414.8994708994709,141.0,0.0,192.0,,,,,,,,,,,,,,,,1
False,500,50,0.0024536057464416,0.0025283714206347,0.3058823529411765,0.3002437957116959,0.6763768206538726,0.6820278802275427,0.2824474041486233,0.2644454333478672,0.6680595057014083,0.6730963904680567,6.476740376740376,534.331081081081,82.5,0.0,151.0,,,,,,,,,,,,,,,,1
False,500,100,0.0026592486091142,0.0027365845381723,0.3058823529411765,0.3002437957116959,0.6781771582171657,0.6833656310558229,0.2824474041486233,0.2644454333478672,0.6691635443554763,0.6737360770640543,2.586182465274917,572.8394160583941,221.5,0.0,140.0,,,,,,,,,,,,,,,,1
False,500,250,0.0032416638464539,0.0033227135260275,0.3058823529411765,0.3002437957116959,0.6819153591298368,0.6856785647308871,0.2824474041486233,0.2644454333478672,0.6705821817189127,0.6741464637313146,2.841574860032509,696.1858407079646,245.0,0.0,116.0,,,,,,,,,,,,,,,,1
False,1000,50,0.0047445584358755,0.0048408427229456,0.3058823529411765,0.3002437957116959,0.6712133525035944,0.6729886853785084,0.2824474041486233,0.2644454333478672,0.6582905848555662,0.6593383044285749,3.4270095338056508,1058.945945945946,309.0,0.0,77.0,,,,,,,,,,,,,,,,1
False,1000,100,0.0051978055744607,0.0052842654476587,0.3058823529411765,0.3002437957116959,0.6749265487278865,0.6754266424954679,0.2824474041486233,0.2644454333478672,0.6610249184435385,0.6611987363446079,3.330818414322251,1149.1323529411766,345.0,0.0,71.0,,,,,,,,,,,,,,,,1
False,1000,250,0.0060249001605833,0.0061331171725846,0.3058823529411765,0.3002437957116959,0.6734012627367632,0.6743639432393573,0.2824474041486233,0.2644454333478672,0.6581300993017084,0.6589795767312091,9.355437665782492,1337.8275862068965,143.0,0.0,61.0,,,,,,,,,,,,,,,,1
True,250,25,0.079661811589673,0.0724948427830218,0.3058823529411765,0.3002437957116959,0.6245295992998687,0.5902231668437832,0.2824474041486233,0.2644454333478672,0.596678670636337,0.5674800669521792,4.011729323308271,53356.0,13300.0,0.0,4.0,,,,,,,,,,,,,,,,1
True,500,25,0.045247769671099,0.0415113548075978,0.3058823529411765,0.3002437957116959,0.6226167406388697,0.5908232793648809,0.2824474041486233,0.2644454333478672,0.5934154075661074,0.5660325231932181,77.89511494252874,13553.75,174.0,0.0,7.0,,,,,,,,,,,,,,,,1
