confidence,feature_proportion,n_clusters,n_samples,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
0.01,0.1,2,500,0.0045613824672292805,0.00465211787620852,0.3058823529411765,0.3002437957116959,0.6823454397699569,0.684198287178846,0.2824474041486233,0.2644454333478672,0.6674455109007814,0.6692782522032447,2.853881623081808,989.3047559297244,350.5,0.0,82.6,0.00014646567051521676,0.00014730757072788322,0.0,0.0,0.002948043746314169,0.002737222589946037,0.0,0.0,0.0036439886028406887,0.003496583782882048,0.31554782498634626,30.887400645867462,45.19264320661052,0.0,2.7018512172212574,5
0.01,0.1,2,1000,0.00662268818260562,0.0067450820730185195,0.3058823529411765,0.3002437957116959,0.6754116396824404,0.6766018628492843,0.2824474041486233,0.2644454333478672,0.6592572197521601,0.660217636928228,2.7986641987354246,1470.3390420899855,529.4,0.0,55.8,4.8033201604673906e-05,5.0510923655152514e-05,0.0,0.0,0.0007334092919617661,0.0007655580540174508,0.0,0.0,0.000995495129707232,0.0009841912457096123,0.2608524929099456,12.58792127461897,54.18994371652364,0.0,0.44721359549995715,5
0.01,0.1,3,100,0.00137354256773372,0.001424147597936,0.3058823529411765,0.3002437957116959,0.6740463836969431,0.6820003750703256,0.2824474041486233,0.2644454333478672,0.6667155115085187,0.6743443360327775,16.72052577787238,300.1486080155956,19.8,0.0,269.0,9.054403441354698e-05,9.18965886189467e-05,0.0,0.0,0.0019398707507595058,0.002137835053586368,0.0,0.0,0.0025339499137065837,0.0029900849599809073,5.887513767949012,20.568223972889747,6.760177512462229,0.0,18.24828759089466,5
0.01,0.1,3,250,0.0027490233996974,0.00282217008137294,0.3058823529411765,0.3002437957116959,0.6798574732762394,0.6841682815527912,0.2824474041486233,0.2644454333478672,0.668349021737803,0.6727175805427894,20.42457513599736,596.0679279830152,53.8,0.0,136.2,0.00010913498293773288,0.00011236074499788742,0.0,0.0,0.0009566785277724645,0.0009722291025291836,0.0,0.0,0.0007694032535811464,0.0006622084224447511,13.584434347581714,23.593914058296814,46.58540543990145,0.0,5.069516742254632,5
0.01,0.1,3,500,0.00391569787315136,0.004001312449109,0.3058823529411765,0.3002437957116959,0.680187535162843,0.6827355129086704,0.2824474041486233,0.2644454333478672,0.6663961012842377,0.6690418954402759,4.779347085975482,851.8762354808008,221.9,0.0,95.8,0.0002053570593330358,0.00020910143630343335,0.0,0.0,0.0024576314348899453,0.0024361869117225723,0.0,0.0,0.0028608244487065265,0.003003070762278733,3.345408983926474,46.55130564207869,78.36963697759484,0.0,5.019960159204454,5
0.01,0.1,3,1000,0.00642228573846596,0.006546092604506021,0.3058823529411765,0.3002437957116959,0.6754066387447646,0.6768919172344814,0.2824474041486233,0.2644454333478672,0.6595551886015932,0.66100168865854,2.7793084170137567,1417.787185260949,533.6,0.0,57.6,0.00024223148528468562,0.00024660600884931756,0.0,0.0,0.0014476721259630565,0.0014302867538205492,0.0,0.0,0.0013815573164695266,0.0015562935534652114,0.7852561027603596,56.08772558622191,106.45738584053244,0.0,2.073644135332772,5
0.1,0.01,2,100,0.0009787953972557402,0.00102589231898086,0.3058823529411765,0.3002437957116959,0.668022754266425,0.6798174657748327,0.2824474041486233,0.2644454333478672,0.6630032480954517,0.6746832808063357,8.218445828891682,216.71755192306273,27.0,0.0,370.2,2.7321642574923953e-05,2.759044624485492e-05,0.0,0.0,0.001434106621165528,0.0012986920982830485,0.0,0.0,0.0015248191088516009,0.0014220816613498472,1.2718689227907598,5.478919750386068,5.18411033833193,0.0,9.654014708917735,5
0.1,0.01,2,250,0.00241525062330726,0.00248196709271454,0.3058823529411765,0.3002437957116959,0.6772319809964368,0.6818628492842408,0.2824474041486233,0.2644454333478672,0.6669703461338672,0.6716941129304191,12.654927854630415,524.9253197431444,44.5,0.0,154.0,0.00011116646230705357,0.00011185575232518928,0.0,0.0,0.0021947152141535233,0.00203310951624471,0.0,0.0,0.002136205654722613,0.002332622322142016,4.027998541563522,24.446046435919687,12.041594578792296,0.0,6.819090848492929,5
0.1,0.01,2,500,0.00414838882305346,0.00423739746673186,0.3058823529411765,0.3002437957116959,0.6804675876726887,0.6828705382259173,0.2824474041486233,0.2644454333478672,0.6668009683696186,0.6694756865360725,3.194615162013642,902.0966768074228,283.6,0.0,90.4,0.00016400384689309804,0.00016584577436620803,0.0,0.0,0.0019746660103951252,0.001819866403396926,0.0,0.0,0.0017914156244461426,0.0016559367710546656,0.27096404023768245,32.825843246248894,19.23993243231379,0.0,3.286335345030996,5
0.1,0.01,2,1000,0.0062722461745832,0.00639550075412622,0.3058823529411765,0.3002437957116959,0.6728836656873163,0.6744689629305494,0.2824474041486233,0.2644454333478672,0.6574486333365661,0.6590425540571545,2.5153561782464644,1391.0064495569848,629.1,0.0,58.6,0.00027305295127816906,0.0002740933715633705,0.0,0.0,0.00351456661733482,0.003973431058649333,0.0,0.0,0.003466181669482205,0.003902821827573226,1.191134901370136,65.1105465871376,208.94359286659164,0.0,2.60768096208106,5
