seed,n_clusters,n_samples,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1733540461,2,100,0.05,0.0007662150939015,0.0008062545842484,0.3058823529411765,0.3002437957116959,0.6652372319809965,0.6783771957241983,0.2824474041486233,0.2644454333478672,0.6620908263255926,0.6750912958647955,3.25191089311261,170.72532188841203,52.5,0.0,"[321, 441, 541, 776, 1112, 1442, 1542, 1770, 2115, 2291, 2503, 2882, 3038, 3138, 3254, 3435, 3645, 3780, 3880, 3980, 4080, 4287, 4395, 4497, 4666, 4812, 4930, 5030, 5130, 5374, 5502, 5640, 5786, 5932, 6034, 6159, 6259, 6393, 6493, 6724, 6824, 6938, 7081, 7181, 7377, 7491, 7591, 7691, 7800, 7967, 8074, 8403, 8503, 8891, 8991, 9168, 9319, 9419, 9626, 9757, 9861, 10818, 11233, 11345, 11580, 12104, 12360, 12586, 12686, 13015, 13418, 13653, 13753, 14109, 14282, 14430, 14644, 14920, 15110, 15295, 15395, 15631, 15892, 16165, 16290, 16390, 16490, 16759, 17112, 17329, 17534, 17724, 18141, 18412, 18526, 18630, 18730, 18834, 18934, 19045, 19318, 19418, 19518, 19769, 19899, 19999, 20099, 20232, 20469, 20576, 20692, 20847, 21013, 21113, 21214, 21387, 21564, 21671, 21846, 21959, 22059, 22220, 22320, 22420, 22524, 22733, 22878, 22978, 23078, 23235, 23335, 23435, 23535, 23678, 23778, 23888, 24005, 24105, 24205, 24477, 24582, 24686, 24796, 24896, 24996, 25096, 25201, 25301, 25490, 25604, 25704, 25804, 25921, 26096, 26213, 26317, 26417, 26517, 26617, 26766, 26866, 27004, 27271, 27449, 27667, 27798, 27898, 27998, 28320, 28499, 28673, 28842, 28981, 29258, 29423, 29678, 29778, 29953, 30053, 30253, 30353, 30512, 30777, 30962, 31116, 31216, 31316, 31426, 31543, 31800, 31900, 32000, 32106, 32225, 32330, 32430, 32533, 32733, 32844, 32997, 33097, 33197, 33331, 33483, 33643, 33838, 33938, 34126, 34300, 34762, 35032, 35132, 35822, 36057, 36157, 36433, 36694, 36911, 37071, 37321, 37789, 38068, 38290, 38435, 38865, 39104, 39327, 39471, 39844, 40023, 40643, 40743, 40843, 41069, 41231, 41520, 41625, 41774, 41875, 42142, 42579, 42980, 43291, 43475, 43601, 43961, 44097, 44197, 44364, 44597, 44697, 45163, 45266, 45436, 45851, 46085, 46283, 46404, 46506, 46606, 46725, 46852, 47016, 47298, 47567, 47789, 47889, 48017, 48126, 48226, 48387, 48487, 48662, 48762, 48862, 48993, 49118, 49218, 49343, 49443, 49543, 49714, 49814, 49914, 50014, 50114, 50260, 50360, 50496, 50596, 50735, 50835, 51058, 51158, 51282, 51473, 51586, 51696, 51796, 51897, 52042, 52142, 52314, 52414, 52598, 52698, 52820, 52920, 53020, 53120, 53220, 53320, 53420, 53520, 53631, 53745, 53991, 54123, 54482, 54805, 55040, 55258, 55398, 55528, 55760, 55966, 56120, 56318, 56505, 56647, 56771, 56871, 57052, 57152, 57356, 57456, 57601, 57784, 57884, 58038, 58168, 58268, 58405, 58524, 58653, 58885, 59011, 59157, 59269, 59636, 59792, 59892, 59996, 60096, 60225, 60603, 60801, 60915, 61043, 61143, 61243, 61377, 61753, 61903, 62072, 62403, 62595, 62888, 63001, 63215, 63388, 63500, 63770, 63870, 64295, 64672, 64830, 64930, 65183, 65295, 65585, 65685, 65876, 66272, 66415, 66632, 66946, 67157, 67594, 67968, 68189, 68442, 68549, 68652, 68886, 68995, 69139, 69323, 69643, 69952, 70158, 70529, 70859, 71448, 71598, 71782, 72074, 72176, 72283, 72542, 72653, 72753, 72853, 73013, 73233, 73388, 73488, 73647, 73840, 74020, 74120, 74230, 74340, 74481, 74589, 74689, 74789, 74939, 75139, 75240, 75340, 75483, 75606, 75712, 75825, 75925, 76037, 76137, 76237, 76384, 76484, 76584, 76692, 76792, 76903, 77009, 77126, 77262, 77362, 77510, 77610, 77710, 77810, 77935, 78080, 78182, 78282, 78395, 78538, 78736, 78954, 79054, 79154, 79254, 79354, 79524, 79624, 79770, 79879]"
1733540890,2,100,0.005,0.0018461163488356,0.0019007983188767,0.3058823529411765,0.3002437957116959,0.6714133900106269,0.6766018628492843,0.2824474041486233,0.2644454333478672,0.6600797870827753,0.6648826049382774,9.693040293040294,407.10769230769233,42.0,0.0,"[454, 573, 1121, 1445, 2115, 2345, 3118, 3954, 4850, 5009, 5525, 5641, 5820, 6180, 6740, 6842, 7123, 7451, 7570, 7683, 8410, 9175, 9441, 10870, 11614, 12620, 13780, 14979, 15122, 15330, 17121, 18937, 19114, 19336, 19989, 20089, 20272, 20483, 20711, 21046, 21391, 21596, 21873, 21974, 22227, 22329, 22460, 22574, 22783, 22940, 23040, 23250, 23350, 23456, 23556, 23680, 23896, 24097, 24230, 24600, 24807, 24912, 25230, 25637, 25737, 25845, 26253, 26400, 26500, 26600, 26804, 27842, 27942, 28344, 29262, 29466, 29752, 30057, 30324, 30798, 30984, 31172, 31318, 31841, 31941, 32126, 32576, 32872, 33018, 33231, 33885, 33985, 34169, 34302, 36184, 37107, 38882, 39868, 40048, 40662, 43019, 43482, 43997, 44139, 44657, 46130, 46287, 46627, 46913, 47351, 47871, 48159, 48479, 48664, 48775, 48921, 49193, 49539, 49741, 49936, 50049, 50265, 50365, 50744, 50844, 51101, 51298, 51510, 51700, 51909, 52042, 52142, 52380, 52619, 52836, 52956, 53083, 53195, 53316, 53416, 53643, 54864, 56673, 57064, 57403, 57601, 57820, 57920, 58062, 58236, 58410, 59282, 59816, 59916, 60051, 60832, 61091, 62464, 63012, 63829, 65918, 66288, 66686, 68481, 69153, 70902, 72085, 72292, 72689, 72789, 73041, 73427, 74481, 74612, 74712, 75145, 75342, 75513, 75827, 75951, 76164, 76273, 76425, 76632, 76732, 76917, 77265, 77510, 77641, 77787, 78238, 78636, 78766, 78963, 79217, 79356, 79612, 79840]"
1733541602,2,250,0.05,0.0183999777736103,0.0186250199690219,0.3058823529411765,0.3002437957116959,0.6370819528661624,0.6354941551540914,0.2824474041486233,0.2644454333478672,0.6118275758282831,0.6103857896727832,126.4677966101695,3730.8,29.5,0.0,"[22052, 23159, 23478, 23728, 26571, 26821, 30465, 31994, 50107, 50465, 52616, 53170, 53420, 53670, 68652, 75495, 76737, 78014]"
1733542580,2,250,0.005,0.0356289026414674,0.033742437818202,0.3058823529411765,0.3002437957116959,0.6265424767143839,0.6039257360755141,0.2824474041486233,0.2644454333478672,0.59756651078802,0.5776091830981392,291.6775956284153,8896.166666666666,30.5,0.0,"[23485, 23735, 26573, 26823, 50214, 53170, 53420, 53670, 76862]"
1733543586,2,500,0.05,0.0455460398824779,0.0434635065503353,0.3058823529411765,0.3002437957116959,0.6247046321185222,0.6044883415640433,0.2824474041486233,0.2644454333478672,0.5960371286668337,0.5785228126406834,1404.3947368421052,13341.75,9.5,0.0,"[23427, 26579, 27079, 50202, 53372, 53872, 76794]"
1733544961,2,500,0.005,0.0784428330311933,0.0721510283178095,0.3058823529411765,0.3002437957116959,0.6196536850659499,0.5888479089829343,0.2824474041486233,0.2644454333478672,0.591981767023006,0.565997496719548,2232.333333333333,26788.0,12.0,0.0,"[26584, 27084, 53372, 53872]"
1733546366,2,1000,0.05,0.0448405504603541,0.0434045669277275,0.3058823529411765,0.3002437957116959,0.6197662061636556,0.6040757642057886,0.2824474041486233,0.2644454333478672,0.5949739790155625,0.5813757009568615,605.8409090909091,13328.5,22.0,0.0,"[23844, 26597, 27597, 50568, 53379, 54379, 77158]"
1733548147,2,1000,0.005,0.0775582921797837,0.0724260798899793,0.3058823529411765,0.3002437957116959,0.6161155216603114,0.5899481152716134,0.2824474041486233,0.2644454333478672,0.5917600184722511,0.5697033663113408,669.5,26780.0,40.0,0.0,"[26616, 27616, 53396, 54396]"
1733549997,3,100,0.05,0.0007700051896775,0.0008098413527482,0.3058823529411765,0.3002437957116959,0.6654747765205976,0.6784397074451459,0.2824474041486233,0.2644454333478672,0.6624560035205307,0.6751866696953644,3.265927750410509,171.46120689655172,52.5,0.0,"[321, 441, 541, 776, 1112, 1442, 1542, 1775, 2115, 2291, 2503, 3038, 3138, 3317, 3435, 3646, 3780, 3880, 3980, 4080, 4288, 4395, 4497, 4666, 4812, 4930, 5030, 5130, 5374, 5502, 5640, 5787, 5935, 6035, 6159, 6259, 6393, 6498, 6724, 6824, 6939, 7081, 7181, 7391, 7491, 7591, 7691, 7805, 7967, 8074, 8403, 8503, 8891, 8991, 9168, 9319, 9421, 9627, 9759, 9861, 10818, 11233, 11350, 11580, 12104, 12402, 12586, 12686, 13015, 13418, 13655, 13755, 14109, 14282, 14430, 14644, 14920, 15110, 15295, 15395, 15631, 15892, 16165, 16290, 16390, 16490, 16759, 17112, 17329, 17534, 17724, 18141, 18412, 18526, 18630, 18730, 18834, 18934, 19045, 19318, 19418, 19518, 19771, 19899, 19999, 20099, 20232, 20469, 20576, 20692, 20847, 21013, 21113, 21214, 21387, 21564, 21671, 21846, 21959, 22059, 22220, 22320, 22420, 22525, 22736, 22878, 22978, 23078, 23235, 23335, 23435, 23535, 23678, 23778, 23888, 24045, 24145, 24245, 24478, 24582, 24686, 24796, 24896, 24996, 25096, 25201, 25301, 25490, 25604, 25704, 25804, 25921, 26096, 26213, 26317, 26417, 26517, 26617, 26766, 26866, 27004, 27271, 27449, 27667, 27802, 27902, 28002, 28320, 28499, 28677, 28842, 28981, 29258, 29423, 29678, 29778, 29953, 30053, 30253, 30353, 30512, 30777, 30962, 31116, 31216, 31316, 31436, 31543, 31800, 31900, 32000, 32106, 32229, 32330, 32430, 32533, 32733, 32844, 32997, 33097, 33197, 33331, 33483, 33643, 33838, 33938, 34126, 34300, 34765, 35032, 35132, 35822, 36057, 36157, 36433, 36694, 36911, 37071, 37321, 37789, 38068, 38290, 38440, 38865, 39104, 39330, 39471, 39844, 40023, 40643, 40743, 40843, 41069, 41231, 41556, 41681, 41835, 42145, 42579, 42980, 43291, 43475, 43634, 43961, 44097, 44197, 44364, 44597, 44697, 45181, 45335, 45436, 45851, 46085, 46283, 46404, 46507, 46607, 46725, 46852, 47016, 47298, 47567, 47790, 47890, 48017, 48126, 48226, 48389, 48489, 48662, 48762, 48862, 48993, 49118, 49218, 49344, 49444, 49544, 49714, 49814, 49914, 50014, 50114, 50260, 50360, 50497, 50597, 50735, 50835, 51059, 51159, 51282, 51473, 51586, 51696, 51796, 51898, 52042, 52142, 52314, 52414, 52598, 52698, 52820, 52920, 53020, 53120, 53220, 53320, 53420, 53520, 53631, 53745, 53991, 54123, 54482, 54805, 55042, 55258, 55405, 55528, 55760, 55966, 56123, 56320, 56505, 56647, 56771, 56871, 57052, 57152, 57356, 57456, 57601, 57784, 57884, 58038, 58169, 58269, 58405, 58524, 58653, 58885, 59013, 59157, 59269, 59636, 59800, 59900, 60027, 60127, 60251, 60603, 60802, 60915, 61043, 61143, 61243, 61377, 61753, 61903, 62072, 62403, 62595, 62888, 63001, 63215, 63388, 63500, 63771, 63871, 64297, 64673, 64831, 64931, 65183, 65295, 65586, 65686, 65876, 66273, 66415, 66634, 66946, 67157, 67594, 67968, 68189, 68442, 68549, 68652, 68933, 69033, 69139, 69323, 69643, 69952, 70158, 70529, 70859, 71448, 71598, 71783, 72074, 72176, 72283, 72542, 72653, 72753, 72853, 73013, 73233, 73388, 73488, 73647, 73840, 74020, 74120, 74230, 74340, 74481, 74589, 74689, 74789, 74939, 75139, 75241, 75341, 75483, 75606, 75712, 75825, 75925, 76037, 76137, 76237, 76384, 76484, 76584, 76692, 76792, 76903, 77009, 77126, 77262, 77362, 77510, 77610, 77710, 77810, 77935, 78080, 78182, 78282, 78395, 78538, 78736, 78954, 79054, 79154, 79254, 79354, 79524, 79624, 79770, 79879]"
1733550455,3,100,0.005,0.0018620877201277,0.0019159683811272,0.3058823529411765,0.3002437957116959,0.6727136338063386,0.6776895667937738,0.2824474041486233,0.2644454333478672,0.6612871544102771,0.6659278438436141,9.62838083687083,409.2061855670103,42.5,0.0,"[454, 577, 1121, 1445, 2119, 2345, 3118, 3954, 4850, 5009, 5525, 5641, 5821, 6180, 6740, 6842, 7123, 7452, 7570, 7683, 8410, 9175, 9441, 10872, 11616, 12620, 13781, 14979, 15122, 15330, 17122, 18937, 19114, 19336, 19989, 20089, 20272, 20483, 20711, 21046, 21391, 21596, 21873, 21975, 22227, 22329, 22460, 22575, 22784, 22940, 23040, 23250, 23350, 23456, 23556, 23680, 23896, 24099, 24230, 24600, 24807, 24912, 25230, 25637, 25737, 25845, 26253, 26400, 26500, 26600, 26807, 27843, 27943, 28347, 29263, 29470, 29752, 30057, 30324, 30798, 30984, 31172, 31318, 31845, 31946, 32126, 32576, 32872, 33029, 33231, 33885, 33985, 34169, 34302, 36184, 37107, 38882, 39868, 40662, 43019, 43482, 43997, 44139, 44657, 46133, 46287, 46627, 46913, 47351, 47871, 48159, 48479, 48664, 48777, 48921, 49193, 49539, 49741, 49936, 50049, 50265, 50365, 50744, 50844, 51101, 51298, 51510, 51700, 51909, 52042, 52142, 52380, 52619, 52836, 52956, 53083, 53195, 53317, 53417, 53664, 54872, 56673, 57069, 57403, 57601, 57820, 57920, 58062, 58236, 58410, 59283, 59816, 59917, 60051, 60833, 61091, 62464, 63012, 63829, 65919, 66288, 66687, 68481, 69153, 70902, 72085, 72292, 72689, 72789, 73041, 73427, 74481, 74612, 74712, 75147, 75342, 75540, 75827, 75954, 76164, 76273, 76426, 76632, 76732, 76917, 77265, 77510, 77641, 77787, 78238, 78636, 78766, 78963, 79218, 79356, 79612, 79840]"
