n_clusters,n_samples,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),drifts (std),count
2,100,0.005,0.0005081333768186,0.0003048402815955,0.2427871463482838,0.1523058031100682,0.5847609089472212,0.3574633126238616,0.176659023550584,0.0748087803691306,0.5849001193300177,0.3180393388385533,673.0,,,,,,,,,,,,1
2,100,0.05,0.0004688946455577,0.0002785836075878,0.2427871463482838,0.1523058031100682,0.5832046590232101,0.3545575022188719,0.176659023550584,0.0748087803691306,0.5844550643414242,0.3170276662642741,726.0,,,,,,,,,,,,1
2,250,0.005,0.0011028450653511,0.000710481903936,0.2427871463482838,0.1523058031100682,0.5637150603654756,0.3590560371554669,0.176659023550584,0.0748087803691306,0.5573293948296035,0.3093521054815673,291.0,,,,,,,,,,,,1
2,250,0.05,0.0010852006306054,0.0006967460597291,0.2427871463482838,0.1523058031100682,0.5683473355299152,0.3613296210288271,0.176659023550584,0.0748087803691306,0.5624843157896987,0.3133891899120605,300.0,,,,,,,,,,,,1
2,500,0.005,0.001774775497985,0.00129674074018,0.2427871463482838,0.1523058031100682,0.5107782465440309,0.3481136548772629,0.176659023550584,0.0748087803691306,0.5010089453687859,0.2940197305192459,151.0,,,,,,,,,,,,1
2,500,0.05,0.0017598998164111,0.0012832502842779,0.2427871463482838,0.1523058031100682,0.5102919184427774,0.34735984632032,0.176659023550584,0.0748087803691306,0.500103200732408,0.2929034349305259,152.0,,,,,,,,,,,,1
2,1000,0.005,0.0027855792910687,0.0022737527372842,0.2427871463482838,0.1523058031100682,0.4433488553052316,0.3160160001945312,0.176659023550584,0.0748087803691306,0.4304267369147999,0.2642802919924827,72.0,,,,,,,,,,,,1
2,1000,0.05,0.0027492527285588,0.0022341113528132,0.2427871463482838,0.1523058031100682,0.4434825955330764,0.315395931865433,0.176659023550584,0.0748087803691306,0.4311930230445177,0.2631915286878348,73.0,,,,,,,,,,,,1
3,100,0.005,0.0005079446968122,0.0003051690715838,0.2427871463482838,0.1523058031100682,0.5836180379092755,0.3570742501428589,0.176659023550584,0.0748087803691306,0.583552003239818,0.3174356979628744,671.0,,,,,,,,,,,,1
3,100,0.05,0.0004699263155671,0.0002794365828324,0.2427871463482838,0.1523058031100682,0.5820739461877956,0.3540590159150871,0.176659023550584,0.0748087803691306,0.5829550478037155,0.3164510823217673,722.0,,,,,,,,,,,,1
3,250,0.005,0.0010994608234094,0.0007107325885243,0.2427871463482838,0.1523058031100682,0.5627302459604372,0.359128986370655,0.176659023550584,0.0748087803691306,0.5563728605266711,0.3096638277573722,291.0,,,,,,,,,,,,1
3,250,0.05,0.001086146313761,0.0006983037192998,0.2427871463482838,0.1523058031100682,0.5675448941628469,0.3610986151807316,0.176659023550584,0.0748087803691306,0.5609063251469064,0.3128635154932424,299.0,,,,,,,,,,,,1
3,500,0.005,0.0017742923905997,0.0012948888285362,0.2427871463482838,0.1523058031100682,0.510705297328843,0.3478340162190422,0.176659023550584,0.0748087803691306,0.5009316525504293,0.2938237048566788,151.0,,,,,,,,,,,,1
3,500,0.05,0.0017633393079167,0.0012898893027654,0.2427871463482838,0.1523058031100682,0.510814721151625,0.348368977130421,0.176659023550584,0.0748087803691306,0.5005427407854687,0.2937147525355012,152.0,,,,,,,,,,,,1
3,1000,0.005,0.0027810199651194,0.0022722329619677,0.2427871463482838,0.1523058031100682,0.4430205838368855,0.3159065763717492,0.176659023550584,0.0748087803691306,0.4300441069611057,0.2639703403597105,72.0,,,,,,,,,,,,1
3,1000,0.05,0.0027499189314372,0.0022331120484955,0.2427871463482838,0.1523058031100682,0.4435312283432017,0.315322982650245,0.176659023550584,0.0748087803691306,0.4310822436145306,0.2631280288253328,73.0,,,,,,,,,,,,1
