seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1733839172,250,1.0,0.8,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1733841496,250,1.0,0.8,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1733843824,250,1.0,0.8,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1733846153,250,1.0,0.8,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1733848488,250,1.0,0.8,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
