seed,disjoint_training_windows,n_samples,n_windows,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1734048722,True,50,25,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734048791,True,50,50,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734048860,True,50,100,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734048930,True,100,25,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734049001,True,100,50,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734049072,True,100,100,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734049142,True,250,25,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734049216,True,250,50,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734049289,True,250,100,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734049436,True,500,50,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
1734049512,True,500,100,0.0,0.0,0.2430205663561918,0.2457085703569419,0.5330499468650371,0.4873538788522848,0.213906928474093,0.2146294933452455,0.5245938300379139,0.452848309654725,,,,1.0,[]
