confidence,feature_proportion,n_clusters,n_samples,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
0.01,0.01,2,100,0.00032254906852592,0.00033454734370416,0.3604390073942162,0.3604712683726272,0.8589059657001277,0.8774805466300182,0.3558536212730926,0.3558927203261205,0.8586096300849881,0.8772433362728135,1.554952428468071,102.09041249771415,65.77241379310344,0.0,1545.4,9.571570709463707e-07,5.060318596938281e-07,0.0,0.0,0.001325196804058248,0.0006356378865264729,0.0,0.0,0.0013305655707549881,0.0006334383280394013,0.07137614370949534,0.02940042371176175,3.1972044864135514,0.0,0.5477225575051635,5
0.01,0.01,2,250,0.00081847611841092,0.00084860798406988,0.3604390073942162,0.3604712683726272,0.8326997277173422,0.850118075180984,0.3558536212730926,0.3558927203261205,0.8324113984404005,0.8500018908022635,2.4847775246845187,282.04533820840953,114.06206896551723,0.0,577.0,7.73740236291558e-07,1.2033750358504185e-06,0.0,0.0,0.0004464481163404724,0.0006943473956801149,0.0,0.0,0.000492403628928422,0.0007132984111557698,0.19627794285890415,0.07885892499630655,8.748616333608144,0.0,0.0,5
0.01,0.01,2,500,0.00810600468028924,0.0077904255645781795,0.3604390073942162,0.3604712683726272,0.830587278850993,0.8123159511181655,0.3558536212730926,0.3558927203261205,0.8304381278205041,0.8121952714324244,66.76045324837938,5175.071428571428,77.51724137931033,0.0,58.0,8.654098224241936e-06,4.82345755557013e-07,0.0,0.0,0.0005019376970064819,2.7976053822536327e-05,0.0,0.0,0.0004934902282614004,2.7749996401890116e-05,0.12594582864663167,0.0,0.14629795472825213,0.0,0.0,5
0.01,0.01,2,1000,0.00829898837297802,0.00795245614354908,0.3604390073942162,0.3604712683726272,0.8200069683713368,0.8009600867175098,0.3558536212730926,0.3558927203261205,0.8198389004563342,0.8008046953167183,58.11468272905942,5410.890293040293,88.57380952380952,0.04827586206896548,55.4,0.00018323125618529597,8.011176932092899e-05,0.0,0.0,0.0014229512675442888,0.006969107027465784,0.0,0.0,0.0014027797741497437,0.006902553981257092,0.6612986216266754,167.46756784325203,1.063342503105922,0.018886984741557474,1.3416407864998732,5
0.01,0.01,3,100,0.00032493334670396,0.00033707697945254,0.3604390073942162,0.3604712683726272,0.8592750312931491,0.8779502664756815,0.3558536212730926,0.3558927203261205,0.858967414364184,0.8777170334272405,1.776294862852274,102.8038760990053,59.50344827586207,0.0,1535.2,7.362955214317529e-07,6.429292772291913e-07,0.0,0.0,0.0005925244899820313,0.0003818260907569365,0.0,0.0,0.0005863619114765068,0.0003842037262136084,0.35283525870990756,0.22813535917290093,10.34159719677099,0.0,3.2710854467591974,5
0.01,0.01,3,250,0.00082424277405508,0.00085342982280272,0.3604390073942162,0.3604712683726272,0.8348728272231041,0.851705315318803,0.3558536212730926,0.3558927203261205,0.8346077929272525,0.8515338095616999,2.9885186822914784,282.9771307591491,95.13793103448276,0.0,575.6,1.6288195675625172e-06,2.7515969570854202e-06,0.0,0.0,0.0008385446876029671,0.0015922000543821366,0.0,0.0,0.0007963999267930419,0.0015551263359157605,0.2304923472822565,0.2870177843454013,7.296057932577642,0.0,0.5477225575051635,5
0.01,0.01,3,500,0.00836535654999156,0.00784564499853396,0.3604390073942162,0.3604712683726272,0.8250371001251725,0.7969532731988695,0.3558536212730926,0.3558927203261205,0.8249172125164085,0.7968079863807446,56.4822620210947,5213.7473374384235,85.32514285714285,0.0758620689655172,55.8,0.0006510682997581515,0.000392636021800887,0.0,0.0,0.0012967581083020536,0.012142071091814241,0.0,0.0,0.0013203797247577174,0.012064026850934597,4.751938308628405,496.76045864308026,7.061624704654571,0.05666095422467237,4.207136793592526,5
0.01,0.01,3,1000,0.00884339138465958,0.00826218299638382,0.3604390073942162,0.3604712683726272,0.8185810331255727,0.7891035319319164,0.3558536212730926,0.3558927203261205,0.818417776325625,0.7889603784697252,43.45680854835253,5879.320611916264,122.43599999999999,0.09655172413793099,52.0,0.0005838884700209811,0.00034095993162796835,0.0,0.0,0.0017942708175901262,0.012249234783343,0.0,0.0,0.0017630903849546373,0.012167350085395268,3.114327054495088,475.88629590369277,12.112907157074986,0.05666095422467237,3.674234614174767,5
0.01,0.1,2,100,0.0003226666881874,0.00033480201063082005,0.3604390073942162,0.3604712683726272,0.8591524395751875,0.8779412334017266,0.3558536212730926,0.3558927203261205,0.8588546462815619,0.8777092208567211,1.4310231775919928,102.07087306355966,71.97931034482758,0.0,1545.6,4.621312326240757e-07,1.894648814771669e-07,0.0,0.0,0.0005390885752172944,0.00030030795048657154,0.0,0.0,0.0005458546483528498,0.00030685580181325135,0.15246289646061956,0.034808106649995715,7.6602033794479985,0.0,0.5477225575051635,5
0.01,0.1,2,250,0.0008183285118545999,0.0008481696373268601,0.3604390073942162,0.3604712683726272,0.8326145587343372,0.8498651491102421,0.3558536212730926,0.3558927203261205,0.8323036913004144,0.8497411459077451,2.420382878216921,282.0131627056673,116.91034482758621,0.0,577.0,7.204396740695425e-07,1.0488570248850349e-06,0.0,0.0,0.0004156936919374839,0.0006051905033626231,0.0,0.0,0.0004582891015017872,0.0006211864944324571,0.1640741135714504,0.0674239293605515,7.274742518867217,0.0,0.0,5
