const,max_depth,n_samples,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
0.5,2,500,0.45,0.0158046533235259,0.0149906013016229,0.3604390073942162,0.3604712683726272,0.8345786070999961,0.8101893074213155,0.3558536212730926,0.3558927203261205,0.8343743544718514,0.8100892563895431,,,95.51724137931036,0.0,30.0,,,,,,,,,,,,,,,,1
0.5,2,500,0.5,0.0158121808851552,0.0149936123262746,0.3604390073942162,0.3604712683726272,0.8348044339488728,0.8102796381608661,0.3558536212730926,0.3558927203261205,0.8346057317588663,0.810183006359444,,,94.65517241379312,0.0,30.0,,,,,,,,,,,,,,,,1
0.5,2,500,0.55,0.0158108904460187,0.014993827399464,0.3604390073942162,0.3604712683726272,0.8347657207747796,0.8102860903565483,0.3558536212730926,0.3558927203261205,0.834566951463149,0.8101890588605717,,,94.27586206896552,0.0,30.0,,,,,,,,,,,,,,,,1
0.5,2,1000,0.45,0.0338417663530899,0.0242999615846195,0.3604390073942162,0.3604712683726272,0.8003819699843857,0.6763707689726814,0.3558536212730926,0.3558927203261205,0.8007812595207318,0.6746039409688908,,,572.6923076923077,0.5517241379310345,13.0,,,,,,,,,,,,,,,,1
0.5,2,1000,0.5,0.0338353141574077,0.0242900351297238,0.3604390073942162,0.3604712683726272,0.8002980914405172,0.6762417250590376,0.3558536212730926,0.3558927203261205,0.8006981765250264,0.6744734701886393,,,571.9230769230769,0.5517241379310345,13.0,,,,,,,,,,,,,,,,1
0.5,2,1000,0.55,0.0338055347927207,0.0242989689391299,0.3604390073942162,0.3604712683726272,0.7999109596995858,0.676357864581317,0.3558536212730926,0.3558927203261205,0.8003088611676907,0.6745840967469365,,,570.9230769230769,0.5517241379310345,13.0,,,,,,,,,,,,,,,,1
0.5,3,500,0.45,0.0157511000993638,0.0149288752962633,0.3604390073942162,0.3604712683726272,0.8329720103751307,0.8083375272605268,0.3558536212730926,0.3558927203261205,0.8327800860023825,0.8082337346365547,,,111.58620689655172,0.0,30.0,,,,,,,,,,,,,,,,1
0.5,3,500,0.5,0.015757552295046,0.014931886320915,0.3604390073942162,0.3604712683726272,0.8331655762455964,0.8084278580000774,0.3558536212730926,0.3558927203261205,0.8329735870289134,0.8083275427376059,,,110.79310344827586,0.0,30.0,,,,,,,,,,,,,,,,1
0.5,3,500,0.55,0.0157489493674697,0.0149333918332408,0.3604390073942162,0.3604712683726272,0.8329074884183088,0.8084730233698527,0.3558536212730926,0.3558927203261205,0.8326855118016976,0.8083739220477959,,,110.13793103448276,0.0,30.0,,,,,,,,,,,,,,,,1
0.5,3,1000,0.45,0.0496004477823803,0.0337966009833146,0.3604390073942162,0.3604712683726272,0.757242589653259,0.6308440762391442,0.3558536212730926,0.3558927203261205,0.7572960716751873,0.6284258044732299,,,185.0,0.7241379310344828,8.0,,,,,,,,,,,,,,,,1
