n_reference_samples,recent_samples_proportion,threshold,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),mtr (mean),mtfa (mean),mtd (mean),mdr (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),mtr (std),mtfa (std),mtd (std),mdr (std),drifts (std),count
250,0.1,0.8,0.0117392538680913,0.011943831485854579,0.4464661324248641,0.44065915631089253,0.7986437484676034,0.7989741008865316,0.41682543806929695,0.40873587558886626,0.7867101305362877,0.7870271439384933,,,29.358620689655176,0.0,30.0,1.2958048108936664e-06,9.424034988461007e-07,0.0,0.0,3.88741443263455e-05,2.8272104964638635e-05,0.0,0.0,2.9109219128223337e-05,2.0310422823909434e-05,,,0.4910616032804929,0.0,0.0,5
250,0.5,0.6,0.007038787583417899,0.007160204904138439,0.4464661324248641,0.44065915631089253,0.792521905204341,0.7926870814138052,0.41682543806929695,0.40873587558886626,0.7812578683043422,0.7813823054646372,87.9183208639614,7885.123405797101,89.88275862068966,0.0,49.4,0.000549368341409741,0.0005578655013806169,0.0,0.0,0.00032165344166076474,0.0002641699431351283,0.0,0.0,0.0003175761818929517,0.00025973241636059003,18.137486604512894,1537.925797878926,1.9221779660517389,0.0,3.7815340802378077,5
250,0.5,0.7,0.01119722086587352,0.01137993455947248,0.4464661324248641,0.44065915631089253,0.7912792123159511,0.7910985508368498,0.41682543806929695,0.40873587558886626,0.7800502244451345,0.7798418355820236,1082.5850197537068,121093.25,111.37931034482759,0.0,30.8,0.00017160612042339517,0.00017517686362906757,0.0,0.0,0.00030928167755617654,0.00034054515219446226,0.0,0.0,0.0002834120729917752,0.0003118306612599947,59.23074695685584,7495.5,3.7441988422456243,0.0,0.44721359549995787,5
250,0.5,0.8,0.01144172161786652,0.01162539412161954,0.4464661324248641,0.44065915631089253,0.789717780960861,0.7894209799594802,0.41682543806929695,0.40873587558886626,0.7787000203736956,0.7783655901376301,,,136.35172413793103,0.0,30.0,1.217340850905354e-05,1.2294400727343879e-05,0.0,0.0,0.0003652022552721056,0.000368832021819711,0.0,0.0,0.00035645914008536263,0.00036109579933838305,,,3.635143563561841,0.0,0.0,5
250,1.0,0.6,0.007117225562851,0.0072376915231755394,0.4464661324248641,0.44065915631089253,0.7850941375350031,0.7850192920650898,0.41682543806929695,0.40873587558886626,0.7745650748356425,0.7744469194600585,42.67465330218114,7698.954428964568,180.2896551724138,0.0,47.6,0.00016675958535915407,0.00016897083166084645,0.0,0.0,0.00039945292821065174,0.00039228606889210496,0.0,0.0,0.0003692379446674405,0.0003643712967837407,1.890706111362964,508.9979924834083,4.740633170130924,0.0,1.1401754250991383,5
250,1.0,0.7,0.0094063505149885,0.00956005920780046,0.4464661324248641,0.44065915631089253,0.7827558618197773,0.7824448659878958,0.41682543806929695,0.40873587558886626,0.7725317401049406,0.7721821618621532,99.26607325896894,22707.97,228.7586206896552,0.0,35.8,0.0003860387088090039,0.0003917608094541664,0.0,0.0,8.768816418822576e-05,8.045864731875525e-05,0.0,0.0,7.68128779187582e-05,6.911468216183393e-05,25.43440871909349,5818.340256636768,0.0,0.0,1.4832396974191333,5
250,1.0,0.8,0.01264783072217934,0.011973785721588701,0.4464661324248641,0.44065915631089253,0.7675131947401701,0.7446904881731253,0.41682543806929695,0.40873587558886626,0.7588767628828089,0.7371919631341265,,,260.9893333333333,0.15172413793103448,25.4,0.00031093199571603943,0.000343544515291184,0.0,0.0,0.005013149271592723,0.010810235167473599,0.0,0.0,0.005096515680502561,0.011072799476682962,,,3.4972675047814112,0.01888698474155747,0.8944271909999162,5
500,0.1,0.6,0.0031978917730608597,0.0032638846188817196,0.4464661324248641,0.44065915631089253,0.7918289393880737,0.7931477681855135,0.41682543806929695,0.40873587558886626,0.7804220436214034,0.7817085391321822,18.861171467733264,1929.6774921281249,110.82068965517242,0.0,108.0,2.1462679742993486e-05,2.224189188168745e-05,0.0,0.0,0.0015177931510926654,0.001222647669133733,0.0,0.0,0.0016149483288290167,0.00134435372218429,5.83863565761527,35.573210904361396,34.64587626217356,0.0,0.7071067811865469,5
500,0.1,0.7,0.011696153200934239,0.01189328928634408,0.4464661324248641,0.44065915631089253,0.7973507284528926,0.7974578349012169,0.41682543806929695,0.40873587558886626,0.7855528453763447,0.785639829382375,,,46.49655172413793,0.0,30.0,3.280835587413335e-06,3.2131675371876774e-06,0.0,0.0,9.842506762265598e-05,9.63950261157607e-05,0.0,0.0,8.320116625989987e-05,7.797884157530046e-05,,,1.5729581634826073,0.0,0.0,5
500,0.1,0.8,0.0116608381832337,0.01185582353674948,0.4464661324248641,0.44065915631089253,0.7962912779218768,0.7963338624133792,0.41682543806929695,0.40873587558886626,0.784580245615907,0.7846120190067858,,,56.3448275862069,0.0,30.0,2.526537907606915e-06,3.509715055681217e-06,0.0,0.0,7.57961372283223e-05,0.00010529145167108017,0.0,0.0,7.147475214756045e-05,0.0001019490202684715,,,1.2435326151901367,0.0,0.0,5
500,0.5,0.6,0.007937288559296679,0.00807065189738608,0.4464661324248641,0.44065915631089253,0.7860813234743784,0.7859819596608726,0.41682543806929695,0.40873587558886626,0.7755779190865577,0.7754532297096313,59.61164340370427,10562.682783882785,177.10344827586206,0.0,42.8,0.00015061005817374848,0.0001511366566597502,0.0,0.0,0.00021954538017598333,0.00031045723631698837,0.0,0.0,0.00020331551023158577,0.00029591135097690086,2.731249423643141,679.302011986392,5.0568116079725245,0.0,0.8366600265340751,5
500,0.5,0.7,0.011239380761273,0.0114200852550122,0.4464661324248641,0.44065915631089253,0.783647555263056,0.783261713961261,0.41682543806929695,0.40873587558886626,0.7732788919310187,0.772867729539563,,,225.87586206896555,0.0,30.0,2.673905590377163e-05,2.664287224940022e-05,0.0,0.0,0.0008021716771126697,0.0007992861674827637,0.0,0.0,0.0007310075895011128,0.000727206780846125,,,7.741421549688921,0.0,0.0,5
500,0.5,0.8,0.01112543498552556,0.01130523617186926,0.4464661324248641,0.44065915631089253,0.7802291819906315,0.7798162414669711,0.41682543806929695,0.40873587558886626,0.7701559441060132,0.7697146390006188,,,272.6137931034483,0.0,30.0,9.425998124335426e-06,9.425998124336275e-06,0.0,0.0,0.00028277994373037703,0.00028277994373037703,0.0,0.0,0.0002835497773870453,0.00028399209738303214,,,3.870710774844476,0.0,0.0,5
500,1.0,0.6,0.00651244249006166,0.00662533719048118,0.4464661324248641,0.44065915631089253,0.7772805285638703,0.7772082639722298,0.41682543806929695,0.40873587558886626,0.7673679134513967,0.7672776664846955,17.270769224382555,5303.442857142857,306.93793103448274,0.0,50.8,5.233249809722574e-05,5.3324121597711676e-05,0.0,0.0,0.0009777322757003723,0.000992386710381447,0.0,0.0,0.0009797753925253694,0.000994483999533598,1.09187252991087,402.01232466638805,7.72600039122341,0.0,0.44721359549995865,5
500,1.0,0.7,0.00795776369302598,0.00809719003286756,0.4464661324248641,0.44065915631089253,0.7694359490534629,0.7692875485527726,0.41682543806929695,0.40873587558886626,0.7602742678576204,0.7601156274921512,10.628529940677215,5080.848484848485,479.696551724138,0.0,40.6,0.00016138835382220083,0.0001643681058740595,0.0,0.0,0.0008077288311927262,0.0008145548878290725,0.0,0.0,0.0007234903808202563,0.0007296021160101925,1.9477038017645842,832.7734317408348,18.924758711040575,0.0,0.8944271909999157,5
