seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1733364254,125,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733364584,500,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733364923,125,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733365255,500,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733365592,125,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733365923,500,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733366262,125,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733366373,250,0.5,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733366930,125,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
1733367261,500,1.0,0.8,0.0,0.0,0.3324775353016688,0.3364114456085138,0.6046213093709885,0.5360470412853534,0.302549740639592,0.3063176653290411,0.5985321942687974,0.5234883271440866,,,,1.0,[]
