seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1734283774,250,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734283830,500,0.5,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734283851,500,1.0,0.7,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734283863,500,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284055,250,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284112,500,0.5,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284132,500,1.0,0.7,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284144,500,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284337,250,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284394,500,0.5,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284415,500,1.0,0.7,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284426,500,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284619,250,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284676,500,0.5,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284697,500,1.0,0.7,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284709,500,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284902,250,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284958,500,0.5,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284979,500,1.0,0.7,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1734284991,500,1.0,0.8,0.0,0.0,0.3580895223805951,0.3328332083020755,0.5586396599149788,0.4998749687421855,0.3091919346654753,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
