disjoint_training_windows,n_samples,n_windows,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),drifts (std),count
False,100,50,2.594037986808281e-05,4.3283382618189016e-05,0.5011119150988905,0.382040520984081,0.7123444283646888,0.7344971056439942,0.0669601464993663,0.08147816845807,0.2560962588806369,0.2684047388370094,8143.0,,,,,,,,,,,,1
False,100,100,2.6427357484780767e-05,4.444869435236645e-05,0.5011119150988905,0.382040520984081,0.7126893391220454,0.7378967679691268,0.0669601464993663,0.08147816845807,0.2521883364286241,0.2668085044973484,8006.0,,,,,,,,,,,,1
False,100,250,0.0006448002819372,0.0013039723661485,0.5011119150988905,0.382040520984081,0.6255583695127834,0.6337071876507477,0.0669601464993663,0.08147816845807,0.1746597444660434,0.2194691038712076,193.0,,,,,,,,,,,,1
False,250,50,6.057122792414668e-05,0.0001126250806684,0.5011119150988905,0.382040520984081,0.6771924746743849,0.7094416304872166,0.0669601464993663,0.08147816845807,0.2294298331142483,0.2294290758424677,2907.0,,,,,,,,,,,,1
False,250,100,5.980630032022498e-05,0.0001062432796222,0.5011119150988905,0.382040520984081,0.6899204052098408,0.7174505547515678,0.0669601464993663,0.08147816845807,0.2331119219115409,0.2350205694527097,3157.0,,,,,,,,,,,,1
False,250,250,5.671289424079871e-05,0.0001009125285912,0.5011119150988905,0.382040520984081,0.6863362276893391,0.7116208393632417,0.0669601464993663,0.08147816845807,0.2311757208639588,0.2359927802129334,3266.0,,,,,,,,,,,,1
False,500,50,9.615990354479864e-05,0.0001897372272396,0.5011119150988905,0.382040520984081,0.6601603955619875,0.6958658948383984,0.0669601464993663,0.08147816845807,0.2145279629549733,0.2269553874408096,1654.0,,,,,,,,,,,,1
False,500,100,9.586970964861162e-05,0.0001910649736842,0.5011119150988905,0.382040520984081,0.6596804148576941,0.6980619874577907,0.0669601464993663,0.08147816845807,0.2163680663417389,0.2290507480600944,1654.0,,,,,,,,,,,,1
False,500,250,9.442441304989248e-05,0.0001888722432195,0.5011119150988905,0.382040520984081,0.6567233478051133,0.6933019778099373,0.0669601464993663,0.08147816845807,0.2140823235981729,0.2252876472625435,1648.0,,,,,,,,,,,,1
False,1000,50,0.0001656608080426,0.0003565729496563,0.5011119150988905,0.382040520984081,0.6382790641582248,0.6772829232995659,0.0669601464993663,0.08147816845807,0.1990779869845165,0.2149666820065766,828.0,,,,,,,,,,,,1
False,1000,100,0.0001663249718604,0.0003557267233885,0.5011119150988905,0.382040520984081,0.6388289917993246,0.6765822479498311,0.0669601464993663,0.08147816845807,0.1977417282562398,0.2169879230096181,828.0,,,,,,,,,,,,1
False,1000,250,0.0001690809774143,0.0003553963425011,0.5011119150988905,0.382040520984081,0.6400964785335262,0.6741763145200192,0.0669601464993663,0.08147816845807,0.1988530288649417,0.2229776817367844,822.0,,,,,,,,,,,,1
