const,max_depth,n_samples,threshold,acc (ht-dd) (mean),acc (ht-dd) (std),count,stream
1.0,2,500,0.45,0.446133083684908,,1,RialtoBridgeTimelapse
1.0,2,500,0.55,0.4457683376089679,,1,RialtoBridgeTimelapse
1.0,2,500,0.45,0.8360238989328068,,1,SineClusters
1.0,2,500,0.5,0.8351722091027577,,1,SineClusters
0.5,2,500,0.5,0.8348044339488728,,1,SineClusters
0.5,2,500,0.55,0.8347657207747796,,1,SineClusters
0.5,2,500,0.45,0.8345786070999961,,1,SineClusters
1.0,2,500,0.55,0.8335139948124347,,1,SineClusters
0.5,3,500,0.5,0.8331655762455964,,1,SineClusters
0.5,3,500,0.45,0.8329720103751307,,1,SineClusters
0.5,3,500,0.55,0.8329074884183088,,1,SineClusters
1.0,3,500,0.55,0.8287264656162492,,1,SineClusters
1.0,3,500,0.45,0.8282619075271315,,1,SineClusters
1.0,3,500,0.5,0.8279586543300685,,1,SineClusters
0.5,2,1000,0.45,0.8003819699843857,,1,SineClusters
0.5,2,1000,0.5,0.8002980914405172,,1,SineClusters
0.5,2,1000,0.55,0.7999109596995858,,1,SineClusters
0.5,3,1000,0.5,0.7592363181190559,,1,SineClusters
0.5,3,1000,0.55,0.7592298659233737,,1,SineClusters
1.0,2,1000,0.55,0.7590298478572258,,1,SineClusters
1.0,3,1000,0.55,0.7573393725884918,,1,SineClusters
0.5,3,1000,0.45,0.757242589653259,,1,SineClusters
1.0,2,1000,0.5,0.7570296671957467,,1,SineClusters
1.0,3,1000,0.45,0.7569845018259713,,1,SineClusters
1.0,2,1000,0.45,0.7562812124966126,,1,SineClusters
1.0,3,1000,0.5,0.7548230162724375,,1,SineClusters
0.5,3,1000,0.45,0.798259197604945,,1,WaveformDrift2
0.5,3,1000,0.5,0.7982333888222162,,1,WaveformDrift2
0.5,3,1000,0.55,0.7981753190610765,,1,WaveformDrift2
0.5,2,1000,0.45,0.7958202676370769,,1,WaveformDrift2
1.0,3,1000,0.55,0.7955621798097893,,1,WaveformDrift2
1.0,3,1000,0.5,0.7955428232227427,,1,WaveformDrift2
1.0,3,1000,0.45,0.7954331358961455,,1,WaveformDrift2
1.0,2,1000,0.55,0.7952331178299975,,1,WaveformDrift2
0.5,2,1000,0.55,0.795149239286129,,1,WaveformDrift2
0.5,2,1000,0.5,0.7950524563508962,,1,WaveformDrift2
1.0,2,1000,0.5,0.795046004155214,,1,WaveformDrift2
1.0,2,1000,0.45,0.7948653426761126,,1,WaveformDrift2
0.5,3,500,0.45,0.7934652162130773,,1,WaveformDrift2
0.5,3,500,0.5,0.7932974591253403,,1,WaveformDrift2
0.5,3,500,0.55,0.7932264849728362,,1,WaveformDrift2
1.0,3,500,0.45,0.7908649813531545,,1,WaveformDrift2
1.0,3,500,0.5,0.7900455525015163,,1,WaveformDrift2
0.5,2,500,0.45,0.7899229607835546,,1,WaveformDrift2
0.5,2,500,0.5,0.7898390822396861,,1,WaveformDrift2
1.0,3,500,0.55,0.7897164905217245,,1,WaveformDrift2
0.5,2,500,0.55,0.7885550952989302,,1,WaveformDrift2
1.0,2,500,0.45,0.7877937362084317,,1,WaveformDrift2
1.0,2,500,0.55,0.7861032609396977,,1,WaveformDrift2
0.5,2,250,0.45,0.7858000077426348,,1,WaveformDrift2
1.0,2,500,0.5,0.7853160930664705,,1,WaveformDrift2
0.5,2,250,0.5,0.7850709096305473,,1,WaveformDrift2
0.5,3,250,0.45,0.7849870310866788,,1,WaveformDrift2
0.5,3,250,0.5,0.7849805788909966,,1,WaveformDrift2
0.5,2,250,0.55,0.7839353231904818,,1,WaveformDrift2
0.5,3,250,0.55,0.7837224007329694,,1,WaveformDrift2
1.0,3,250,0.55,0.783709496341605,,1,WaveformDrift2
1.0,3,250,0.45,0.7835998090150078,,1,WaveformDrift2
1.0,3,250,0.5,0.7835740002322791,,1,WaveformDrift2
1.0,2,250,0.45,0.7827094060108655,,1,WaveformDrift2
1.0,2,250,0.5,0.7822964654872053,,1,WaveformDrift2
1.0,2,250,0.55,0.779644613061825,,1,WaveformDrift2
0.5,2,100,0.45,0.7569651452389248,,1,WaveformDrift2
0.5,2,100,0.5,0.7564360651929851,,1,WaveformDrift2
1.0,2,100,0.45,0.7555714709715716,,1,WaveformDrift2
0.5,3,100,0.5,0.7555456621888429,,1,WaveformDrift2
1.0,3,100,0.45,0.755345644122695,,1,WaveformDrift2
0.5,3,100,0.45,0.7553391919270127,,1,WaveformDrift2
0.5,2,100,0.55,0.7553198353399662,,1,WaveformDrift2
1.0,2,100,0.55,0.7545133108796923,,1,WaveformDrift2
1.0,3,100,0.5,0.7544745977055992,,1,WaveformDrift2
1.0,3,100,0.55,0.7543391015962733,,1,WaveformDrift2
0.5,3,100,0.55,0.7535390293316816,,1,WaveformDrift2
1.0,2,100,0.5,0.7534809595705418,,1,WaveformDrift2
