const,max_depth,n_samples,threshold,lpd (ht) (mean),lpd (ht) (std),count,stream
1.0,3,100,0.55,0.0009523336256014,,1,RialtoBridgeTimelapse
0.5,3,100,0.45,0.0009313525623583,,1,RialtoBridgeTimelapse
0.5,3,100,0.5,0.0009248724288712,,1,RialtoBridgeTimelapse
0.5,3,100,0.55,0.000924665075293,,1,RialtoBridgeTimelapse
1.0,2,100,0.45,0.0009128727756954,,1,RialtoBridgeTimelapse
1.0,2,100,0.5,0.0009005706847665,,1,RialtoBridgeTimelapse
1.0,2,100,0.55,0.0008946657813913,,1,RialtoBridgeTimelapse
0.5,2,100,0.45,0.0008664703344461,,1,RialtoBridgeTimelapse
0.5,2,100,0.5,0.0008626609759506,,1,RialtoBridgeTimelapse
0.5,2,100,0.55,0.0008597178993057,,1,RialtoBridgeTimelapse
0.5,3,1000,0.5,0.0498496638406049,,1,SineClusters
0.5,3,1000,0.55,0.0498488573161446,,1,SineClusters
1.0,2,1000,0.55,0.0498238550578762,,1,SineClusters
1.0,3,1000,0.55,0.0496125456492844,,1,SineClusters
0.5,3,1000,0.45,0.0496004477823803,,1,SineClusters
1.0,2,1000,0.5,0.0495738324751913,,1,SineClusters
1.0,3,1000,0.45,0.0495681868039693,,1,SineClusters
1.0,2,1000,0.45,0.0494802756377995,,1,SineClusters
1.0,3,1000,0.5,0.0492980011097776,,1,SineClusters
0.5,2,1000,0.45,0.0338417663530899,,1,SineClusters
0.5,2,1000,0.5,0.0338353141574077,,1,SineClusters
0.5,2,1000,0.55,0.0338055347927207,,1,SineClusters
1.0,2,500,0.45,0.015852829717953,,1,SineClusters
1.0,2,500,0.5,0.0158244400569513,,1,SineClusters
0.5,2,500,0.5,0.0158121808851552,,1,SineClusters
0.5,2,500,0.55,0.0158108904460187,,1,SineClusters
0.5,2,500,0.45,0.0158046533235259,,1,SineClusters
1.0,2,500,0.55,0.0157691662472739,,1,SineClusters
0.5,3,500,0.5,0.015757552295046,,1,SineClusters
0.5,3,500,0.45,0.0157511000993638,,1,SineClusters
0.5,3,500,0.55,0.0157489493674697,,1,SineClusters
1.0,3,500,0.55,0.0156095819407344,,1,SineClusters
1.0,3,500,0.45,0.0155940966710971,,1,SineClusters
1.0,3,500,0.5,0.015583988231195,,1,SineClusters
0.5,3,1000,0.45,0.0117264355060026,,1,WaveformDrift2
0.5,3,1000,0.5,0.011725575213245,,1,WaveformDrift2
0.5,3,1000,0.55,0.0117236395545404,,1,WaveformDrift2
0.5,2,1000,0.45,0.011269488232652,,1,WaveformDrift2
1.0,3,1000,0.55,0.0112611628188685,,1,WaveformDrift2
1.0,3,1000,0.5,0.0112605384128347,,1,WaveformDrift2
1.0,3,1000,0.45,0.0112570001119768,,1,WaveformDrift2
1.0,2,1000,0.55,0.0108989682939104,,1,WaveformDrift2
0.5,2,1000,0.55,0.0108963470894145,,1,WaveformDrift2
0.5,2,1000,0.5,0.0108933226226885,,1,WaveformDrift2
1.0,2,1000,0.5,0.0108931209915734,,1,WaveformDrift2
1.0,2,1000,0.45,0.0108874753203515,,1,WaveformDrift2
0.5,3,500,0.45,0.0061964122105038,,1,WaveformDrift2
0.5,3,500,0.5,0.0060847601175522,,1,WaveformDrift2
0.5,3,500,0.55,0.0058772941109825,,1,WaveformDrift2
0.5,2,500,0.45,0.0052839512055183,,1,WaveformDrift2
0.5,2,500,0.5,0.0050496022031591,,1,WaveformDrift2
1.0,3,500,0.45,0.0049199835561184,,1,WaveformDrift2
0.5,2,500,0.55,0.004686150176357,,1,WaveformDrift2
1.0,3,500,0.5,0.0045810589343553,,1,WaveformDrift2
1.0,2,500,0.45,0.0043759949203021,,1,WaveformDrift2
1.0,3,500,0.55,0.0042906294762107,,1,WaveformDrift2
1.0,2,500,0.5,0.0039864701251953,,1,WaveformDrift2
1.0,2,500,0.55,0.0037322761375256,,1,WaveformDrift2
0.5,2,250,0.45,0.0016236070589367,,1,WaveformDrift2
0.5,2,250,0.5,0.001589693789698,,1,WaveformDrift2
0.5,3,250,0.45,0.0015818733582327,,1,WaveformDrift2
0.5,2,250,0.55,0.0015623573646556,,1,WaveformDrift2
0.5,3,250,0.5,0.0015248398489465,,1,WaveformDrift2
0.5,3,250,0.55,0.0014599838454896,,1,WaveformDrift2
1.0,2,250,0.45,0.0014555985869523,,1,WaveformDrift2
1.0,2,250,0.5,0.0014290652470737,,1,WaveformDrift2
1.0,3,250,0.45,0.0014106011572809,,1,WaveformDrift2
1.0,3,250,0.5,0.0013872751761622,,1,WaveformDrift2
1.0,3,250,0.55,0.001332977722991,,1,WaveformDrift2
1.0,2,250,0.55,0.0013327139225478,,1,WaveformDrift2
0.5,2,100,0.45,0.0004391782359463,,1,WaveformDrift2
0.5,2,100,0.5,0.0004317129982842,,1,WaveformDrift2
0.5,2,100,0.55,0.0004254183235745,,1,WaveformDrift2
0.5,3,100,0.45,0.0004231137801399,,1,WaveformDrift2
1.0,2,100,0.45,0.0004228527203101,,1,WaveformDrift2
1.0,3,100,0.45,0.0004191038150581,,1,WaveformDrift2
0.5,3,100,0.5,0.0004188069508997,,1,WaveformDrift2
1.0,2,100,0.5,0.0004160092508749,,1,WaveformDrift2
1.0,3,100,0.5,0.0004117760231025,,1,WaveformDrift2
0.5,3,100,0.55,0.0004110748285231,,1,WaveformDrift2
1.0,2,100,0.55,0.0004107295712731,,1,WaveformDrift2
1.0,3,100,0.55,0.0004083195877604,,1,WaveformDrift2
