n_consecutive_deviations,n_permutations,n_samples,update_interval,lpd (ht) (mean),lpd (ht) (std),count,stream
1,10,1000,250,0.0011771838629999,0.0,5,InsectsIncrementalAbruptBalanced
1,20,500,250,0.0011721047536668,0.0,5,InsectsIncrementalAbruptBalanced
1,40,500,250,0.0011699477997171,1.093900308997529e-07,5,InsectsIncrementalAbruptBalanced
1,40,1000,250,0.0011698451421424,0.0,5,InsectsIncrementalAbruptBalanced
1,20,1000,250,0.0011696062438458,0.0,5,InsectsIncrementalAbruptBalanced
1,10,100,250,0.0011404853516777,2.075463766142994e-05,5,InsectsIncrementalAbruptBalanced
1,40,100,250,0.0011389252513954,5.42297432908337e-06,5,InsectsIncrementalAbruptBalanced
1,20,100,250,0.0011270020099287,1.3199782984868683e-05,5,InsectsIncrementalAbruptBalanced
1,10,250,250,0.0011224796957121,0.0,5,InsectsIncrementalAbruptBalanced
1,20,250,250,0.0011148497071029,0.0,5,InsectsIncrementalAbruptBalanced
1,40,250,250,0.0011053235043376,2.8209598368532148e-06,5,InsectsIncrementalAbruptBalanced
4,40,100,100,0.0010962988396144,1.3101810039673942e-06,5,InsectsIncrementalAbruptBalanced
4,20,100,100,0.0010911569690953,2.893672762090093e-06,5,InsectsIncrementalAbruptBalanced
4,10,100,100,0.0010872230850976,0.0,5,InsectsIncrementalAbruptBalanced
4,20,100,50,0.0009429788650924,0.0,5,InsectsIncrementalAbruptBalanced
4,10,100,50,0.0009429788650924,0.0,5,InsectsIncrementalAbruptBalanced
4,40,100,50,0.000940336569517,0.0,5,InsectsIncrementalAbruptBalanced
1,10,1000,100,0.0008473100334219,0.0,5,InsectsIncrementalAbruptBalanced
1,40,1000,100,0.0008453151091119,0.0,5,InsectsIncrementalAbruptBalanced
1,20,1000,100,0.0008451990780753,0.0,5,InsectsIncrementalAbruptBalanced
1,10,1000,50,0.0007833726888307,0.0,5,InsectsIncrementalAbruptBalanced
1,20,1000,50,0.0007816916315584,0.0,5,InsectsIncrementalAbruptBalanced
1,40,1000,50,0.0007805748760456,1.0194536426860938e-06,5,InsectsIncrementalAbruptBalanced
1,20,500,100,0.0007497729353665,0.0,5,InsectsIncrementalAbruptBalanced
1,10,500,100,0.0007485180935729,1.7227976905545568e-06,5,InsectsIncrementalAbruptBalanced
1,40,500,100,0.0007480438221579,0.0,5,InsectsIncrementalAbruptBalanced
1,10,500,50,0.0006260165009009,0.0,5,InsectsIncrementalAbruptBalanced
1,20,500,50,0.0006227389275977,0.0,5,InsectsIncrementalAbruptBalanced
1,40,500,50,0.0006206598519831,0.0,5,InsectsIncrementalAbruptBalanced
1,10,250,100,0.0005975272906042,0.0,5,InsectsIncrementalAbruptBalanced
1,20,250,100,0.0005919807442887,0.0,5,InsectsIncrementalAbruptBalanced
1,40,250,100,0.0005879874318742,9.927871236588375e-07,5,InsectsIncrementalAbruptBalanced
1,10,100,100,0.0005314662305617,8.714458157921056e-07,5,InsectsIncrementalAbruptBalanced
1,20,100,100,0.0005243486901919,3.687407200650906e-07,5,InsectsIncrementalAbruptBalanced
1,40,100,100,0.0005113145539959,5.005751044972715e-07,5,InsectsIncrementalAbruptBalanced
1,10,250,50,0.0004498398860477,0.0,5,InsectsIncrementalAbruptBalanced
1,20,250,50,0.0004461347498774,6.201126976534078e-08,5,InsectsIncrementalAbruptBalanced
1,40,250,50,0.0004455131202733,0.0,5,InsectsIncrementalAbruptBalanced
1,10,100,50,0.0003210995987995,1.8397435711732338e-07,5,InsectsIncrementalAbruptBalanced
1,40,100,50,0.0003199052733596,1.301751153444708e-07,5,InsectsIncrementalAbruptBalanced
1,20,100,50,0.0003198344597468,0.0,5,InsectsIncrementalAbruptBalanced
4,40,1000,50,0.3564901695985407,0.0,5,InsectsIncrementalBalanced
4,10,1000,50,0.3564901695985407,0.0,5,InsectsIncrementalBalanced
4,20,1000,50,0.3564901695985407,0.0,5,InsectsIncrementalBalanced
4,20,1000,100,0.0355986332624879,0.0,5,InsectsIncrementalBalanced
4,40,1000,100,0.0355986332624879,0.0,5,InsectsIncrementalBalanced
4,10,1000,100,0.0355986332624879,0.0,5,InsectsIncrementalBalanced
4,10,500,50,0.022826009580218,0.0,5,InsectsIncrementalBalanced
4,40,500,50,0.022826009580218,0.0,5,InsectsIncrementalBalanced
4,20,500,50,0.022826009580218,0.0,5,InsectsIncrementalBalanced
4,20,500,100,0.0098886387010981,0.0,5,InsectsIncrementalBalanced
4,40,500,100,0.0098886387010981,0.0,5,InsectsIncrementalBalanced
4,10,500,100,0.0098886387010981,0.0,5,InsectsIncrementalBalanced
4,10,1000,250,0.0093579279093911,0.0,5,InsectsIncrementalBalanced
4,40,1000,250,0.0093579279093911,0.0,5,InsectsIncrementalBalanced
4,20,1000,250,0.0093579279093911,0.0,5,InsectsIncrementalBalanced
4,40,250,50,0.0068388124844971,0.0,5,InsectsIncrementalBalanced
4,10,250,50,0.0068388124844971,0.0,5,InsectsIncrementalBalanced
4,20,250,50,0.0068388124844971,0.0,5,InsectsIncrementalBalanced
4,20,500,250,0.0055099254659111,0.0,5,InsectsIncrementalBalanced
4,40,500,250,0.0055099254659111,0.0,5,InsectsIncrementalBalanced
4,10,500,250,0.0055099254659111,0.0,5,InsectsIncrementalBalanced
4,10,250,250,0.0043259935179646,0.0,5,InsectsIncrementalBalanced
4,40,250,250,0.0043246630012948,2.704659744631466e-07,5,InsectsIncrementalBalanced
4,20,250,250,0.0043245420452338,8.113979233443228e-07,5,InsectsIncrementalBalanced
4,10,100,250,0.0038528501228866,5.9035100397220085e-05,5,InsectsIncrementalBalanced
4,20,100,250,0.0038437615401677,2.3686316803060737e-05,5,InsectsIncrementalBalanced
4,40,250,100,0.0038200207385337,0.0,5,InsectsIncrementalBalanced
4,20,250,100,0.0038200207385337,0.0,5,InsectsIncrementalBalanced
4,10,250,100,0.0038200207385337,0.0,5,InsectsIncrementalBalanced
4,40,100,250,0.003816279915804,3.2814516418978924e-05,5,InsectsIncrementalBalanced
1,20,1000,250,0.0023054810478142,0.0,5,InsectsIncrementalBalanced
1,10,1000,250,0.0023054810478142,0.0,5,InsectsIncrementalBalanced
1,40,1000,250,0.0023054810478142,0.0,5,InsectsIncrementalBalanced
4,40,100,50,0.0021240421080684,0.0,5,InsectsIncrementalBalanced
4,20,100,50,0.0021240421080684,0.0,5,InsectsIncrementalBalanced
4,10,100,50,0.0021240421080684,0.0,5,InsectsIncrementalBalanced
1,10,500,250,0.002048268536886,0.0,5,InsectsIncrementalBalanced
1,20,500,250,0.002046747846525,0.0,5,InsectsIncrementalBalanced
1,40,500,250,0.0020449236007318,6.119357813173078e-06,5,InsectsIncrementalBalanced
1,10,250,250,0.001863441108474,5.570422704876798e-06,5,InsectsIncrementalBalanced
4,10,100,100,0.0018259159096879,0.0,5,InsectsIncrementalBalanced
4,40,100,100,0.0018163723549836,0.0,5,InsectsIncrementalBalanced
4,20,100,100,0.0018163723549836,0.0,5,InsectsIncrementalBalanced
1,20,250,250,0.0017914585078764,0.0,5,InsectsIncrementalBalanced
1,20,1000,100,0.001776832254767,0.0,5,InsectsIncrementalBalanced
1,40,1000,100,0.001776832254767,0.0,5,InsectsIncrementalBalanced
1,10,1000,100,0.0017751407118849,0.0,5,InsectsIncrementalBalanced
1,40,250,250,0.0017485605364682,7.371416387910676e-06,5,InsectsIncrementalBalanced
1,10,1000,50,0.0016559806306723,0.0,5,InsectsIncrementalBalanced
1,20,1000,50,0.0016559806306723,0.0,5,InsectsIncrementalBalanced
1,40,1000,50,0.0016389517724108,0.0,5,InsectsIncrementalBalanced
1,10,100,250,0.0015154474843769,8.237142187252965e-05,5,InsectsIncrementalBalanced
1,40,100,250,0.0014977786594993,2.306268518738629e-05,5,InsectsIncrementalBalanced
1,20,100,250,0.0014915769134516,3.241542270854911e-05,5,InsectsIncrementalBalanced
1,10,500,100,0.0012804403989863,2.99370735030197e-08,5,InsectsIncrementalBalanced
1,20,500,100,0.0012717764664552,5.942055498176948e-08,5,InsectsIncrementalBalanced
1,40,500,100,0.0012612647777783,0.0,5,InsectsIncrementalBalanced
1,10,500,50,0.0011551050945805,0.0,5,InsectsIncrementalBalanced
1,20,500,50,0.0011537723828601,2.499665567356314e-06,5,InsectsIncrementalBalanced
1,40,500,50,0.0011380219572784,0.0,5,InsectsIncrementalBalanced
1,10,250,100,0.0009770834286907,0.0,5,InsectsIncrementalBalanced
1,20,250,100,0.0009745933503648,0.0,5,InsectsIncrementalBalanced
1,40,250,100,0.0009662883709829,2.0725898115180922e-07,5,InsectsIncrementalBalanced
1,20,250,50,0.0007419307125639,0.0,5,InsectsIncrementalBalanced
1,10,250,50,0.0007392066049628,0.0,5,InsectsIncrementalBalanced
1,40,250,50,0.0007343731024614,2.4629527985151566e-06,5,InsectsIncrementalBalanced
1,10,100,100,0.0007106109112753,2.391887173387829e-06,5,InsectsIncrementalBalanced
1,20,100,100,0.0007013449025159,1.5456140285530805e-06,5,InsectsIncrementalBalanced
1,40,100,100,0.0006929288434054,6.899124856771851e-07,5,InsectsIncrementalBalanced
1,10,100,50,0.0004387332892773,9.150830502871662e-07,5,InsectsIncrementalBalanced
1,20,100,50,0.0004352282531489,0.0,5,InsectsIncrementalBalanced
1,40,100,50,0.0004295184574337,4.806181545252685e-07,5,InsectsIncrementalBalanced
4,10,1000,50,0.0057289457989589,0.0,5,InsectsIncrementalReoccurringBalanced
