n_consecutive_deviations,n_permutations,n_samples,update_interval,lpd (ht) (mean),lpd (ht) (std),count,stream
4,40,1000,50,0.0057289457989589,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,1000,50,0.0057289457989589,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,500,50,0.003699874054254,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,500,50,0.003699874054254,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,500,50,0.003699874054254,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,1000,100,0.0033596683993633,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,1000,100,0.0033596683993633,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,1000,100,0.0033596683993633,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,1000,250,0.0027988528103796,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,1000,250,0.0027988528103796,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,1000,250,0.0027988528103796,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,500,100,0.0025854704078853,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,500,100,0.0025853985553325,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,500,100,0.0025853985553325,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,500,250,0.0025699818716009,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,500,250,0.0025699818716009,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,500,250,0.0025699818716009,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,250,50,0.0023341164033023,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,250,50,0.0023341164033023,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,250,50,0.0023341164033023,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,250,250,0.0022879303193544,6.309924702448237e-06,5,InsectsIncrementalReoccurringBalanced
4,40,250,250,0.0022817092275153,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,250,250,0.0022812694465639,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,100,250,0.0022749371034707,6.348998252395585e-06,5,InsectsIncrementalReoccurringBalanced
4,40,100,250,0.0022631460438632,5.642327193057752e-06,5,InsectsIncrementalReoccurringBalanced
4,20,100,250,0.0022605109104722,3.21403812516708e-07,5,InsectsIncrementalReoccurringBalanced
4,40,250,100,0.0017686122472074,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,250,100,0.0017686122472074,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,250,100,0.0017686122472074,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,1000,250,0.0014478204859489,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,1000,250,0.0014478204859489,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,1000,250,0.0014478204859489,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,500,250,0.0013840876414327,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,500,250,0.0013840876414327,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,500,250,0.0013805602569172,1.9281864968707437e-06,5,InsectsIncrementalReoccurringBalanced
1,10,250,250,0.0013343862496416,2.190867653937518e-06,5,InsectsIncrementalReoccurringBalanced
4,10,100,100,0.0013233416221725,4.09894017951466e-06,5,InsectsIncrementalReoccurringBalanced
1,20,250,250,0.0013215052227054,7.336945644167383e-07,5,InsectsIncrementalReoccurringBalanced
4,20,100,100,0.0013104061788834,2.2361966565681046e-06,5,InsectsIncrementalReoccurringBalanced
4,40,100,100,0.00129722937508,5.0905275455536894e-06,5,InsectsIncrementalReoccurringBalanced
1,40,250,250,0.0012968074788876,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,100,250,0.0011905987275623,1.8107763471344008e-05,5,InsectsIncrementalReoccurringBalanced
1,40,100,250,0.0011875824856868,7.509450198407816e-06,5,InsectsIncrementalReoccurringBalanced
1,10,100,250,0.0011826219096944,1.6364296212495953e-05,5,InsectsIncrementalReoccurringBalanced
4,20,100,50,0.0010269076614655,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,100,50,0.0010269076614655,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,100,50,0.0010269076614655,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,1000,100,0.0010145623502563,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,1000,100,0.001013162953911,1.2774682419273058e-06,5,InsectsIncrementalReoccurringBalanced
1,40,1000,100,0.0010122012819932,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,1000,50,0.0009005045884119,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,1000,50,0.0008908623332109,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,1000,50,0.0008883046655249,9.77775555035369e-07,5,InsectsIncrementalReoccurringBalanced
1,10,500,100,0.0008603547689001,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,500,100,0.0008563842313272,9.262657215559706e-07,5,InsectsIncrementalReoccurringBalanced
1,40,500,100,0.0008558064203113,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,500,50,0.0007115577873207,5.200051533317363e-07,5,InsectsIncrementalReoccurringBalanced
1,20,500,50,0.0007083728861412,6.757116385087043e-07,5,InsectsIncrementalReoccurringBalanced
1,10,250,100,0.000705621613263,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,500,50,0.0007047228209533,6.111228747741083e-07,5,InsectsIncrementalReoccurringBalanced
1,20,250,100,0.0007045040156852,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,250,100,0.0007015267899555,2.2415109459679706e-08,5,InsectsIncrementalReoccurringBalanced
1,10,100,100,0.0005785762058714,1.451327870391538e-06,5,InsectsIncrementalReoccurringBalanced
1,20,100,100,0.0005718118883785,6.244474745361919e-07,5,InsectsIncrementalReoccurringBalanced
1,40,100,100,0.000564278449269,9.20562441276594e-07,5,InsectsIncrementalReoccurringBalanced
1,10,250,50,0.000547782447771,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,250,50,0.0005467245735207,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,250,50,0.0005437513040188,2.6679802337474243e-08,5,InsectsIncrementalReoccurringBalanced
1,10,100,50,0.0003498291527633,1.0858901166839795e-07,5,InsectsIncrementalReoccurringBalanced
1,20,100,50,0.0003497122141496,2.4696193879454993e-08,5,InsectsIncrementalReoccurringBalanced
1,40,100,50,0.0003482849337067,1.808402094141456e-08,5,InsectsIncrementalReoccurringBalanced
1,10,500,250,0.00109733396139,2.7415895306135755e-05,5,NOAAWeather
4,10,500,250,0.0010425954001612,4.92708553949281e-05,5,NOAAWeather
1,20,500,250,0.0010021826335747,3.3009006602795806e-05,5,NOAAWeather
4,10,250,250,0.0009201329520638,4.1648154656641645e-05,5,NOAAWeather
4,20,500,250,0.0009128727109133,3.473734177573941e-05,5,NOAAWeather
1,40,500,250,0.0008946892386697,1.5198318691047406e-05,5,NOAAWeather
4,20,250,250,0.0008711257057209,2.7059939846805354e-05,5,NOAAWeather
4,40,500,250,0.0008702202578491,1.1999403087638097e-05,5,NOAAWeather
4,10,1000,250,0.0008517026870417,7.968489774443897e-06,5,NOAAWeather
4,40,1000,250,0.0008502291848474,2.8418090489830163e-06,5,NOAAWeather
1,10,1000,250,0.0008280775351942,1.46003104232658e-05,5,NOAAWeather
4,20,1000,250,0.0008175916032234,1.3135198365574813e-05,5,NOAAWeather
1,40,250,250,0.000755241998597,1.83907098147076e-05,5,NOAAWeather
4,40,250,250,0.0007505546551696,3.484872620656931e-05,5,NOAAWeather
1,10,250,250,0.0007467085767066,2.285338078204444e-05,5,NOAAWeather
1,20,250,250,0.0007437638042677,5.524983799324035e-06,5,NOAAWeather
1,20,1000,250,0.0007366495006417,2.0085216694214528e-05,5,NOAAWeather
1,40,1000,250,0.0007113658515296,9.076499490593446e-06,5,NOAAWeather
4,10,100,250,0.0005870980458083,1.1332850381443838e-05,5,NOAAWeather
4,20,100,250,0.0005684338375162,1.926360967464009e-06,5,NOAAWeather
4,40,100,250,0.0005620335612625,3.916878977308886e-06,5,NOAAWeather
1,10,100,250,0.0005450581557386,8.741715964560536e-06,5,NOAAWeather
1,20,100,250,0.000543382594646,9.877782914899066e-06,5,NOAAWeather
1,40,100,250,0.0005093940919747,1.2478080764289816e-05,5,NOAAWeather
4,10,500,100,0.0001032256594291,3.115440468308954e-07,5,NOAAWeather
4,20,500,100,0.0001026986872337,9.340641406672987e-09,5,NOAAWeather
4,40,500,100,0.0001023308497518,3.674176491910184e-07,5,NOAAWeather
4,20,1000,100,9.595826259723748e-05,4.4524441705272304e-06,5,NOAAWeather
4,10,100,100,9.475065586209324e-05,1.2269496476437542e-06,5,NOAAWeather
4,10,1000,100,9.323304169582264e-05,7.520687711987894e-07,5,NOAAWeather
4,40,1000,100,9.095009725660696e-05,3.739761316868872e-06,5,NOAAWeather
4,20,100,100,8.981841024709938e-05,2.378746941942656e-07,5,NOAAWeather
4,40,100,100,8.980576436319693e-05,9.706319947848534e-07,5,NOAAWeather
1,20,500,100,8.97905422770496e-05,4.104835292982557e-07,5,NOAAWeather
1,40,500,100,8.937187185066897e-05,3.644027234144923e-07,5,NOAAWeather
1,10,500,100,8.913391286174629e-05,2.26098978732799e-07,5,NOAAWeather
1,10,1000,100,8.211082166309002e-05,6.570871072936936e-07,5,NOAAWeather
1,20,1000,100,8.142902931783556e-05,5.390819656848161e-07,5,NOAAWeather
1,40,1000,100,8.115536532139972e-05,5.014788847157254e-07,5,NOAAWeather
4,20,250,100,8.056850770806052e-05,0.0,5,NOAAWeather
4,40,250,100,8.03718092803414e-05,2.543434689468093e-07,5,NOAAWeather
4,10,250,100,8.033777473908276e-05,1.3107288753895668e-06,5,NOAAWeather
1,40,100,100,7.705172183492582e-05,1.423483987946127e-06,5,NOAAWeather
1,20,100,100,7.688666378546442e-05,1.914819563219924e-06,5,NOAAWeather
1,10,100,100,7.648573379247939e-05,1.1811288203273526e-06,5,NOAAWeather
1,20,250,100,6.858238047829041e-05,1.4179905240532023e-06,5,NOAAWeather
1,10,250,100,6.824867359325077e-05,2.537063318907174e-07,5,NOAAWeather
1,40,250,100,6.759580785576958e-05,2.0897254151429445e-06,5,NOAAWeather
4,40,500,50,3.655292211134118e-05,0.0,5,NOAAWeather
4,10,500,50,3.655292211134118e-05,0.0,5,NOAAWeather
4,20,500,50,3.655292211134118e-05,0.0,5,NOAAWeather
4,10,1000,50,3.5684501799397925e-05,0.0,5,NOAAWeather
4,20,1000,50,3.5684501799397925e-05,0.0,5,NOAAWeather
4,40,1000,50,3.5684501799397925e-05,0.0,5,NOAAWeather
4,40,100,50,3.55327502681601e-05,0.0,5,NOAAWeather
4,10,100,50,3.545541757327424e-05,0.0,5,NOAAWeather
4,20,100,50,3.4738929049686634e-05,6.481318883661672e-08,5,NOAAWeather
4,20,250,50,3.2443491072314534e-05,0.0,5,NOAAWeather
4,10,250,50,3.2443491072314534e-05,0.0,5,NOAAWeather
4,40,250,50,3.2443491072314534e-05,0.0,5,NOAAWeather
1,20,100,50,2.841488307129144e-05,8.285507837666066e-08,5,NOAAWeather
1,10,100,50,2.836171237080197e-05,2.3034524021252243e-07,5,NOAAWeather
1,40,100,50,2.8225762228781627e-05,1.572604366401206e-07,5,NOAAWeather
1,40,500,50,2.5245943473078464e-05,0.0,5,NOAAWeather
1,20,500,50,2.5245943473078464e-05,0.0,5,NOAAWeather
1,10,500,50,2.5245943473078464e-05,0.0,5,NOAAWeather
1,20,1000,50,2.472176426870697e-05,0.0,5,NOAAWeather
1,10,1000,50,2.472176426870697e-05,0.0,5,NOAAWeather
1,40,1000,50,2.454761069909641e-05,2.664920898808413e-07,5,NOAAWeather
1,40,250,50,1.975587054721533e-05,0.0,5,NOAAWeather
1,20,250,50,1.975587054721533e-05,0.0,5,NOAAWeather
1,10,250,50,1.975587054721533e-05,0.0,5,NOAAWeather
4,10,1000,250,0.0382238416747043,0.0,5,OutdoorObjects
4,10,250,250,0.0300075018754688,0.0,5,OutdoorObjects
4,20,250,250,0.0300075018754688,0.0,5,OutdoorObjects
4,40,1000,250,0.0299074768692173,0.0,5,OutdoorObjects
4,20,1000,250,0.0298824706176544,0.0,5,OutdoorObjects
4,10,500,250,0.028302530177999,0.0,5,OutdoorObjects
4,40,250,250,0.0243159691021655,0.0007729881689364,5,OutdoorObjects
4,20,500,250,0.0242917872325224,0.0,5,OutdoorObjects
4,40,500,250,0.0242739256242632,0.0,5,OutdoorObjects
1,10,1000,250,0.0230249870159847,0.0,5,OutdoorObjects
4,10,100,250,0.0228979934059144,0.0017264251729397,5,OutdoorObjects
1,10,500,250,0.0215991497874468,0.0001048418969195,5,OutdoorObjects
1,20,1000,250,0.0214839424141749,7.987954051008791e-06,5,OutdoorObjects
1,40,1000,250,0.0211302825706426,0.0,5,OutdoorObjects
4,20,100,250,0.0210468509800308,0.0015160713892082,5,OutdoorObjects
4,10,1000,100,0.0209218971409519,0.0,5,OutdoorObjects
1,20,500,250,0.0208140270361708,0.0,5,OutdoorObjects
1,40,500,250,0.0201226777282555,0.0,5,OutdoorObjects
1,10,250,250,0.0198579056528838,0.0,5,OutdoorObjects
1,20,250,250,0.0196784490240206,3.946989060497219e-05,5,OutdoorObjects
1,10,100,250,0.0193813159172145,0.0005793489525496,5,OutdoorObjects
1,20,100,250,0.0193618899589509,0.0014350887889763,5,OutdoorObjects
4,40,1000,100,0.0193577806216259,0.0,5,OutdoorObjects
4,20,1000,100,0.0193430710618831,0.0,5,OutdoorObjects
4,10,500,100,0.0192548137034258,0.0,5,OutdoorObjects
4,40,100,250,0.0189729011200168,0.0003992922210754,5,OutdoorObjects
1,40,100,250,0.0184839192254203,0.0009029243011261,5,OutdoorObjects
1,40,250,250,0.0180667974011046,0.0004938261052175,5,OutdoorObjects
4,20,500,100,0.0171709594065182,0.0,5,OutdoorObjects
4,40,500,100,0.0171590516676788,0.0,5,OutdoorObjects
4,10,100,100,0.0171406487985632,0.0,5,OutdoorObjects
4,20,100,100,0.0167749447243233,0.0003857212546441,5,OutdoorObjects
4,40,100,100,0.0157314328582145,0.0003344475135633,5,OutdoorObjects
4,10,250,100,0.015601726518586,0.0,5,OutdoorObjects
1,10,1000,100,0.0149167726714287,0.0,5,OutdoorObjects
1,20,1000,100,0.0143994331916312,0.0,5,OutdoorObjects
1,40,1000,100,0.0141493706760023,0.0,5,OutdoorObjects
4,20,250,100,0.0140590703231362,0.0,5,OutdoorObjects
4,40,250,100,0.0139780976990278,0.0001235582652999,5,OutdoorObjects
4,10,1000,50,0.013003250812703,0.0,5,OutdoorObjects
4,10,500,50,0.0125434584452564,0.0,5,OutdoorObjects
4,20,1000,50,0.0119196465783112,0.0,5,OutdoorObjects
4,40,1000,50,0.0119196465783112,0.0,5,OutdoorObjects
1,10,250,100,0.0117105033834215,2.372180293937536e-05,5,OutdoorObjects
4,20,500,50,0.0115690687377726,0.0,5,OutdoorObjects
4,40,500,50,0.0115617139579012,0.0,5,OutdoorObjects
1,10,500,100,0.0114649874589859,0.0,5,OutdoorObjects
1,20,250,100,0.0113999088007295,0.0,5,OutdoorObjects
1,40,250,100,0.0113954959328066,1.6113515364313114e-05,5,OutdoorObjects
1,20,500,100,0.0112528132033008,0.0,5,OutdoorObjects
1,40,500,100,0.0110395245870291,0.0,5,OutdoorObjects
4,10,250,50,0.0103423291720365,0.0,5,OutdoorObjects
4,20,250,50,0.0099370080615391,0.0,5,OutdoorObjects
4,40,250,50,0.0096419453700633,4.777844671968498e-05,5,OutdoorObjects
1,10,100,100,0.0095761440360089,4.1089464178947536e-05,5,OutdoorObjects
1,20,100,100,0.0090404718684022,0.0002049420007217,5,OutdoorObjects
4,10,100,50,0.0088609108798938,0.0,5,OutdoorObjects
1,40,100,100,0.0087260762806392,0.0001990738032539,5,OutdoorObjects
4,20,100,50,0.0084373152111556,0.000186665955736,5,OutdoorObjects
4,40,100,50,0.008357089272318,0.0,5,OutdoorObjects
1,10,1000,50,0.0081440814749141,0.0,5,OutdoorObjects
1,20,1000,50,0.0080997522107799,2.7957839178530065e-05,5,OutdoorObjects
1,40,1000,50,0.008002000500125,0.0,5,OutdoorObjects
1,10,250,50,0.0075599256957095,0.0,5,OutdoorObjects
1,20,250,50,0.00755099489158,0.0,5,OutdoorObjects
1,40,250,50,0.0073509756749532,0.0,5,OutdoorObjects
1,20,500,50,0.0073291050035235,0.0,5,OutdoorObjects
1,10,500,50,0.0072169828171327,2.795783917852999e-05,5,OutdoorObjects
1,40,500,50,0.0070851046094857,0.0,5,OutdoorObjects
1,20,100,50,0.0059238350835193,7.470424633636405e-06,5,OutdoorObjects
1,10,100,50,0.005920494208059,0.0,5,OutdoorObjects
1,40,100,50,0.0055130854238525,7.089459029642563e-05,5,OutdoorObjects
4,40,100,250,3.49852907313911e-05,3.1294968195111326e-08,5,PokerHand
4,20,100,250,3.494182293418631e-05,3.4893524131730175e-08,5,PokerHand
4,10,100,250,3.4903379635536536e-05,3.298998766505859e-08,5,PokerHand
4,10,250,250,3.482703582982649e-05,7.307793992939776e-08,5,PokerHand
4,20,250,250,3.457213260724734e-05,4.322465469470055e-08,5,PokerHand
4,40,250,250,3.4557246098026074e-05,2.7323097830262374e-08,5,PokerHand
4,10,500,250,3.21326243750998e-05,4.321456847983832e-08,5,PokerHand
4,20,500,250,3.195755795681869e-05,1.036191954278623e-07,5,PokerHand
1,10,250,250,3.193885245673964e-05,3.341161253089634e-08,5,PokerHand
4,40,500,250,3.1856960373910484e-05,3.8613307431137e-08,5,PokerHand
1,20,250,250,3.180491063501336e-05,4.172017479158768e-08,5,PokerHand
1,40,250,250,3.17028259207052e-05,7.198476512071159e-08,5,PokerHand
1,10,100,250,3.1357896223720635e-05,2.027504979960295e-07,5,PokerHand
1,40,100,250,3.120984565503773e-05,4.692772375159185e-08,5,PokerHand
1,20,100,250,3.119411903777099e-05,1.2403947247069882e-08,5,PokerHand
4,20,1000,250,2.944929943310149e-05,4.334816619080244e-09,5,PokerHand
4,10,1000,250,2.9438243431167065e-05,3.637726581939868e-09,5,PokerHand
4,40,1000,250,2.935412049302032e-05,3.1816581238024755e-09,5,PokerHand
1,20,500,250,2.835121933367781e-05,2.613008060286917e-08,5,PokerHand
1,10,500,250,2.8297241802461365e-05,3.9801040409746616e-08,5,PokerHand
1,40,500,250,2.810399149153909e-05,3.0645248226479015e-08,5,PokerHand
1,10,1000,250,2.622642564578824e-05,1.3334280138263657e-08,5,PokerHand
1,20,1000,250,2.6217164597244407e-05,5.561763049162422e-10,5,PokerHand
1,40,1000,250,2.6199945815262496e-05,1.795932334329232e-09,5,PokerHand
4,10,100,100,1.5390130270970294e-05,3.503811497740318e-09,5,PokerHand
4,20,100,100,1.538165647296177e-05,1.281545583178242e-09,5,PokerHand
4,40,100,100,1.5378816193040245e-05,8.10304908616128e-10,5,PokerHand
4,10,1000,100,1.438831042951809e-05,2.923505513707897e-10,5,PokerHand
4,20,1000,100,1.438798528047897e-05,8.478314648159922e-10,5,PokerHand
4,40,1000,100,1.4382163626696362e-05,4.0618271910641364e-10,5,PokerHand
4,10,500,100,1.4046800140481264e-05,8.941928411771693e-10,5,PokerHand
4,20,500,100,1.4042248880607858e-05,9.840470734695383e-10,5,PokerHand
4,40,500,100,1.4036357199155888e-05,5.997545923193651e-10,5,PokerHand
4,10,250,100,1.3497322949002196e-05,5.753090596012352e-10,5,PokerHand
4,20,250,100,1.3492054035231785e-05,1.0066988747909807e-09,5,PokerHand
4,40,250,100,1.346320499564411e-05,3.279016363353525e-09,5,PokerHand
1,10,100,100,1.2975860090327302e-05,7.1916017269551555e-09,5,PokerHand
1,20,100,100,1.2969748936702088e-05,3.1725858434842533e-09,5,PokerHand
1,40,100,100,1.2969557434132378e-05,5.913152809719082e-09,5,PokerHand
1,10,1000,100,1.1956635415402156e-05,0.0,5,PokerHand
1,40,1000,100,1.1955099819397746e-05,2.4928859505514117e-10,5,PokerHand
1,20,1000,100,1.1954466722799434e-05,6.271214782536725e-10,5,PokerHand
1,10,500,100,1.1826692328640938e-05,3.6066169225442844e-10,5,PokerHand
1,20,500,100,1.1825883069818e-05,1.2044061671296784e-09,5,PokerHand
1,40,500,100,1.1825592094014312e-05,4.11914072220414e-10,5,PokerHand
1,10,250,100,1.1667980508164426e-05,6.306523909043549e-10,5,PokerHand
1,20,250,100,1.1661846411931668e-05,1.4336401290892735e-09,5,PokerHand
1,40,250,100,1.1647587625136767e-05,1.2086495539799603e-09,5,PokerHand
4,10,1000,50,9.860972009254458e-06,1.6912298950552287e-10,5,PokerHand
4,20,1000,50,9.858721526982465e-06,4.805854557874743e-10,5,PokerHand
4,40,1000,50,9.853817767031358e-06,2.58825789832705e-10,5,PokerHand
4,10,100,50,9.143455942244689e-06,6.67474583990509e-10,5,PokerHand
4,20,100,50,9.142015502769903e-06,1.1818163077496928e-10,5,PokerHand
4,40,100,50,9.138154578744297e-06,3.0678375960470646e-10,5,PokerHand
4,10,500,50,8.784765980099111e-06,6.310922049303416e-11,5,PokerHand
4,20,500,50,8.783149635675914e-06,4.115239815175485e-10,5,PokerHand
4,40,500,50,8.781863630570081e-06,0.0,5,PokerHand
4,10,250,50,8.02197090978e-06,0.0,5,PokerHand
4,20,250,50,8.020188006752268e-06,1.9095432599187412e-11,5,PokerHand
4,40,250,50,8.019080503524329e-06,4.755970218702587e-10,5,PokerHand
1,10,1000,50,7.38379417709226e-06,0.0,5,PokerHand
1,20,1000,50,7.38311323422212e-06,0.0,5,PokerHand
1,40,1000,50,7.381763083799956e-06,4.1766837205530295e-10,5,PokerHand
1,10,100,50,6.958096179722675e-06,7.724716016506103e-10,5,PokerHand
1,20,100,50,6.953375498873741e-06,2.6728649797367316e-10,5,PokerHand
1,40,100,50,6.952309327046947e-06,1.8325606221807035e-09,5,PokerHand
1,20,500,50,6.714350888545632e-06,3.153247183910239e-11,5,PokerHand
1,10,500,50,6.714215773604224e-06,0.0,5,PokerHand
1,40,500,50,6.713884164853443e-06,2.426853465875555e-10,5,PokerHand
1,10,250,50,6.279347224585764e-06,1.4952678213996564e-10,5,PokerHand
1,20,250,50,6.278915905749149e-06,1.752426600028821e-10,5,PokerHand
1,40,250,50,6.278399718188045e-06,2.323590779836673e-11,5,PokerHand
4,10,500,250,0.0002497149960277,1.6260626862239197e-05,5,Powersupply
4,10,1000,250,0.0002335053945276,5.869106825667255e-06,5,Powersupply
4,20,500,250,0.0002113644174217,2.285071915615225e-05,5,Powersupply
4,20,1000,250,0.0001969584618078,5.465741860588543e-06,5,Powersupply
4,40,500,250,0.000194958139022,7.367034053590991e-06,5,Powersupply
1,10,500,50,0.0001726943726074,1.1900280194790852e-06,5,Powersupply
1,20,500,50,0.0001686489826493,1.3259605188815275e-06,5,Powersupply
1,40,500,50,0.0001621617103398,1.4584503566159338e-06,5,Powersupply
4,40,1000,250,0.0001526521553323,5.112243952834421e-06,5,Powersupply
4,10,250,250,0.0001024160826345,3.671097244806716e-06,5,Powersupply
4,20,250,250,8.962446234082451e-05,8.55863587864255e-06,5,Powersupply
1,10,1000,50,8.555946525184378e-05,0.0,5,Powersupply
1,20,1000,50,8.492641829632045e-05,1.3224320640400672e-07,5,Powersupply
1,40,1000,50,7.739630822465721e-05,0.0,5,Powersupply
4,40,250,250,7.451801395468076e-05,3.4394415324762726e-06,5,Powersupply
4,20,500,50,4.554845095131866e-05,0.0,5,Powersupply
4,10,500,50,4.4995853546660446e-05,0.0,5,Powersupply
4,40,500,50,4.467593058394217e-05,0.0,5,Powersupply
1,20,1000,250,3.8403706595475935e-05,7.935325335810368e-06,5,Powersupply
1,10,1000,250,3.096069063617484e-05,4.84670454792301e-06,5,Powersupply
1,10,500,250,2.2897323784075117e-05,7.670256400026176e-06,5,Powersupply
1,20,500,250,1.6271340250947355e-05,2.2375032306326784e-06,5,Powersupply
1,40,500,250,1.7925741349613635e-06,9.251834425426036e-06,5,Powersupply
1,40,1000,250,-5.877323962017047e-06,1.1953950646451696e-05,5,Powersupply
4,10,1000,50,-1.0087439183774771e-05,0.0,5,Powersupply
1,10,500,100,-1.0425368396431353e-05,2.7645442298757607e-06,5,Powersupply
4,10,500,100,-1.1138214098751473e-05,0.0,5,Powersupply
1,20,500,100,-1.2655593990465333e-05,7.273015110404318e-07,5,Powersupply
1,40,1000,100,-1.3469646162968127e-05,2.123269274182297e-06,5,Powersupply
4,20,500,100,-1.537483541238685e-05,0.0,5,Powersupply
4,40,1000,50,-1.7207063944944534e-05,2.746336738921738e-07,5,Powersupply
4,20,1000,50,-1.7318564604765965e-05,0.0,5,Powersupply
1,10,1000,100,-2.181294597887876e-05,2.6652204784913967e-06,5,Powersupply
4,40,500,100,-2.4485771651263876e-05,3.944215986747872e-06,5,Powersupply
1,20,1000,100,-2.5269387280857145e-05,3.554493211286032e-06,5,Powersupply
1,40,500,100,-4.203612524903264e-05,1.0680901678795812e-06,5,Powersupply
4,10,1000,100,-6.510323022223832e-05,6.712028358676215e-07,5,Powersupply
4,20,1000,100,-7.127019834284925e-05,4.723084732032051e-07,5,Powersupply
4,40,1000,100,-7.232904049749565e-05,3.0582185180678912e-06,5,Powersupply
4,40,100,250,-9.586976882262126e-05,3.4985411068549187e-06,5,Powersupply
1,40,250,250,-9.863147732612264e-05,4.0476668738018e-06,5,Powersupply
4,20,100,250,-9.994185589247916e-05,4.864309999350813e-06,5,Powersupply
1,20,250,250,-0.0001018983354885,9.691167224870037e-06,5,Powersupply
4,10,100,250,-0.0001025758157641,3.2192069228023434e-06,5,Powersupply
1,40,100,250,-0.0001045333870875,2.3307265288943512e-06,5,Powersupply
1,10,100,250,-0.0001122395595887,9.87709994468104e-06,5,Powersupply
1,20,100,250,-0.0001137654687838,6.978445535182232e-06,5,Powersupply
1,10,250,250,-0.0001157783460092,1.166982362913236e-05,5,Powersupply
1,40,100,50,-0.0001248659684723,8.053285995097427e-07,5,Powersupply
1,20,100,50,-0.0001263689226904,6.545009487459616e-07,5,Powersupply
1,10,100,50,-0.000126940699536,1.905835531126871e-07,5,Powersupply
1,40,250,100,-0.000141116650685,4.575232487212668e-06,5,Powersupply
1,20,250,100,-0.0001578927824659,2.726542105391569e-06,5,Powersupply
1,10,250,100,-0.000172255246009,3.0800219790048814e-06,5,Powersupply
1,40,250,50,-0.0001828987709842,1.4041076911760815e-06,5,Powersupply
1,40,100,100,-0.0001831973117541,9.69734151281307e-06,5,Powersupply
1,10,100,100,-0.0001863811600041,1.2411796722339497e-05,5,Powersupply
1,20,250,50,-0.000186461954542,0.0,5,Powersupply
1,10,250,50,-0.0001873710500935,5.68383643752037e-08,5,Powersupply
4,40,250,100,-0.0001884765205098,4.466274342730477e-06,5,Powersupply
1,20,100,100,-0.0001903610858077,6.1893143483851655e-06,5,Powersupply
4,20,250,100,-0.0001973245620286,1.6287321569916754e-06,5,Powersupply
4,10,250,100,-0.0002047978583634,1.0828610379312413e-07,5,Powersupply
4,40,100,100,-0.0002249210452504,8.596372021715794e-07,5,Powersupply
4,10,100,100,-0.0002311841297193,8.00203550970889e-07,5,Powersupply
4,20,100,100,-0.0002318269243533,2.1569804413204304e-06,5,Powersupply
4,40,250,50,-0.0002364632443618,1.2951416267618186e-06,5,Powersupply
4,10,250,50,-0.0002384193759962,1.637711595603877e-07,5,Powersupply
4,20,100,50,-0.0002394671655876,8.281682513833914e-07,5,Powersupply
4,40,100,50,-0.0002398663650481,5.273374343901955e-07,5,Powersupply
4,10,100,50,-0.000240058816004,1.609334217518866e-07,5,Powersupply
4,20,250,50,-0.0002405537518863,0.0,5,Powersupply
4,40,1000,250,0.0006535033860594,0.0,5,RialtoBridgeTimelapse
4,10,1000,250,0.0006534961317619,0.0,5,RialtoBridgeTimelapse
4,20,1000,250,0.0006519459782112,1.1098869638833905e-07,5,RialtoBridgeTimelapse
