n_consecutive_deviations,n_permutations,n_samples,update_interval,acc (ht-dd) (mean),acc (ht-dd) (std),count,stream
1,40,250,250,0.6498382121974757,0.0002722480854152,5,InsectsAbruptBalanced
1,20,1000,50,0.649686831797453,0.0,5,InsectsAbruptBalanced
1,40,1000,50,0.649686831797453,0.0,5,InsectsAbruptBalanced
1,10,1000,50,0.649686831797453,0.0,5,InsectsAbruptBalanced
1,40,1000,100,0.6478513444471777,0.0,5,InsectsAbruptBalanced
1,20,1000,100,0.6478513444471777,0.0,5,InsectsAbruptBalanced
1,10,1000,100,0.647813499347172,0.0,5,InsectsAbruptBalanced
4,20,1000,250,0.6471322875470699,0.0,5,InsectsAbruptBalanced
4,10,1000,250,0.6471322875470699,0.0,5,InsectsAbruptBalanced
4,40,1000,250,0.6471322875470699,0.0,5,InsectsAbruptBalanced
1,40,500,100,0.644653433496698,0.0,5,InsectsAbruptBalanced
1,20,500,100,0.6444831305466725,0.0,5,InsectsAbruptBalanced
1,10,500,100,0.6443506726966526,0.0,5,InsectsAbruptBalanced
1,10,500,50,0.6433477775465022,0.0,5,InsectsAbruptBalanced
1,40,500,50,0.6432720873464908,0.0,5,InsectsAbruptBalanced
1,20,500,50,0.6429504039964425,0.0,5,InsectsAbruptBalanced
1,10,250,100,0.6386776922058017,2.0728614964156867e-05,5,InsectsAbruptBalanced
1,20,250,100,0.6386549851457982,0.0,5,InsectsAbruptBalanced
1,40,250,100,0.6380456790357069,3.384968649119293e-05,5,InsectsAbruptBalanced
4,10,1000,100,0.637160103695574,0.0,5,InsectsAbruptBalanced
4,20,1000,100,0.637160103695574,0.0,5,InsectsAbruptBalanced
4,40,1000,100,0.637160103695574,0.0,5,InsectsAbruptBalanced
1,10,250,50,0.6360058281454009,0.0,5,InsectsAbruptBalanced
1,20,250,50,0.635986905595398,0.0,5,InsectsAbruptBalanced
1,40,250,50,0.6354570741953186,0.0,5,InsectsAbruptBalanced
1,10,100,100,0.6336821390050523,8.291445985660298e-05,5,InsectsAbruptBalanced
1,20,100,100,0.6333415331050013,8.462421622766556e-06,5,InsectsAbruptBalanced
1,40,100,100,0.6330917554449638,0.0,5,InsectsAbruptBalanced
4,20,500,50,0.6298749219444812,0.0,5,InsectsAbruptBalanced
4,10,500,50,0.6298749219444812,0.0,5,InsectsAbruptBalanced
4,40,500,50,0.6298749219444812,0.0,5,InsectsAbruptBalanced
4,40,1000,50,0.617726644842659,0.0,5,InsectsAbruptBalanced
4,10,1000,50,0.617726644842659,0.0,5,InsectsAbruptBalanced
4,20,1000,50,0.617726644842659,0.0,5,InsectsAbruptBalanced
1,10,100,50,0.6164853255624727,6.769937298237914e-05,5,InsectsAbruptBalanced
1,40,100,50,0.616439911442466,0.0,5,InsectsAbruptBalanced
1,20,100,50,0.6164209888924631,0.0,5,InsectsAbruptBalanced
1,20,100,250,0.6948030974367468,0.0005441855646527,5,InsectsGradualBalanced
1,40,100,250,0.6945794856929893,0.0006994420436585,5,InsectsGradualBalanced
1,40,500,250,0.6936933206343948,0.0,5,InsectsGradualBalanced
1,20,500,250,0.6936933206343948,0.0,5,InsectsGradualBalanced
1,10,500,250,0.6936933206343948,0.0,5,InsectsGradualBalanced
1,10,100,250,0.6932792248126216,0.0019405150546788,5,InsectsGradualBalanced
1,10,250,250,0.6891548304277609,0.0009629842629507,5,InsectsGradualBalanced
1,20,250,250,0.6891548304277609,0.0009629842629507,5,InsectsGradualBalanced
1,40,250,250,0.6887241707731169,0.0,5,InsectsGradualBalanced
4,10,250,250,0.686777920410783,0.0,5,InsectsGradualBalanced
4,20,250,250,0.686777920410783,0.0,5,InsectsGradualBalanced
4,40,250,250,0.686777920410783,0.0,5,InsectsGradualBalanced
4,10,250,100,0.6857426808563502,0.0,5,InsectsGradualBalanced
4,40,250,100,0.6857426808563502,0.0,5,InsectsGradualBalanced
4,20,250,100,0.6857426808563502,0.0,5,InsectsGradualBalanced
1,20,1000,100,0.6844589838088534,0.0,5,InsectsGradualBalanced
1,10,1000,100,0.6844589838088534,0.0,5,InsectsGradualBalanced
1,40,1000,100,0.6844589838088534,0.0,5,InsectsGradualBalanced
4,10,100,250,0.683986914572032,9.072384902155824e-05,5,InsectsGradualBalanced
4,20,100,250,0.68395378690629,7.407571253469088e-05,5,InsectsGradualBalanced
4,40,100,250,0.6839206592405482,0.0,5,InsectsGradualBalanced
1,20,1000,50,0.6832581059257112,0.0,5,InsectsGradualBalanced
1,40,1000,50,0.6832581059257112,0.0,5,InsectsGradualBalanced
1,20,1000,250,0.6832166963435339,0.0,5,InsectsGradualBalanced
1,40,1000,250,0.6832166963435339,0.0,5,InsectsGradualBalanced
1,10,1000,250,0.6832166963435339,0.0,5,InsectsGradualBalanced
1,10,1000,50,0.6830510580148247,0.0,5,InsectsGradualBalanced
1,40,500,100,0.6809805789059589,0.0,5,InsectsGradualBalanced
1,10,500,100,0.6809805789059589,0.0,5,InsectsGradualBalanced
1,20,500,100,0.6809805789059589,0.0,5,InsectsGradualBalanced
4,40,100,50,0.6775021740030643,0.0,5,InsectsGradualBalanced
4,10,100,50,0.6775021740030643,0.0,5,InsectsGradualBalanced
4,20,100,50,0.6775021740030643,0.0,5,InsectsGradualBalanced
1,40,250,100,0.6771294877634685,0.0,5,InsectsGradualBalanced
1,10,250,100,0.6771294877634685,0.0,5,InsectsGradualBalanced
1,20,250,100,0.6771294877634685,0.0,5,InsectsGradualBalanced
1,20,100,100,0.6766325727773407,0.0,5,InsectsGradualBalanced
1,10,100,100,0.6765414716965505,0.0002948525093199,5,InsectsGradualBalanced
4,10,100,100,0.6763427057020994,0.0,5,InsectsGradualBalanced
4,20,100,100,0.6763427057020994,0.0,5,InsectsGradualBalanced
4,40,100,100,0.6763427057020994,0.0,5,InsectsGradualBalanced
1,40,100,100,0.6754731044763759,0.0,5,InsectsGradualBalanced
1,20,500,50,0.6718704708269494,0.0,5,InsectsGradualBalanced
1,10,500,50,0.6718704708269494,0.0,5,InsectsGradualBalanced
1,40,500,50,0.6718704708269494,0.0,5,InsectsGradualBalanced
4,20,500,250,0.6689718000745373,0.0,5,InsectsGradualBalanced
4,10,500,250,0.6689718000745373,0.0,5,InsectsGradualBalanced
4,40,500,250,0.6689718000745373,0.0,5,InsectsGradualBalanced
4,20,1000,250,0.66553480475382,0.0,5,InsectsGradualBalanced
4,40,1000,250,0.66553480475382,0.0,5,InsectsGradualBalanced
4,10,1000,250,0.66553480475382,0.0,5,InsectsGradualBalanced
1,20,250,50,0.6648308418568056,0.0,5,InsectsGradualBalanced
1,10,250,50,0.6648308418568056,0.0,5,InsectsGradualBalanced
1,40,250,50,0.6648308418568056,0.0,5,InsectsGradualBalanced
4,20,500,50,0.6623876765083441,0.0,5,InsectsGradualBalanced
4,40,500,50,0.6623876765083441,0.0,5,InsectsGradualBalanced
4,10,500,50,0.6623876765083441,0.0,5,InsectsGradualBalanced
4,20,500,100,0.656093420017392,0.0,5,InsectsGradualBalanced
4,10,500,100,0.656093420017392,0.0,5,InsectsGradualBalanced
4,40,500,100,0.656093420017392,0.0,5,InsectsGradualBalanced
1,10,100,50,0.6555136858669096,0.0,5,InsectsGradualBalanced
1,40,100,50,0.6553894571203777,0.0,5,InsectsGradualBalanced
1,20,100,50,0.6553894571203777,0.0,5,InsectsGradualBalanced
4,20,1000,100,0.6531119301006253,0.0,5,InsectsGradualBalanced
4,10,1000,100,0.6531119301006253,0.0,5,InsectsGradualBalanced
4,40,1000,100,0.6531119301006253,0.0,5,InsectsGradualBalanced
4,20,250,50,0.6489709718828937,0.0,5,InsectsGradualBalanced
4,10,250,50,0.6489709718828937,0.0,5,InsectsGradualBalanced
4,40,250,50,0.6489709718828937,0.0,5,InsectsGradualBalanced
4,10,1000,50,0.6405648267008985,0.0,5,InsectsGradualBalanced
4,20,1000,50,0.6405648267008985,0.0,5,InsectsGradualBalanced
4,40,1000,50,0.6405648267008985,0.0,5,InsectsGradualBalanced
4,40,1000,250,0.6832156029255485,0.0,5,InsectsIncrementalAbruptBalanced
4,20,1000,250,0.68317809589298,0.0,5,InsectsIncrementalAbruptBalanced
4,10,1000,250,0.68317809589298,0.0,5,InsectsIncrementalAbruptBalanced
4,40,500,100,0.6805025942364193,0.0,5,InsectsIncrementalAbruptBalanced
4,20,500,100,0.6805025942364193,0.0,5,InsectsIncrementalAbruptBalanced
4,10,500,100,0.6804400825154716,0.0,5,InsectsIncrementalAbruptBalanced
4,20,250,100,0.6783146840032506,0.0,5,InsectsIncrementalAbruptBalanced
4,10,250,100,0.6783146840032506,0.0,5,InsectsIncrementalAbruptBalanced
4,40,250,100,0.6783146840032506,0.0,5,InsectsIncrementalAbruptBalanced
4,10,500,250,0.6782896793148715,0.0,5,InsectsIncrementalAbruptBalanced
4,20,500,250,0.678277176970682,0.0,5,InsectsIncrementalAbruptBalanced
4,40,500,250,0.6782271675939239,0.0,5,InsectsIncrementalAbruptBalanced
4,40,100,250,0.6777895855472901,3.423907967147713e-05,5,InsectsIncrementalAbruptBalanced
4,20,100,250,0.6777470775770457,0.0003496858958919,5,InsectsIncrementalAbruptBalanced
4,10,100,250,0.6777320747640182,0.0004243988826236,5,InsectsIncrementalAbruptBalanced
4,40,250,250,0.676526848784147,0.0,5,InsectsIncrementalAbruptBalanced
4,20,250,250,0.6764918422204163,2.0543447802846832e-05,5,InsectsIncrementalAbruptBalanced
4,10,250,250,0.6764518347190098,0.0,5,InsectsIncrementalAbruptBalanced
1,10,100,250,0.6757667062574233,0.0005416848928395,5,InsectsIncrementalAbruptBalanced
1,40,100,250,0.6755716696880665,0.0002433304369709,5,InsectsIncrementalAbruptBalanced
1,20,100,250,0.6752791148340314,0.0007060449134135,5,InsectsIncrementalAbruptBalanced
4,20,1000,100,0.6745514784022004,0.0,5,InsectsIncrementalAbruptBalanced
4,10,1000,100,0.6745514784022004,0.0,5,InsectsIncrementalAbruptBalanced
4,40,1000,100,0.6745514784022004,0.0,5,InsectsIncrementalAbruptBalanced
4,10,100,100,0.6733637557041945,0.0,5,InsectsIncrementalAbruptBalanced
4,40,100,100,0.6733612552353566,5.032096467462285e-05,5,InsectsIncrementalAbruptBalanced
1,40,1000,250,0.6732137275739201,0.0,5,InsectsIncrementalAbruptBalanced
4,20,100,100,0.6731637181971619,0.0,5,InsectsIncrementalAbruptBalanced
1,10,1000,250,0.6731637181971619,0.0,5,InsectsIncrementalAbruptBalanced
1,20,1000,250,0.6731387135087828,0.0,5,InsectsIncrementalAbruptBalanced
1,20,500,250,0.6727511408389073,0.0,5,InsectsIncrementalAbruptBalanced
4,20,100,50,0.6727011314621492,0.0,5,InsectsIncrementalAbruptBalanced
4,10,100,50,0.6727011314621492,0.0,5,InsectsIncrementalAbruptBalanced
4,40,100,50,0.6726136150528224,0.0,5,InsectsIncrementalAbruptBalanced
4,40,250,50,0.6724135775457898,0.0,5,InsectsIncrementalAbruptBalanced
4,10,250,50,0.6724135775457898,0.0,5,InsectsIncrementalAbruptBalanced
4,20,250,50,0.6724135775457898,0.0,5,InsectsIncrementalAbruptBalanced
1,40,500,250,0.6720760142526723,3.4239079671549335e-05,5,InsectsIncrementalAbruptBalanced
1,10,500,250,0.6720260048759142,0.0,5,InsectsIncrementalAbruptBalanced
1,40,250,250,0.6708582859286116,6.847815934266794e-06,5,InsectsIncrementalAbruptBalanced
1,10,250,250,0.6706882540476339,0.0,5,InsectsIncrementalAbruptBalanced
1,20,250,250,0.6704382071638432,0.0,5,InsectsIncrementalAbruptBalanced
1,10,1000,100,0.6702256673126211,0.0,5,InsectsIncrementalAbruptBalanced
1,40,1000,100,0.6702131649684315,0.0,5,InsectsIncrementalAbruptBalanced
1,20,1000,100,0.6701631555916734,0.0,5,InsectsIncrementalAbruptBalanced
1,10,1000,50,0.6701506532474839,0.0,5,InsectsIncrementalAbruptBalanced
1,20,1000,50,0.6701506532474839,0.0,5,InsectsIncrementalAbruptBalanced
1,40,1000,50,0.6700981434018878,4.793471154015725e-05,5,InsectsIncrementalAbruptBalanced
4,10,500,50,0.6648371569669314,0.0,5,InsectsIncrementalAbruptBalanced
4,40,500,50,0.6648371569669314,0.0,5,InsectsIncrementalAbruptBalanced
4,20,500,50,0.6648371569669314,0.0,5,InsectsIncrementalAbruptBalanced
1,20,500,100,0.6627742701756579,0.0,5,InsectsIncrementalAbruptBalanced
1,10,500,100,0.6627742701756579,0.0,5,InsectsIncrementalAbruptBalanced
1,40,500,50,0.6627617678314685,0.0,5,InsectsIncrementalAbruptBalanced
1,20,500,50,0.6627117584547103,0.0,5,InsectsIncrementalAbruptBalanced
1,10,500,50,0.6627117584547103,0.0,5,InsectsIncrementalAbruptBalanced
1,40,500,100,0.6626992561105207,0.0,5,InsectsIncrementalAbruptBalanced
1,10,250,100,0.6584234543976996,0.0,5,InsectsIncrementalAbruptBalanced
1,20,250,100,0.6581108957929612,0.0,5,InsectsIncrementalAbruptBalanced
1,40,250,100,0.6579683690692005,0.0001137644624975,5,InsectsIncrementalAbruptBalanced
1,10,100,100,0.6563305619803714,9.94702720805638e-05,5,InsectsIncrementalAbruptBalanced
1,20,100,100,0.6556229292992437,0.0002459500602976,5,InsectsIncrementalAbruptBalanced
1,40,100,100,0.6539851222104145,0.0001118243659436,5,InsectsIncrementalAbruptBalanced
4,40,1000,50,0.6521722823029318,0.0,5,InsectsIncrementalAbruptBalanced
4,20,1000,50,0.6521722823029318,0.0,5,InsectsIncrementalAbruptBalanced
4,10,1000,50,0.6521722823029318,0.0,5,InsectsIncrementalAbruptBalanced
1,10,250,50,0.6509095455397887,0.0,5,InsectsIncrementalAbruptBalanced
1,20,250,50,0.6507445145964869,4.793471154005927e-05,5,InsectsIncrementalAbruptBalanced
1,40,250,50,0.6507095080327562,0.0,5,InsectsIncrementalAbruptBalanced
1,10,100,50,0.6358442207913984,2.795609148594652e-05,5,InsectsIncrementalAbruptBalanced
1,20,100,50,0.6356316809401763,0.0,5,InsectsIncrementalAbruptBalanced
1,40,100,50,0.6355766706257423,4.108689560579586e-05,5,InsectsIncrementalAbruptBalanced
4,40,1000,100,0.5662521704053177,0.0,5,InsectsIncrementalBalanced
4,10,1000,100,0.5662521704053177,0.0,5,InsectsIncrementalBalanced
4,20,1000,100,0.5662521704053177,0.0,5,InsectsIncrementalBalanced
4,10,500,50,0.5627093673816581,0.0,5,InsectsIncrementalBalanced
4,40,500,50,0.5627093673816581,0.0,5,InsectsIncrementalBalanced
4,20,500,50,0.5627093673816581,0.0,5,InsectsIncrementalBalanced
4,20,500,100,0.5603241138607784,0.0,5,InsectsIncrementalBalanced
4,40,500,100,0.5603241138607784,0.0,5,InsectsIncrementalBalanced
4,10,500,100,0.5603241138607784,0.0,5,InsectsIncrementalBalanced
4,20,1000,250,0.5583422488029885,0.0,5,InsectsIncrementalBalanced
4,10,1000,250,0.5583422488029885,0.0,5,InsectsIncrementalBalanced
4,40,1000,250,0.5583422488029885,0.0,5,InsectsIncrementalBalanced
4,10,250,50,0.5576407036497887,0.0,5,InsectsIncrementalBalanced
4,20,250,50,0.5576407036497887,0.0,5,InsectsIncrementalBalanced
4,40,250,50,0.5576407036497887,0.0,5,InsectsIncrementalBalanced
4,20,500,250,0.554852061665819,0.0,5,InsectsIncrementalBalanced
4,10,500,250,0.554852061665819,0.0,5,InsectsIncrementalBalanced
4,40,500,250,0.554852061665819,0.0,5,InsectsIncrementalBalanced
4,10,250,250,0.5510286405808794,0.0,5,InsectsIncrementalBalanced
4,40,250,250,0.5509128856306014,2.353053977760518e-05,5,InsectsIncrementalBalanced
4,20,250,250,0.5509023624533034,7.059161933284657e-05,5,InsectsIncrementalBalanced
4,10,100,250,0.5506427907466194,0.0009960026563656,5,InsectsIncrementalBalanced
4,40,100,250,0.5501657400424435,0.0003206260908179,5,InsectsIncrementalBalanced
4,20,100,250,0.5498079520143115,0.0002017323553959,5,InsectsIncrementalBalanced
4,10,250,100,0.5490292368942596,0.0,5,InsectsIncrementalBalanced
4,20,250,100,0.5490292368942596,0.0,5,InsectsIncrementalBalanced
4,40,250,100,0.5490292368942596,0.0,5,InsectsIncrementalBalanced
4,40,100,50,0.5336303207815213,0.0,5,InsectsIncrementalBalanced
4,20,100,50,0.5336303207815213,0.0,5,InsectsIncrementalBalanced
4,10,100,50,0.5336303207815213,0.0,5,InsectsIncrementalBalanced
1,20,1000,250,0.5320167669291614,0.0,5,InsectsIncrementalBalanced
1,40,1000,250,0.5320167669291614,0.0,5,InsectsIncrementalBalanced
1,10,1000,250,0.5320167669291614,0.0,5,InsectsIncrementalBalanced
4,10,1000,50,0.5311573741164916,0.0,5,InsectsIncrementalBalanced
4,20,1000,50,0.5311573741164916,0.0,5,InsectsIncrementalBalanced
4,40,1000,50,0.5311573741164916,0.0,5,InsectsIncrementalBalanced
1,10,500,250,0.5290176613992318,0.0,5,InsectsIncrementalBalanced
4,10,100,100,0.5288948909974218,0.0,5,InsectsIncrementalBalanced
4,40,100,100,0.5288598137397619,0.0,5,InsectsIncrementalBalanced
4,20,100,100,0.5288598137397619,0.0,5,InsectsIncrementalBalanced
1,40,500,250,0.5288457828366979,0.0001490267519248,5,InsectsIncrementalBalanced
1,20,500,250,0.5287545819667818,0.0,5,InsectsIncrementalBalanced
1,10,250,250,0.5261097567392181,2.881890791368823e-05,5,InsectsIncrementalBalanced
1,40,1000,100,0.5247031587070523,0.0,5,InsectsIncrementalBalanced
1,20,1000,100,0.5247031587070523,0.0,5,InsectsIncrementalBalanced
1,10,1000,100,0.5243699247592823,0.0,5,InsectsIncrementalBalanced
1,20,250,250,0.5240016135538523,0.0,5,InsectsIncrementalBalanced
1,40,250,250,0.5226265850535805,0.0002390663726452,5,InsectsIncrementalBalanced
1,20,1000,50,0.5224231369591525,0.0,5,InsectsIncrementalBalanced
1,10,1000,50,0.5224231369591525,0.0,5,InsectsIncrementalBalanced
1,40,1000,50,0.5221249802690425,0.0,5,InsectsIncrementalBalanced
1,10,100,250,0.5188943648385569,0.0020132176367674,5,InsectsIncrementalBalanced
1,20,100,250,0.518817194871705,0.0013256233559588,5,InsectsIncrementalBalanced
1,40,100,250,0.518497991826999,0.0005182657400211,5,InsectsIncrementalBalanced
1,20,500,100,0.5104161916621359,1.5687026518380696e-05,5,InsectsIncrementalBalanced
1,40,500,100,0.5101636354069838,0.0,5,InsectsIncrementalBalanced
1,10,500,100,0.510142589052388,7.84351325921414e-06,5,InsectsIncrementalBalanced
1,20,500,50,0.5064910465299823,8.64567237411466e-05,5,InsectsIncrementalBalanced
1,10,500,50,0.5061823666625743,0.0,5,InsectsIncrementalBalanced
1,40,500,50,0.5058315940859743,0.0,5,InsectsIncrementalBalanced
1,20,250,100,0.4953084167879755,0.0,5,InsectsIncrementalBalanced
1,10,250,100,0.4951505691285055,0.0,5,InsectsIncrementalBalanced
1,40,250,100,0.4945086553133276,6.86027227515192e-05,5,InsectsIncrementalBalanced
1,20,250,50,0.481084588806847,0.0,5,InsectsIncrementalBalanced
1,40,250,50,0.4807513548590771,0.0001116151504056,5,InsectsIncrementalBalanced
1,10,250,50,0.4806987389725871,0.0,5,InsectsIncrementalBalanced
1,10,100,100,0.4783801322412613,0.0002233680547897,5,InsectsIncrementalBalanced
1,20,100,100,0.4779276356174474,4.9606733513629074e-05,5,InsectsIncrementalBalanced
1,40,100,100,0.4776154480242734,7.843513259237413e-06,5,InsectsIncrementalBalanced
1,10,100,50,0.4460669624848729,0.0001725572917024,5,InsectsIncrementalBalanced
1,20,100,50,0.4458144062297209,0.0,5,InsectsIncrementalBalanced
1,40,100,50,0.445091814721925,6.724411846531645e-05,5,InsectsIncrementalBalanced
4,10,100,250,0.69755079077327,0.0003644599525003,5,InsectsIncrementalReoccurringBalanced
4,40,100,250,0.6974582734262673,0.0001180793294054,5,InsectsIncrementalReoccurringBalanced
4,20,100,250,0.6973832593611302,6.46021663200212e-05,5,InsectsIncrementalReoccurringBalanced
4,40,250,250,0.6970807026317435,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,250,250,0.6969931862224167,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,250,250,0.6969431768456585,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,500,50,0.6944052009751829,0.0,5,InsectsIncrementalReoccurringBalanced
