n_consecutive_deviations,n_permutations,n_samples,update_interval,acc (ht-dd) (mean),acc (ht-dd) (std),count,stream
4,40,500,50,0.6944052009751829,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,500,50,0.6944052009751829,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,250,50,0.6935050321935363,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,250,50,0.6935050321935363,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,250,50,0.6935050321935363,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,500,100,0.692892417328249,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,500,100,0.6928799149840595,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,500,100,0.6928799149840595,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,500,250,0.6927673938863537,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,500,250,0.6927673938863537,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,500,250,0.6927673938863537,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,100,100,0.6921597799587423,0.0002124662952928,5,InsectsIncrementalReoccurringBalanced
4,20,100,100,0.6919647433893855,4.793471154007363e-05,5,InsectsIncrementalReoccurringBalanced
4,40,100,100,0.6915971744702132,7.584297499833189e-05,5,InsectsIncrementalReoccurringBalanced
4,20,250,100,0.6904794648996687,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,250,100,0.6904794648996687,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,250,100,0.6904794648996687,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,100,250,0.6892992436081766,0.0004016931395283,5,InsectsIncrementalReoccurringBalanced
1,20,100,250,0.6891767206351191,0.000201865437081,5,InsectsIncrementalReoccurringBalanced
1,10,100,250,0.6890391948490342,0.000205320316043,5,InsectsIncrementalReoccurringBalanced
1,10,250,250,0.6879039819966244,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,250,250,0.6870463211852222,0.0002465213736348,5,InsectsIncrementalReoccurringBalanced
1,40,250,250,0.6865287241357755,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,1000,250,0.6860536350565731,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,1000,250,0.6860536350565731,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,1000,250,0.6860536350565731,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,500,250,0.6859286116146778,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,500,250,0.6859286116146778,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,500,250,0.6859036069262987,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,100,50,0.6845908607863974,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,100,50,0.6845908607863974,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,100,50,0.6845908607863974,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,1000,100,0.6833406263674439,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,1000,100,0.6833406263674439,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,1000,100,0.6833281240232544,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,1000,250,0.6824404575857973,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,1000,250,0.6824404575857973,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,1000,250,0.6824404575857973,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,1000,100,0.6797774582734263,0.0,5,InsectsIncrementalReoccurringBalanced
4,40,1000,100,0.6797774582734263,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,1000,100,0.6797774582734263,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,1000,50,0.6788647871475901,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,1000,50,0.6786522472963681,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,1000,50,0.6786447458898544,6.84781593433436e-06,5,InsectsIncrementalReoccurringBalanced
1,40,500,100,0.6769144214540226,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,500,100,0.6768644120772644,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,500,100,0.6766393698818528,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,250,100,0.6720635119084828,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,250,100,0.6720385072201037,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,250,100,0.6716534350190659,1.3695631868588484e-05,5,InsectsIncrementalReoccurringBalanced
1,40,500,50,0.6713508782896793,5.59121829718584e-05,5,InsectsIncrementalReoccurringBalanced
1,10,500,50,0.6712358567231356,5.591218297161583e-06,5,InsectsIncrementalReoccurringBalanced
1,20,500,50,0.6711608426579984,2.0543447802937204e-05,5,InsectsIncrementalReoccurringBalanced
4,40,1000,50,0.6669625554791523,0.0,5,InsectsIncrementalReoccurringBalanced
4,10,1000,50,0.6669625554791523,0.0,5,InsectsIncrementalReoccurringBalanced
4,20,1000,50,0.6669625554791523,0.0,5,InsectsIncrementalReoccurringBalanced
1,10,100,100,0.66584234543977,0.0002287621531333,5,InsectsIncrementalReoccurringBalanced
1,20,100,100,0.6654747765205976,7.449131266995045e-05,5,InsectsIncrementalReoccurringBalanced
1,40,100,100,0.6649871850972058,7.706962559191397e-05,5,InsectsIncrementalReoccurringBalanced
1,10,250,50,0.6620741389010439,0.0,5,InsectsIncrementalReoccurringBalanced
1,20,250,50,0.6618115896730637,0.0,5,InsectsIncrementalReoccurringBalanced
1,40,250,50,0.6617090704507096,2.0543447802846832e-05,5,InsectsIncrementalReoccurringBalanced
1,20,100,50,0.6388947927736451,2.795609148592739e-05,5,InsectsIncrementalReoccurringBalanced
1,10,100,50,0.6387472651122086,3.354730978307501e-05,5,InsectsIncrementalReoccurringBalanced
1,40,100,50,0.6386722510470714,2.0543447802880612e-05,5,InsectsIncrementalReoccurringBalanced
1,20,500,250,0.7169291772221611,0.0010784863986984,5,NOAAWeather
1,10,500,250,0.7156735323273489,0.000608790113688,5,NOAAWeather
1,40,500,250,0.7140984689943826,0.000425875425249,5,NOAAWeather
4,20,500,250,0.7119726842163233,0.001269051505871,5,NOAAWeather
4,40,500,250,0.7113779050556228,0.0004308317483337,5,NOAAWeather
4,10,500,100,0.7102984910232404,0.0001000435186946,5,NOAAWeather
4,20,500,100,0.710254433307633,6.032851167583944e-05,5,NOAAWeather
4,40,500,100,0.7101553034475162,0.0001605615126899,5,NOAAWeather
4,10,500,250,0.7099019715827735,0.0020820621305452,5,NOAAWeather
4,40,1000,250,0.7096486397180306,0.0001477740705473,5,NOAAWeather
1,20,500,100,0.7085361823989427,0.0001970320940631,5,NOAAWeather
1,40,500,100,0.7083709659654147,0.0001809855350275,5,NOAAWeather
1,10,500,100,0.7082387928185924,9.851604703159545e-05,5,NOAAWeather
1,40,250,250,0.7081727062451811,0.0006279190577701,5,NOAAWeather
1,20,250,250,0.7078312589492235,0.0003149240765611,5,NOAAWeather
1,10,100,250,0.7077321290891068,0.0007660770868621,5,NOAAWeather
4,10,100,250,0.7076880713734993,0.0005215887429255,5,NOAAWeather
1,10,250,250,0.7076880713734993,0.0016320321304343,5,NOAAWeather
4,20,100,250,0.7075008260821677,0.0001425507115931,5,NOAAWeather
4,10,250,250,0.7073245952197379,0.0009170793680302,5,NOAAWeather
1,20,100,250,0.7072695230752285,0.0002658336465722,5,NOAAWeather
4,40,100,250,0.7070272056393876,0.0002898490443207,5,NOAAWeather
4,20,250,250,0.7068840180636634,0.0006346452380609,5,NOAAWeather
4,40,250,250,0.7068179314902523,0.0005487905350083,5,NOAAWeather
1,10,1000,100,0.7063112677607666,0.000292453310879,5,NOAAWeather
1,20,1000,100,0.7061019936116313,0.0001970320940632,5,NOAAWeather
1,40,1000,100,0.706046921467122,0.0002714783025413,5,NOAAWeather
4,20,1000,250,0.7059808348937107,0.000878051039426,5,NOAAWeather
1,40,100,250,0.7058706906046922,0.0004885616282898,5,NOAAWeather
4,20,1000,100,0.7051767815838749,0.0016891983269241,5,NOAAWeather
4,10,1000,250,0.70461504570988,0.0003665505296242,5,NOAAWeather
4,10,1000,100,0.7039982376913757,0.0003619710700552,5,NOAAWeather
1,10,1000,250,0.7038550501156514,0.0007516893820515,5,NOAAWeather
4,40,1000,100,0.7033043286705584,0.0014284826819582,5,NOAAWeather
1,40,1000,250,0.7031391122370305,0.0004810544730019,5,NOAAWeather
4,10,100,100,0.7029959246613063,0.0004971767288596,5,NOAAWeather
1,40,100,100,0.7022359290670779,0.000634406245306,5,NOAAWeather
1,20,100,100,0.7022028857803723,0.0008678014031689,5,NOAAWeather
1,20,1000,250,0.7021147703491575,0.0006654392539703,5,NOAAWeather
1,10,100,100,0.701982597202335,0.0006441322399916,5,NOAAWeather
4,40,100,100,0.7017182509086904,0.000392135325893,5,NOAAWeather
4,20,100,100,0.7014539046150456,9.538775237191256e-05,5,NOAAWeather
4,20,250,100,0.700242317435841,0.0,5,NOAAWeather
4,10,250,100,0.6999669567132945,0.0006551039350903,5,NOAAWeather
4,40,250,100,0.6998678268531776,9.049276751382124e-05,5,NOAAWeather
1,10,250,100,0.698810441678599,0.0002202885780372,5,NOAAWeather
1,20,250,100,0.6987663839629915,0.0006284018867979,5,NOAAWeather
1,40,250,100,0.6986231963872673,0.0009062673171373,5,NOAAWeather
4,10,500,50,0.6944597422623637,0.0,5,NOAAWeather
4,40,500,50,0.6944597422623637,0.0,5,NOAAWeather
4,20,500,50,0.6944597422623637,0.0,5,NOAAWeather
4,10,1000,50,0.6934133715166868,0.0,5,NOAAWeather
4,20,1000,50,0.6934133715166868,0.0,5,NOAAWeather
4,40,1000,50,0.6934133715166868,0.0,5,NOAAWeather
4,40,100,50,0.6924771450600287,0.0,5,NOAAWeather
4,10,100,50,0.6923119286265007,0.0,5,NOAAWeather
1,20,100,50,0.6921467121929729,7.78837736740551e-05,5,NOAAWeather
1,10,100,50,0.6921136689062672,0.0002045839367882,5,NOAAWeather
1,40,100,50,0.6920365679039542,0.0001231450587895,5,NOAAWeather
4,20,100,50,0.6918383081837207,4.925802351580665e-05,5,NOAAWeather
4,20,250,50,0.691651062892389,0.0,5,NOAAWeather
4,10,250,50,0.691651062892389,0.0,5,NOAAWeather
4,40,250,50,0.691651062892389,0.0,5,NOAAWeather
1,40,500,50,0.6909351250137681,0.0,5,NOAAWeather
1,20,500,50,0.6909351250137681,0.0,5,NOAAWeather
1,10,500,50,0.6909351250137681,0.0,5,NOAAWeather
1,20,1000,50,0.6901090428461284,0.0,5,NOAAWeather
1,10,1000,50,0.6901090428461284,0.0,5,NOAAWeather
1,40,1000,50,0.6899548408415024,0.0002623885725205,5,NOAAWeather
1,40,250,50,0.6859235598634211,0.0,5,NOAAWeather
1,20,250,50,0.6859235598634211,0.0,5,NOAAWeather
1,10,250,50,0.6859235598634211,0.0,5,NOAAWeather
1,40,250,50,0.784446111527882,0.0,5,OutdoorObjects
1,10,250,50,0.781445361340335,0.0,5,OutdoorObjects
1,20,250,50,0.7809452363090773,0.0,5,OutdoorObjects
1,40,100,50,0.7792448112028006,0.002601131007541,5,OutdoorObjects
1,10,100,50,0.7784446111527882,0.0,5,OutdoorObjects
1,20,100,50,0.7774943735933983,0.0021247957775692,5,OutdoorObjects
4,40,100,50,0.7759439859964992,0.0,5,OutdoorObjects
4,20,250,50,0.7754438609652413,0.0,5,OutdoorObjects
4,20,100,50,0.7746936734183546,0.0023524490775477,5,OutdoorObjects
4,40,250,50,0.7726931732933233,0.0020544732089466,5,OutdoorObjects
4,10,100,50,0.7656914228557139,0.0,5,OutdoorObjects
1,10,500,50,0.7622405601400349,0.0015656389939983,5,OutdoorObjects
1,40,500,50,0.7619404851212803,0.0,5,OutdoorObjects
4,10,250,50,0.7614403600900225,0.0,5,OutdoorObjects
1,20,500,50,0.7611902975743936,0.0,5,OutdoorObjects
4,20,500,50,0.7514378594648662,0.0,5,OutdoorObjects
4,40,500,50,0.7511877969492373,0.0,5,OutdoorObjects
4,10,500,50,0.7469367341835459,0.0,5,OutdoorObjects
1,20,250,100,0.7456864216054013,0.0,5,OutdoorObjects
1,40,250,100,0.7455363840960241,0.0005478595223858,5,OutdoorObjects
1,40,100,100,0.7453863465866466,0.0015353919912986,5,OutdoorObjects
4,40,100,100,0.7449362340585146,0.000467824129379,5,OutdoorObjects
1,10,250,100,0.7445361340335084,0.0007828194969992,5,OutdoorObjects
1,20,100,100,0.743035758939735,0.0034856597872874,5,OutdoorObjects
1,10,100,100,0.7411352838209553,0.0016435785671572,5,OutdoorObjects
4,40,250,100,0.7410352588147037,0.0042459112984896,5,OutdoorObjects
1,20,500,100,0.7406851712928232,0.0,5,OutdoorObjects
4,20,250,100,0.7376844211052763,0.0,5,OutdoorObjects
4,20,100,100,0.7370342585646412,0.0005478595223858,5,OutdoorObjects
1,10,500,100,0.7364341085271318,0.0,5,OutdoorObjects
4,10,100,100,0.7351837959489872,0.0,5,OutdoorObjects
1,40,500,100,0.7334333583395849,0.0,5,OutdoorObjects
4,40,100,250,0.7222305576394098,0.0019958059454098,5,OutdoorObjects
4,20,500,100,0.7186796699174793,0.0,5,OutdoorObjects
4,40,500,100,0.7184296074018505,0.0,5,OutdoorObjects
1,40,1000,50,0.7181795448862216,0.0,5,OutdoorObjects
4,10,250,100,0.716929232308077,0.0,5,OutdoorObjects
1,10,1000,50,0.7164291072768192,0.0,5,OutdoorObjects
4,40,1000,50,0.7156789197299325,0.0,5,OutdoorObjects
4,20,1000,50,0.7156789197299325,0.0,5,OutdoorObjects
1,20,1000,50,0.7144786196549138,0.0012301449238558,5,OutdoorObjects
4,20,100,250,0.714178544636159,0.004334817660255,5,OutdoorObjects
1,40,100,250,0.7123780945236309,0.0024205741516038,5,OutdoorObjects
1,20,500,250,0.7119279819954989,0.0,5,OutdoorObjects
4,10,100,250,0.7086271567891973,0.0079163647274773,5,OutdoorObjects
4,10,500,100,0.7046761690422606,0.0,5,OutdoorObjects
1,20,100,250,0.7046261565391347,0.0054252617349631,5,OutdoorObjects
1,10,500,250,0.7036759189797449,0.0016774703507124,5,OutdoorObjects
1,20,1000,100,0.7036759189797449,0.0,5,OutdoorObjects
1,10,100,250,0.7028757189297324,0.0026955764897647,5,OutdoorObjects
1,10,1000,100,0.7011752938234559,0.0,5,OutdoorObjects
1,40,500,250,0.7001750437609402,0.0,5,OutdoorObjects
4,20,500,250,0.698174543635909,0.0,5,OutdoorObjects
4,40,500,250,0.69792448112028,0.0,5,OutdoorObjects
1,40,1000,100,0.6976744186046512,0.0,5,OutdoorObjects
1,40,250,250,0.6975743935983996,0.0024539275669611,5,OutdoorObjects
4,10,1000,50,0.6961740435108777,0.0,5,OutdoorObjects
1,10,250,250,0.6956739184796199,0.0,5,OutdoorObjects
4,40,250,250,0.693373343335834,0.000670988140285,5,OutdoorObjects
1,20,250,250,0.6926231557889472,0.000670988140285,5,OutdoorObjects
4,40,1000,100,0.687171792948237,0.0,5,OutdoorObjects
4,20,1000,100,0.6869217304326082,0.0,5,OutdoorObjects
4,10,1000,100,0.6719179794948738,0.0,5,OutdoorObjects
4,10,500,250,0.6694173543385846,0.0,5,OutdoorObjects
1,20,1000,250,0.6588647161790447,0.0001118313567141,5,OutdoorObjects
4,20,250,250,0.6581645411352838,0.0,5,OutdoorObjects
4,10,250,250,0.6581645411352838,0.0,5,OutdoorObjects
1,10,1000,250,0.6574143535883971,0.0,5,OutdoorObjects
4,40,1000,250,0.6571642910727682,0.0,5,OutdoorObjects
4,20,1000,250,0.6569142285571393,0.0,5,OutdoorObjects
1,40,1000,250,0.6539134783695923,0.0,5,OutdoorObjects
4,10,1000,250,0.6256564141035259,0.0,5,OutdoorObjects
1,10,250,50,0.7315325615050651,5.486885270636806e-06,5,PokerHand
1,40,250,50,0.7315291847563917,8.527578161955982e-07,5,PokerHand
1,20,250,50,0.7315205016883743,1.0867226556810922e-05,5,PokerHand
1,20,500,50,0.7307964302942594,1.0786627966744325e-06,5,PokerHand
1,10,500,50,0.7307850940665702,0.0,5,PokerHand
1,40,500,50,0.730764351181862,4.623803548597383e-06,5,PokerHand
4,10,250,50,0.7276603955619875,0.0,5,PokerHand
4,20,250,50,0.7276341051616015,5.393313983378626e-07,5,PokerHand
4,40,250,50,0.7276316931982634,6.627415178047873e-06,5,PokerHand
4,40,500,50,0.7263579353593825,0.0,5,PokerHand
4,10,500,50,0.7263357452966714,1.6179941950151397e-06,5,PokerHand
4,20,500,50,0.7263241678726483,2.6966569916769003e-06,5,PokerHand
1,10,100,50,0.7250429329474193,2.6771706561523965e-05,5,PokerHand
1,10,1000,50,0.7250180897250362,0.0,5,PokerHand
1,40,1000,50,0.7250096478533526,1.9944326348902072e-05,5,PokerHand
1,20,1000,50,0.7250048239266763,0.0,5,PokerHand
1,20,100,50,0.7249688856729377,3.756008563059638e-06,5,PokerHand
1,40,100,50,0.7249679208876024,4.6395041151417645e-06,5,PokerHand
4,20,100,50,0.722185962373372,3.963260184601306e-06,5,PokerHand
4,40,100,50,0.7221657018813314,3.4534059487185616e-06,5,PokerHand
4,10,100,50,0.7221220453449108,3.8704309059026085e-06,5,PokerHand
4,20,1000,50,0.7210856246985046,1.981630092261029e-06,5,PokerHand
4,40,1000,50,0.7210412445730825,5.944890276807718e-06,5,PokerHand
4,10,1000,50,0.7210332850940666,7.834241084854017e-06,5,PokerHand
1,10,250,100,0.7190651230101303,1.2573479516622637e-05,5,PokerHand
1,20,250,100,0.7189995176073324,2.3394179385665817e-05,5,PokerHand
1,40,250,100,0.7188658948383985,1.742633079421218e-05,5,PokerHand
1,20,500,100,0.7168065605402798,9.302489520390264e-06,5,PokerHand
1,40,500,100,0.7168012542209359,6.85396634752778e-06,5,PokerHand
1,10,500,100,0.7167503617945007,1.1865290763385397e-05,5,PokerHand
4,20,250,100,0.7165260492040522,1.4027801277011704e-05,5,PokerHand
4,10,250,100,0.7164023154848047,4.286242765256488e-05,5,PokerHand
4,40,250,100,0.7163400868306802,8.501956937792537e-06,5,PokerHand
1,10,1000,100,0.7152074288470815,0.0,5,PokerHand
1,40,1000,100,0.7151799324650265,4.463761583081334e-06,5,PokerHand
1,20,1000,100,0.7151685962373372,1.122923718959684e-05,5,PokerHand
4,10,500,100,0.7143929088277858,8.250183973213764e-06,5,PokerHand
4,40,500,100,0.7143634828750602,1.689235532552932e-05,5,PokerHand
4,20,500,100,0.7143434635793536,3.026989965803309e-06,5,PokerHand
1,40,100,100,0.7127050168837433,3.7906979366878495e-05,5,PokerHand
1,20,100,100,0.7126562952243126,2.277996903641205e-05,5,PokerHand
1,10,100,100,0.7125820067534974,0.0001028024217326,5,PokerHand
4,20,1000,100,0.7116225277375784,1.2404622161733604e-05,5,PokerHand
4,10,1000,100,0.7116157742402316,2.157325593345244e-06,5,PokerHand
4,40,1000,100,0.7116092619392186,5.9448902768350274e-06,5,PokerHand
4,40,100,100,0.7098639652677279,1.986028832634992e-05,5,PokerHand
4,20,100,100,0.7098379160636759,6.527915389663473e-06,5,PokerHand
4,10,100,100,0.7098205499276411,6.738621546526734e-05,5,PokerHand
1,20,250,250,0.6894160636758321,0.0006557277332281,5,PokerHand
1,40,250,250,0.6894011095031356,0.0003106118108503,5,PokerHand
1,10,250,250,0.6884397009165462,0.0002397635931868,5,PokerHand
4,40,250,250,0.6857650747708635,0.0001030271205696,5,PokerHand
4,10,250,250,0.6846365171249398,0.0004956735772101,5,PokerHand
4,20,250,250,0.6840812831644959,0.0002257013300454,5,PokerHand
1,40,1000,250,0.6836888567293777,2.750061324419262e-06,5,PokerHand
1,20,1000,250,0.6835571635311144,3.870430905906501e-06,5,PokerHand
1,10,1000,250,0.6835429329474192,0.0001005871131842,5,PokerHand
4,40,1000,250,0.6821152918475639,9.41901794011408e-06,5,PokerHand
4,20,1000,250,0.6819954172696574,0.0001556688313778,5,PokerHand
4,10,1000,250,0.6818215147129763,8.679717421813787e-06,5,PokerHand
1,40,100,250,0.6806246985045827,0.000285710776453,5,PokerHand
1,20,500,250,0.6794693680656054,0.0001526531768213,5,PokerHand
1,20,100,250,0.679361312108056,0.0001206301211886,5,PokerHand
1,10,100,250,0.6791473709599615,0.0004816662705022,5,PokerHand
4,40,100,250,0.6789980704293295,0.0001327823606734,5,PokerHand
1,10,500,250,0.6787843704775687,9.343050626262989e-05,5,PokerHand
4,20,100,250,0.678742161119151,0.0001839981847684,5,PokerHand
1,40,500,250,0.6786278340569224,5.309333442083598e-05,5,PokerHand
4,10,100,250,0.6784628557645924,4.964779148335488e-05,5,PokerHand
4,10,500,250,0.6760547515677762,0.0002313939124715,5,PokerHand
4,40,500,250,0.675949107573565,0.0001561781183315,5,PokerHand
4,20,500,250,0.6759056922334781,0.0001522333929085,5,PokerHand
1,10,500,50,0.1790423363517893,0.0001093021501239,5,Powersupply
1,20,500,50,0.178875263140308,0.0002390957171784,5,Powersupply
1,40,500,50,0.1784007752197012,0.0,5,Powersupply
1,20,1000,50,0.1579643799913122,2.9886964647300463e-05,5,Powersupply
1,10,1000,50,0.1578507702075049,0.0,5,Powersupply
1,40,1000,50,0.1568817455809135,0.0,5,Powersupply
4,10,500,250,0.1544491596217462,0.0009467023340484,5,Powersupply
4,20,500,250,0.15316603735757,0.0013177406402369,5,Powersupply
4,40,500,250,0.152952183646874,0.0003572398773255,5,Powersupply
4,10,1000,250,0.1493233534935008,0.0001643783055601,5,Powersupply
4,20,1000,250,0.1483409630099909,0.0002918764701028,5,Powersupply
4,40,1000,250,0.1475924750225548,0.0002241522348547,5,Powersupply
4,20,500,50,0.1469241821766298,0.0,5,Powersupply
4,40,500,50,0.1468573528920373,0.0,5,Powersupply
4,10,500,50,0.146690279680556,0.0,5,Powersupply
4,10,250,250,0.1452668159187355,0.0003287566111203,5,Powersupply
4,20,250,250,0.1447455474989139,0.0004189508609257,5,Powersupply
4,40,250,250,0.1440304741537741,0.0002013214867028,5,Powersupply
1,20,1000,250,0.143121595883316,0.0008717956379099,5,Powersupply
1,10,1000,250,0.1419320346175693,0.0005201319398809,5,Powersupply
1,10,500,250,0.141230327129348,0.0008248071279068,5,Powersupply
1,20,500,250,0.1406288635680154,0.0002529380274371,5,Powersupply
1,40,500,250,0.1389982290239582,0.0011988361544553,5,Powersupply
1,40,1000,250,0.1380091556119891,0.0015689589011932,5,Powersupply
4,10,1000,50,0.1371671066261235,0.0,5,Powersupply
4,10,500,100,0.1370334480569385,0.0,5,Powersupply
1,10,500,100,0.1366859357770574,0.0005529088459751,5,Powersupply
4,20,500,100,0.1362649112841247,0.0,5,Powersupply
1,20,500,100,0.1361513015003174,0.0001505514127853,5,Powersupply
1,40,1000,100,0.1359374477896213,0.0004644515081068,5,Powersupply
4,20,1000,50,0.1359307648611621,0.0,5,Powersupply
4,40,1000,50,0.1358906672904066,3.660390667324045e-05,5,Powersupply
4,40,500,100,0.1347144718815784,0.0006656143067057,5,Powersupply
1,10,1000,100,0.1346543255254451,0.0005353647230526,5,Powersupply
1,20,1000,100,0.1338390082534166,0.000737245450357,5,Powersupply
1,40,500,100,0.1291943729742372,0.0002841227208805,5,Powersupply
4,10,1000,100,0.1289404216927857,0.000101351628216,5,Powersupply
4,40,100,250,0.1281718849199719,0.000261404179712,5,Powersupply
4,20,100,250,0.1279513482808166,0.0002656411523286,5,Powersupply
4,10,100,250,0.127777592140876,0.0002969958371141,5,Powersupply
4,20,1000,100,0.1277241287132021,7.320781334649736e-05,5,Powersupply
4,40,1000,100,0.127242957864136,0.0004526420016755,5,Powersupply
1,20,250,250,0.1244160791258729,0.0012360256400916,5,Powersupply
1,40,250,250,0.1233468105723928,0.0006141389455358,5,Powersupply
1,10,250,250,0.1230728105055634,0.0013582137578273,5,Powersupply
1,10,100,250,0.1225983225849567,0.0018851900360125,5,Powersupply
1,40,100,250,0.1220904200220536,0.0003820098930605,5,Powersupply
1,20,100,250,0.121382029605373,0.0007481448119909,5,Powersupply
4,40,250,100,0.1106559294282754,0.0004505404160973,5,Powersupply
4,10,250,100,0.1105089050021719,1.4943482323626184e-05,5,Powersupply
4,20,250,100,0.1104353927891201,0.000229079246179,5,Powersupply
1,40,250,100,0.1047682694556754,0.0008641416714134,5,Powersupply
1,20,250,100,0.1027767567748186,0.0002390957171784,5,Powersupply
4,40,100,100,0.1017943662913088,1.8301953336654583e-05,5,Powersupply
1,10,250,100,0.1014602198683462,0.0007059115044541,5,Powersupply
4,20,100,100,0.1007986099508804,0.0003279064503718,5,Powersupply
4,10,100,100,0.1007184148093694,5.977392929457933e-05,5,Powersupply
1,40,100,100,0.0947171450529621,0.0009128376351009,5,Powersupply
1,10,100,100,0.0945099742707254,0.0010821392654331,5,Powersupply
1,20,100,100,0.0942159254185183,0.0004734985687551,5,Powersupply
4,10,250,50,0.0890366558625989,0.0001647175800296,5,Powersupply
4,40,250,50,0.0881678751628963,0.0002771603081274,5,Powersupply
4,20,250,50,0.0880141678083336,0.0,5,Powersupply
1,10,100,50,0.0859892404851805,0.0001369592777887,5,Powersupply
1,20,100,50,0.0858488989875363,8.966089394190857e-05,5,Powersupply
1,40,100,50,0.0852541183546629,0.0005201319398809,5,Powersupply
4,10,100,50,0.0790924583152336,9.15097666830812e-05,5,Powersupply
4,20,100,50,0.0786647508938416,0.0002078702310956,5,Powersupply
1,10,250,50,0.0784375313262271,1.830195333665337e-05,5,Powersupply
1,20,250,50,0.0783573361847161,0.0,5,Powersupply
4,40,100,50,0.078277141043205,0.0002248981678145,5,Powersupply
1,40,250,50,0.078196945901694,0.0001344913409128,5,Powersupply
1,20,1000,250,0.5361426886649078,0.0001304955232525,5,RialtoBridgeTimelapse
1,10,1000,250,0.53576335274593,0.0,5,RialtoBridgeTimelapse
1,40,1000,250,0.5351554426193632,0.0,5,RialtoBridgeTimelapse
1,10,500,250,0.5320356478498219,0.0002751893050768,5,RialtoBridgeTimelapse
1,20,500,250,0.5318435482498267,2.6637287140518227e-05,5,RialtoBridgeTimelapse
1,40,500,250,0.5317487142700823,2.174925387543632e-05,5,RialtoBridgeTimelapse
4,10,500,250,0.5280769371056182,0.0002675357145384,5,RialtoBridgeTimelapse
4,40,500,250,0.5279796714853676,0.000170735106144,5,RialtoBridgeTimelapse
4,20,500,250,0.527310970346144,0.0006585886319216,5,RialtoBridgeTimelapse
4,40,100,250,0.5250762927208841,0.0002226976508409,5,RialtoBridgeTimelapse
4,20,100,250,0.524901214604433,0.0019992869277645,5,RialtoBridgeTimelapse
4,10,100,250,0.5248258337487386,0.0014609485575833,5,RialtoBridgeTimelapse
4,10,250,250,0.5181996133691594,7.813478103351795e-05,5,RialtoBridgeTimelapse
4,40,1000,250,0.5172585684932339,0.0,5,RialtoBridgeTimelapse
4,40,250,250,0.5172439786501963,0.0001576820905968,5,RialtoBridgeTimelapse
4,20,250,250,0.5166287736021107,0.0003761583602057,5,RialtoBridgeTimelapse
4,20,1000,250,0.516604457197048,4.6615252495953975e-05,5,RialtoBridgeTimelapse
4,10,1000,250,0.5166020255565417,0.0,5,RialtoBridgeTimelapse
1,20,1000,100,0.5138883147515471,5.437313468819772e-06,5,RialtoBridgeTimelapse
1,40,1000,100,0.5133728069642184,0.0003969238832264,5,RialtoBridgeTimelapse
1,10,1000,100,0.5131418011161231,1.087462693766644e-05,5,RialtoBridgeTimelapse
1,10,100,250,0.5100633442351883,0.001567427623885,5,RialtoBridgeTimelapse
1,20,100,250,0.5098372016681054,0.0014750460388635,5,RialtoBridgeTimelapse
1,40,100,250,0.5093581684883708,0.0017976551046522,5,RialtoBridgeTimelapse
1,20,250,250,0.5042736081897652,0.0002259921737095,5,RialtoBridgeTimelapse
1,10,250,250,0.5040571921847075,0.0004960636030528,5,RialtoBridgeTimelapse
1,40,250,250,0.5039574949239505,0.0003371572815197,5,RialtoBridgeTimelapse
1,20,500,100,0.495446753152014,9.988982677689836e-05,5,RialtoBridgeTimelapse
