n_reference_samples,recent_samples_proportion,threshold,lpd (ht) (mean),lpd (ht) (std),count,stream
250,0.5,0.6,0.0002293258523556,2.031464213231901e-05,5,Powersupply
250,0.1,0.7,0.0002027909636768,2.3623497629012613e-05,5,Powersupply
125,0.5,0.7,0.0001521805385447,3.136611698947197e-05,5,Powersupply
125,0.1,0.8,0.0001023383330689,8.699248770823927e-06,5,Powersupply
250,0.5,0.8,8.114984557661924e-05,0.0,5,Powersupply
250,0.1,0.6,4.347692386831541e-05,3.625386528865909e-05,5,Powersupply
125,1.0,0.6,3.29022722971202e-05,2.393744209378041e-05,5,Powersupply
125,0.1,0.7,2.5797560566878944e-05,1.4631653913062774e-05,5,Powersupply
50,0.5,0.7,-1.0567383368057229e-05,2.03901841680227e-05,5,Powersupply
50,1.0,0.7,-3.764807358936304e-05,1.952712808618036e-05,5,Powersupply
50,0.5,0.6,-5.367520017124862e-05,4.375047669619433e-06,5,Powersupply
125,0.5,0.6,-7.844195686791935e-05,2.0915776530031543e-05,5,Powersupply
50,0.1,0.6,-8.552611498574827e-05,6.581755514001112e-06,5,Powersupply
50,0.1,0.7,-9.035494749857124e-05,4.613566600246222e-06,5,Powersupply
50,1.0,0.6,-9.035567236963313e-05,5.763110318666725e-06,5,Powersupply
50,0.1,0.8,-0.0001241708865701,3.588131534229332e-06,5,Powersupply
125,0.1,0.6,-0.0001325424842031,4.900499508978457e-06,5,Powersupply
500,1.0,0.8,0.0021791149674059,7.624898118658104e-06,5,RialtoBridgeTimelapse
500,0.5,0.8,0.002027931217338,2.126193205869671e-05,5,RialtoBridgeTimelapse
500,0.1,0.8,0.002002366885903,2.2753338151825155e-05,5,RialtoBridgeTimelapse
500,1.0,0.7,0.0019248792140474,1.5158533032823917e-05,5,RialtoBridgeTimelapse
500,0.5,0.7,0.0018515750733085,1.0124884426069864e-05,5,RialtoBridgeTimelapse
500,0.1,0.7,0.0018437909924998,1.5283283405933333e-05,5,RialtoBridgeTimelapse
500,1.0,0.6,0.0017246226664697,1.0168667437103466e-05,5,RialtoBridgeTimelapse
500,0.5,0.6,0.0017069081353262,4.498581018654183e-06,5,RialtoBridgeTimelapse
500,0.1,0.6,0.0016931143445138,2.9520498797253367e-05,5,RialtoBridgeTimelapse
250,1.0,0.8,0.0016073963275674,1.578509222214098e-05,5,RialtoBridgeTimelapse
250,0.1,0.8,0.0015987033295404,3.23045159288168e-05,5,RialtoBridgeTimelapse
250,0.5,0.8,0.001575457631807,5.62044175479925e-05,5,RialtoBridgeTimelapse
250,0.1,0.7,0.0013981271405726,3.4631558458453846e-05,5,RialtoBridgeTimelapse
125,1.0,0.8,0.0013402043175848,8.229371487869378e-06,5,RialtoBridgeTimelapse
250,0.5,0.7,0.0013295125461002,2.6726324949102743e-05,5,RialtoBridgeTimelapse
250,1.0,0.7,0.0013025883127863,2.0603064312296224e-05,5,RialtoBridgeTimelapse
125,0.5,0.8,0.0012333614380863,5.143435375801122e-05,5,RialtoBridgeTimelapse
50,0.1,0.8,0.0011584103446391,7.884631034487222e-05,5,RialtoBridgeTimelapse
250,0.1,0.6,0.001146123146543,2.706402017658597e-05,5,RialtoBridgeTimelapse
125,0.1,0.8,0.0011425573089917,2.4452121531573825e-05,5,RialtoBridgeTimelapse
250,0.5,0.6,0.0011168859853412,1.8482637734049868e-05,5,RialtoBridgeTimelapse
125,0.5,0.7,0.0010888293047609,4.721817502014373e-05,5,RialtoBridgeTimelapse
250,1.0,0.6,0.0010792626033913,5.768861648874354e-06,5,RialtoBridgeTimelapse
125,0.1,0.7,0.0010608208903567,3.2571630698640765e-05,5,RialtoBridgeTimelapse
50,0.5,0.8,0.0010607045075804,4.84705946506559e-05,5,RialtoBridgeTimelapse
125,1.0,0.7,0.0010178689750913,2.148175182125497e-05,5,RialtoBridgeTimelapse
50,1.0,0.8,0.0009882185225259,3.688008989064777e-05,5,RialtoBridgeTimelapse
50,0.5,0.7,0.0008123179904468,1.737975422044895e-05,5,RialtoBridgeTimelapse
125,0.5,0.6,0.000802449217613,5.814151039593079e-05,5,RialtoBridgeTimelapse
50,0.1,0.7,0.0007982456151723,9.900440479555892e-05,5,RialtoBridgeTimelapse
125,0.1,0.6,0.0007733548212276,3.559385825262919e-05,5,RialtoBridgeTimelapse
50,1.0,0.7,0.0007592466339316,1.4956140976928636e-05,5,RialtoBridgeTimelapse
125,1.0,0.6,0.0007251770403494,1.555716373950686e-05,5,RialtoBridgeTimelapse
50,0.5,0.6,0.0005943711095659,1.138183456492524e-05,5,RialtoBridgeTimelapse
50,1.0,0.6,0.0005609056394004,4.877817556116704e-05,5,RialtoBridgeTimelapse
50,0.1,0.6,0.0003336129768895,3.1744172868171376e-05,5,RialtoBridgeTimelapse
500,1.0,0.8,0.0739873278876801,0.0118389439539204,5,SineClusters
500,1.0,0.7,0.0155962130031283,0.0021200249788447,5,SineClusters
500,0.5,0.8,0.0102099507070951,0.0001138788778655,5,SineClusters
500,1.0,0.6,0.0095622431121203,0.000342409344352,5,SineClusters
125,0.1,0.8,0.0004040497235074,2.264490403151304e-07,2,SineClusters
50,0.1,0.8,0.0001989362291595,9.271302291188629e-06,5,SineClusters
50,0.1,0.7,0.0001749431019155,1.74427576502715e-06,5,SineClusters
50,0.1,0.6,0.0001667757372258,6.454396562454717e-07,5,SineClusters
50,0.5,0.8,0.000163371703387,1.572198030928251e-07,5,SineClusters
50,0.5,0.7,0.0001623852152369,8.705387074465555e-08,4,SineClusters
125,1.0,0.8,0.0140074632801268,0.00068885921241,5,WaveformDrift2
50,1.0,0.8,0.0139532110741711,0.0002172025600463,5,WaveformDrift2
250,1.0,0.8,0.0126478307221793,0.000310931995716,5,WaveformDrift2
250,0.1,0.8,0.0117392538680913,1.2958048108936664e-06,5,WaveformDrift2
125,0.5,0.8,0.0117368419758957,0.0002973784483685,5,WaveformDrift2
500,0.1,0.7,0.0116961532009342,3.280835587413335e-06,5,WaveformDrift2
500,0.1,0.8,0.0116608381832337,2.526537907606915e-06,5,WaveformDrift2
125,0.5,0.7,0.0114840174950244,0.0002091622906916,5,WaveformDrift2
250,0.5,0.8,0.0114417216178665,1.217340850905354e-05,5,WaveformDrift2
50,0.5,0.8,0.0112854183405747,0.0005395016356524,5,WaveformDrift2
500,0.5,0.7,0.011239380761273,2.673905590377163e-05,5,WaveformDrift2
250,0.5,0.7,0.0111972208658735,0.0001716061204233,5,WaveformDrift2
500,0.5,0.8,0.0111254349855255,9.425998124335426e-06,5,WaveformDrift2
125,1.0,0.7,0.0094777697445035,0.0002376050928033,5,WaveformDrift2
250,1.0,0.7,0.0094063505149885,0.000386038708809,5,WaveformDrift2
50,1.0,0.7,0.0090784535838543,0.0007786199305778,5,WaveformDrift2
500,1.0,0.7,0.0079577636930259,0.0001613883538222,5,WaveformDrift2
500,0.5,0.6,0.0079372885592966,0.0001506100581737,5,WaveformDrift2
250,1.0,0.6,0.007117225562851,0.0001667595853591,5,WaveformDrift2
250,0.5,0.6,0.0070387875834178,0.0005493683414097,5,WaveformDrift2
500,1.0,0.6,0.0065124424900616,5.233249809722574e-05,5,WaveformDrift2
125,0.1,0.8,0.0060235252440098,0.0003665454449104,5,WaveformDrift2
250,0.1,0.7,0.0059996115625986,0.0005177357987188,5,WaveformDrift2
125,1.0,0.6,0.004887747992227,0.0001667644933678,5,WaveformDrift2
50,0.5,0.7,0.0033019736614345,0.0001740640672287,5,WaveformDrift2
500,0.1,0.6,0.0031978917730608,2.146267974299349e-05,5,WaveformDrift2
125,0.5,0.6,0.0025207695674293,0.0001284855134956,5,WaveformDrift2
50,1.0,0.6,0.0010559181001964,5.315517892016425e-05,5,WaveformDrift2
250,0.1,0.6,0.0009600558907888,2.497294186511784e-05,5,WaveformDrift2
125,0.1,0.7,0.0009511266663573,5.1235672299760926e-05,5,WaveformDrift2
50,0.5,0.6,0.0004127649638885,1.0587363335801951e-05,5,WaveformDrift2
50,0.1,0.8,0.0003981673739249,3.780450928687488e-06,5,WaveformDrift2
125,0.1,0.6,0.000359265389059,2.50448858369882e-06,5,WaveformDrift2
50,0.1,0.7,0.0001500938368019,2.3380372940306497e-06,5,WaveformDrift2
50,0.1,0.6,9.348727491884012e-05,1.2531159643050905e-06,5,WaveformDrift2
