n_reference_samples,recent_samples_proportion,threshold,acc (ht-dd) (mean),acc (ht-dd) (std),count,stream
50,0.1,0.8,0.0901727537006715,0.001865632574831,5,Powersupply
125,0.1,0.6,0.575788155479094,0.0065566369266449,5,RialtoBridgeTimelapse
125,0.5,0.6,0.5706646889323882,0.0050270940367793,5,RialtoBridgeTimelapse
125,1.0,0.6,0.5666670719400844,0.0011670734542935,5,RialtoBridgeTimelapse
250,0.1,0.6,0.5601502753832873,0.0043577735417305,5,RialtoBridgeTimelapse
250,0.5,0.6,0.5563082833833846,0.0029288072722874,5,RialtoBridgeTimelapse
50,0.5,0.6,0.5493221802088779,0.0159898308341693,5,RialtoBridgeTimelapse
250,1.0,0.6,0.5458303444418777,0.0018722842387943,5,RialtoBridgeTimelapse
50,0.1,0.6,0.5349122785687364,0.0019940564151105,5,RialtoBridgeTimelapse
250,0.5,0.7,0.5295723960169728,0.0041445152856603,5,RialtoBridgeTimelapse
50,1.0,0.6,0.5263383141436371,0.0223305396828836,5,RialtoBridgeTimelapse
250,0.1,0.7,0.5219321815462802,0.0076082695536447,5,RialtoBridgeTimelapse
250,1.0,0.7,0.5196610293134263,0.0017102187691127,5,RialtoBridgeTimelapse
125,1.0,0.7,0.5105253559313792,0.0046713959641279,5,RialtoBridgeTimelapse
500,0.1,0.6,0.5068973482960278,0.0038838406973619,5,RialtoBridgeTimelapse
500,0.5,0.6,0.5066736373694514,0.0006036764882297,5,RialtoBridgeTimelapse
125,0.5,0.7,0.5020243407214677,0.0106158898249995,5,RialtoBridgeTimelapse
125,0.1,0.7,0.5003708251772058,0.0096127642510979,5,RialtoBridgeTimelapse
500,1.0,0.6,0.5000863232379725,0.0015740670330791,5,RialtoBridgeTimelapse
500,0.5,0.7,0.4949604250507605,0.003797244317855,5,RialtoBridgeTimelapse
500,0.1,0.7,0.4942844289900181,0.0056553261881948,5,RialtoBridgeTimelapse
50,0.1,0.7,0.4912813529647776,0.0373879095987908,5,RialtoBridgeTimelapse
500,1.0,0.7,0.4864618414813553,0.0010904152248142,5,RialtoBridgeTimelapse
250,1.0,0.8,0.4761541173752872,0.0017159527287329,5,RialtoBridgeTimelapse
500,1.0,0.8,0.4724628870867731,0.0005994376091622,5,RialtoBridgeTimelapse
500,0.5,0.8,0.4719279261753942,0.0036529339232887,5,RialtoBridgeTimelapse
500,0.1,0.8,0.461829323152865,0.0037517167427777,5,RialtoBridgeTimelapse
250,0.5,0.8,0.4479008863329644,0.0043593268661595,5,RialtoBridgeTimelapse
50,1.0,0.7,0.4474486011987987,0.0051996994872257,5,RialtoBridgeTimelapse
50,0.5,0.7,0.4410120487787085,0.0121114872939025,5,RialtoBridgeTimelapse
125,1.0,0.8,0.4409001933154202,0.0097202095695038,5,RialtoBridgeTimelapse
250,0.1,0.8,0.4346046760446935,0.0043908486182422,5,RialtoBridgeTimelapse
125,0.5,0.8,0.4135028997313036,0.0115027147137204,5,RialtoBridgeTimelapse
125,0.1,0.8,0.411997714257924,0.0068039108994052,5,RialtoBridgeTimelapse
50,0.1,0.8,0.3869104791547617,0.0051571492263251,5,RialtoBridgeTimelapse
50,1.0,0.8,0.3858673053775729,0.0032978706950668,5,RialtoBridgeTimelapse
50,0.5,0.8,0.372680518912084,0.0077229262324263,5,RialtoBridgeTimelapse
125,0.1,0.8,0.8570161175848141,0.0002783058705455,2,SineClusters
50,0.1,0.8,0.8569535312866968,0.0009640193590588,5,SineClusters
50,0.1,0.7,0.8548643103248036,0.0007074355181084,5,SineClusters
50,0.1,0.6,0.8545907372278787,0.0005432235323146,5,SineClusters
50,0.5,0.8,0.8541481166040803,0.0003143418090539,5,SineClusters
50,0.5,0.7,0.8536029060689352,0.0002643826055069,4,SineClusters
500,0.5,0.8,0.8239208702721535,0.0003993434826247,5,SineClusters
500,1.0,0.6,0.7960189952640884,0.0007900502181388,5,SineClusters
500,1.0,0.7,0.7159937026570142,0.0168936368494976,5,SineClusters
500,1.0,0.8,0.6216058224613836,0.0002721190102841,5,SineClusters
250,0.1,0.8,0.7986437484676034,3.88741443263455e-05,5,WaveformDrift2
125,0.1,0.8,0.7983366239531312,0.0002022945995972,5,WaveformDrift2
500,0.1,0.7,0.7973507284528926,9.842506762265598e-05,5,WaveformDrift2
250,0.1,0.7,0.7971094163343786,0.0006070449819682,5,WaveformDrift2
500,0.1,0.8,0.7962912779218768,7.57961372283223e-05,5,WaveformDrift2
50,0.5,0.8,0.7955750842011536,0.0033189005826025,5,WaveformDrift2
125,0.5,0.7,0.7954886247790123,0.0001460392884084,5,WaveformDrift2
50,0.5,0.7,0.7950318093247132,0.0001929411500957,5,WaveformDrift2
50,1.0,0.7,0.7949001845327965,0.0013096733485394,5,WaveformDrift2
125,0.5,0.8,0.7936639438400888,0.0020689194595663,5,WaveformDrift2
250,0.5,0.6,0.792521905204341,0.0003216534416607,5,WaveformDrift2
500,0.1,0.6,0.7918289393880737,0.0015177931510926,5,WaveformDrift2
125,0.5,0.6,0.7916366639567445,0.0008863799955016,5,WaveformDrift2
125,1.0,0.7,0.7912869549507697,5.871143543844042e-05,5,WaveformDrift2
250,0.5,0.7,0.7912792123159511,0.0003092816775561,5,WaveformDrift2
125,1.0,0.6,0.7912340469461758,0.0003241353474297,5,WaveformDrift2
250,0.5,0.8,0.789717780960861,0.0003652022552721,5,WaveformDrift2
500,0.5,0.6,0.7860813234743784,0.0002195453801759,5,WaveformDrift2
250,1.0,0.6,0.7850941375350031,0.0003994529282106,5,WaveformDrift2
500,0.5,0.7,0.783647555263056,0.0008021716771126,5,WaveformDrift2
250,1.0,0.7,0.7827558618197773,8.768816418822576e-05,5,WaveformDrift2
50,1.0,0.6,0.7815802717664821,0.0007665088984405,5,WaveformDrift2
125,0.1,0.7,0.7803582259042752,0.0017261739881485,5,WaveformDrift2
500,0.5,0.8,0.7802291819906315,0.0002827799437303,5,WaveformDrift2
250,0.1,0.6,0.7794381427999948,0.0007057711175984,5,WaveformDrift2
500,1.0,0.6,0.7772805285638703,0.0009777322757003,5,WaveformDrift2
500,1.0,0.7,0.7694359490534629,0.0008077288311927,5,WaveformDrift2
250,1.0,0.8,0.7675131947401701,0.0050131492715927,5,WaveformDrift2
50,1.0,0.8,0.7673054340392035,0.0073762518641022,5,WaveformDrift2
50,0.5,0.6,0.757545842850322,0.0010344863911099,5,WaveformDrift2
50,0.1,0.8,0.7564631644148504,0.0010490861452857,5,WaveformDrift2
125,1.0,0.8,0.7538564773592453,0.0112012601630949,5,WaveformDrift2
125,0.1,0.6,0.751039448724401,0.0004546990066681,5,WaveformDrift2
50,0.1,0.7,0.7021653568709432,0.0015313155202849,5,WaveformDrift2
50,0.1,0.6,0.665993057437446,0.0012935051262492,5,WaveformDrift2
