seed,confidence,feature_proportion,n_clusters,n_samples,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1733180827,0.1,0.1,2,500,0.0013802239156649,0.0011820925989894,0.6963430513561828,0.7032287965394717,0.8191829798503675,0.8084350378495289,0.6326115658062732,0.6675166905378538,0.8123670179506259,0.8011146365665909,"[999, 1499, 1999, 2499, 2999, 3499, 3999, 4499, 4999, 5499, 5999, 6499, 6999, 7499, 8020, 8560, 9060, 9560, 10060, 10560, 11060, 11560, 12060, 12560, 13060, 13560, 14060, 14560, 15060, 15560, 16060, 16560, 17060, 17560, 18060, 18560, 19060, 19560, 20060, 20560, 21060, 21560, 22060, 22560, 23060, 23560, 24060, 24560, 25060, 25560, 26060, 26560, 27060, 27560, 28060, 28560, 29060, 29560, 30060, 30560, 31060, 31560, 32060, 32560, 33060, 33560, 34060, 34560, 35060, 35560, 36060, 36560, 37060, 37560, 38060, 38560, 39060, 39560, 40060, 40560, 41060, 41560, 42060, 42560, 43060, 43560, 44060, 44560, 45060]"
1733181250,0.1,0.1,2,500,0.0013802239156649,0.0011820925989894,0.6963430513561828,0.7032287965394717,0.8191829798503675,0.8084350378495289,0.6326115658062732,0.6675166905378538,0.8123670179506259,0.8011146365665909,"[999, 1499, 1999, 2499, 2999, 3499, 3999, 4499, 4999, 5499, 5999, 6499, 6999, 7499, 8020, 8560, 9060, 9560, 10060, 10560, 11060, 11560, 12060, 12560, 13060, 13560, 14060, 14560, 15060, 15560, 16060, 16560, 17060, 17560, 18060, 18560, 19060, 19560, 20060, 20560, 21060, 21560, 22060, 22560, 23060, 23560, 24060, 24560, 25060, 25560, 26060, 26560, 27060, 27560, 28060, 28560, 29060, 29560, 30060, 30560, 31060, 31560, 32060, 32560, 33060, 33560, 34060, 34560, 35060, 35560, 36060, 36560, 37060, 37560, 38060, 38560, 39060, 39560, 40060, 40560, 41060, 41560, 42060, 42560, 43060, 43560, 44060, 44560, 45060]"
1733181260,0.1,0.1,2,1000,0.0029105725404637,0.0020209536000403,0.6963430513561828,0.7032287965394717,0.8185870980556598,0.7881088477411666,0.6326115658062732,0.6675166905378538,0.8123214930770424,0.7808653671344397,"[1999, 2999, 3999, 4999, 6331, 7331, 8331, 9456, 10456, 11456, 12525, 13525, 14525, 15525, 16525, 17708, 18708, 19708, 20893, 22131, 23131, 24131, 25131, 26131, 27131, 28131, 29131, 30131, 31131, 32178, 33203, 34203, 35203, 36203, 37203, 38203, 39203, 40203, 41203, 42203, 43631, 44631]"
1733181272,0.1,0.1,3,100,0.0003231318088268,0.0003107944063298,0.6963430513561828,0.7032287965394717,0.8414292335194544,0.8427754849815718,0.6326115658062732,0.6675166905378538,0.8367766093604263,0.8384945416649061,"[210, 310, 410, 510, 610, 710, 810, 910, 1010, 1110, 1210, 1310, 1410, 1510, 1610, 1710, 1810, 1910, 2010, 2110, 2210, 2310, 2410, 2510, 2610, 2710, 2810, 2910, 3010, 3110, 3210, 3310, 3410, 3510, 3610, 3710, 3810, 3910, 4010, 4110, 4210, 4310, 4410, 4510, 4610, 4710, 4810, 4910, 5010, 5110, 5210, 5310, 5410, 5510, 5610, 5710, 5810, 5930, 6030, 6130, 6230, 6330, 6430, 6530, 6650, 6750, 6850, 6950, 7050, 7150, 7250, 7350, 7450, 7550, 7650, 7750, 7850, 7950, 8050, 8150, 8250, 8350, 8450, 8550, 8650, 8750, 8850, 8950, 9050, 9150, 9250, 9350, 9450, 9550, 9650, 9750, 9850, 9950, 10050, 10150, 10250, 10350, 10450, 10550, 10650, 10750, 10850, 10970, 11070, 11170, 11270, 11370, 11470, 11570, 11690, 11790, 11890, 11990, 12090, 12190, 12290, 12390, 12490, 12590, 12690, 12790, 12890, 12990, 13090, 13190, 13290, 13390, 13490, 13590, 13690, 13790, 13890, 13990, 14090, 14190, 14290, 14390, 14490, 14590, 14690, 14790, 14890, 14990, 15090, 15190, 15290, 15390, 15490, 15590, 15690, 15790, 15890, 16010, 16110, 16210, 16310, 16410, 16510, 16610, 16730, 16830, 16930, 17030, 17130, 17230, 17330, 17430, 17530, 17630, 17730, 17830, 17930, 18030, 18130, 18230, 18330, 18430, 18530, 18630, 18730, 18830, 18930, 19030, 19130, 19230, 19330, 19430, 19530, 19630, 19730, 19830, 19930, 20030, 20130, 20230, 20330, 20430, 20530, 20630, 20730, 20830, 20930, 21050, 21150, 21250, 21350, 21450, 21550, 21650, 21770, 21870, 21970, 22070, 22170, 22270, 22370, 22470, 22570, 22670, 22770, 22870, 22970, 23070, 23170, 23270, 23370, 23470, 23570, 23670, 23770, 23870, 23970, 24070, 24170, 24270, 24370, 24470, 24570, 24670, 24770, 24870, 24970, 25070, 25170, 25270, 25370, 25470, 25570, 25670, 25770, 25870, 25970, 26090, 26190, 26290, 26390, 26490, 26590, 26690, 26810, 26910, 27010, 27110, 27210, 27310, 27410, 27510, 27610, 27710, 27810, 27910, 28010, 28110, 28210, 28310, 28410, 28510, 28610, 28710, 28810, 28910, 29010, 29110, 29210, 29310, 29410, 29510, 29610, 29710, 29810, 29910, 30010, 30110, 30210, 30310, 30410, 30510, 30610, 30710, 30810, 30910, 31010, 31130, 31230, 31330, 31430, 31530, 31630, 31730, 31830, 31930, 32030, 32130, 32230, 32330, 32430, 32530, 32630, 32730, 32830, 32930, 33030, 33130, 33230, 33330, 33430, 33530, 33630, 33730, 33830, 33930, 34030, 34130, 34230, 34330, 34430, 34530, 34630, 34730, 34830, 34930, 35030, 35130, 35230, 35330, 35430, 35530, 35630, 35730, 35830, 35930, 36030, 36130, 36230, 36330, 36430, 36530, 36630, 36730, 36830, 36930, 37030, 37130, 37230, 37330, 37430, 37530, 37630, 37730, 37850, 37950, 38050, 38150, 38250, 38350, 38450, 38570, 38670, 38770, 38870, 38970, 39070, 39170, 39270, 39370, 39470, 39570, 39670, 39770, 39870, 39970, 40070, 40170, 40270, 40370, 40470, 40570, 40670, 40770, 40870, 40970, 41070, 41170, 41270, 41370, 41470, 41570, 41670, 41770, 41870, 41970, 42070, 42170, 42270, 42370, 42470, 42570, 42670, 42770, 42890, 42990, 43090, 43190, 43290, 43390, 43490, 43610, 43710, 43810, 43910, 44010, 44110, 44210, 44310, 44410, 44510, 44610, 44710, 44810, 44910, 45010, 45110, 45210, 45310]"
1733181297,0.1,0.1,3,500,0.0013405480575071,0.0011592789805486,0.6963430513561828,0.7032287965394717,0.8156518284743219,0.8064046258083026,0.6326115658062732,0.6675166905378538,0.8088949830470298,0.7993278260227363,"[999, 1499, 1999, 2499, 2999, 3499, 3999, 4499, 4999, 5499, 5999, 6499, 6999, 7499, 7999, 8536, 9036, 9536, 10036, 10536, 11036, 11536, 12036, 12536, 13036, 13536, 14036, 14536, 15036, 15536, 16036, 16536, 17036, 17536, 18036, 18536, 19036, 19536, 20036, 20536, 21036, 21536, 22036, 22536, 23036, 23536, 24036, 24536, 25036, 25536, 26036, 26536, 27036, 27536, 28036, 28536, 29036, 29536, 30036, 30536, 31036, 31537, 32037, 32537, 33037, 33537, 34037, 34537, 35037, 35537, 36037, 36537, 37037, 37537, 38037, 38537, 39037, 39537, 40037, 40537, 41037, 41537, 42037, 42537, 43037, 43537, 44037, 44537, 45037]"
1733181307,0.1,0.1,3,1000,0.0026152589878837,0.0019581839448979,0.6963430513561828,0.7032287965394717,0.8114144468230673,0.7893888901149831,0.6326115658062732,0.6675166905378538,0.804356796200425,0.7798748683585752,"[1999, 2999, 3999, 4999, 6171, 7171, 8171, 9206, 10206, 11206, 12206, 13206, 14206, 15206, 16206, 17206, 18206, 19206, 20206, 21206, 22206, 23206, 24206, 25206, 26277, 27277, 28277, 29277, 30277, 31277, 32277, 33277, 34277, 35277, 36277, 37277, 38277, 39277, 40277, 41277, 42277, 43277, 44277, 45277]"
1733181340,0.1,0.01,2,500,0.0013802239156649,0.0011820925989894,0.6963430513561828,0.7032287965394717,0.8191829798503675,0.8084350378495289,0.6326115658062732,0.6675166905378538,0.8123670179506259,0.8011146365665909,"[999, 1499, 1999, 2499, 2999, 3499, 3999, 4499, 4999, 5499, 5999, 6499, 6999, 7499, 8020, 8560, 9060, 9560, 10060, 10560, 11060, 11560, 12060, 12560, 13060, 13560, 14060, 14560, 15060, 15560, 16060, 16560, 17060, 17560, 18060, 18560, 19060, 19560, 20060, 20560, 21060, 21560, 22060, 22560, 23060, 23560, 24060, 24560, 25060, 25560, 26060, 26560, 27060, 27560, 28060, 28560, 29060, 29560, 30060, 30560, 31060, 31560, 32060, 32560, 33060, 33560, 34060, 34560, 35060, 35560, 36060, 36560, 37060, 37560, 38060, 38560, 39060, 39560, 40060, 40560, 41060, 41560, 42060, 42560, 43060, 43560, 44060, 44560, 45060]"
1733181349,0.1,0.01,2,1000,0.0029105725404637,0.0020209536000403,0.6963430513561828,0.7032287965394717,0.8185870980556598,0.7881088477411666,0.6326115658062732,0.6675166905378538,0.8123214930770424,0.7808653671344397,"[1999, 2999, 3999, 4999, 6331, 7331, 8331, 9456, 10456, 11456, 12525, 13525, 14525, 15525, 16525, 17708, 18708, 19708, 20893, 22131, 23131, 24131, 25131, 26131, 27131, 28131, 29131, 30131, 31131, 32178, 33203, 34203, 35203, 36203, 37203, 38203, 39203, 40203, 41203, 42203, 43631, 44631]"
1733181361,0.1,0.01,3,100,0.0003231318088268,0.0003107944063298,0.6963430513561828,0.7032287965394717,0.8414292335194544,0.8427754849815718,0.6326115658062732,0.6675166905378538,0.8367766093604263,0.8384945416649061,"[210, 310, 410, 510, 610, 710, 810, 910, 1010, 1110, 1210, 1310, 1410, 1510, 1610, 1710, 1810, 1910, 2010, 2110, 2210, 2310, 2410, 2510, 2610, 2710, 2810, 2910, 3010, 3110, 3210, 3310, 3410, 3510, 3610, 3710, 3810, 3910, 4010, 4110, 4210, 4310, 4410, 4510, 4610, 4710, 4810, 4910, 5010, 5110, 5210, 5310, 5410, 5510, 5610, 5710, 5810, 5930, 6030, 6130, 6230, 6330, 6430, 6530, 6650, 6750, 6850, 6950, 7050, 7150, 7250, 7350, 7450, 7550, 7650, 7750, 7850, 7950, 8050, 8150, 8250, 8350, 8450, 8550, 8650, 8750, 8850, 8950, 9050, 9150, 9250, 9350, 9450, 9550, 9650, 9750, 9850, 9950, 10050, 10150, 10250, 10350, 10450, 10550, 10650, 10750, 10850, 10970, 11070, 11170, 11270, 11370, 11470, 11570, 11690, 11790, 11890, 11990, 12090, 12190, 12290, 12390, 12490, 12590, 12690, 12790, 12890, 12990, 13090, 13190, 13290, 13390, 13490, 13590, 13690, 13790, 13890, 13990, 14090, 14190, 14290, 14390, 14490, 14590, 14690, 14790, 14890, 14990, 15090, 15190, 15290, 15390, 15490, 15590, 15690, 15790, 15890, 16010, 16110, 16210, 16310, 16410, 16510, 16610, 16730, 16830, 16930, 17030, 17130, 17230, 17330, 17430, 17530, 17630, 17730, 17830, 17930, 18030, 18130, 18230, 18330, 18430, 18530, 18630, 18730, 18830, 18930, 19030, 19130, 19230, 19330, 19430, 19530, 19630, 19730, 19830, 19930, 20030, 20130, 20230, 20330, 20430, 20530, 20630, 20730, 20830, 20930, 21050, 21150, 21250, 21350, 21450, 21550, 21650, 21770, 21870, 21970, 22070, 22170, 22270, 22370, 22470, 22570, 22670, 22770, 22870, 22970, 23070, 23170, 23270, 23370, 23470, 23570, 23670, 23770, 23870, 23970, 24070, 24170, 24270, 24370, 24470, 24570, 24670, 24770, 24870, 24970, 25070, 25170, 25270, 25370, 25470, 25570, 25670, 25770, 25870, 25970, 26090, 26190, 26290, 26390, 26490, 26590, 26690, 26810, 26910, 27010, 27110, 27210, 27310, 27410, 27510, 27610, 27710, 27810, 27910, 28010, 28110, 28210, 28310, 28410, 28510, 28610, 28710, 28810, 28910, 29010, 29110, 29210, 29310, 29410, 29510, 29610, 29710, 29810, 29910, 30010, 30110, 30210, 30310, 30410, 30510, 30610, 30710, 30810, 30910, 31010, 31130, 31230, 31330, 31430, 31530, 31630, 31730, 31830, 31930, 32030, 32130, 32230, 32330, 32430, 32530, 32630, 32730, 32830, 32930, 33030, 33130, 33230, 33330, 33430, 33530, 33630, 33730, 33830, 33930, 34030, 34130, 34230, 34330, 34430, 34530, 34630, 34730, 34830, 34930, 35030, 35130, 35230, 35330, 35430, 35530, 35630, 35730, 35830, 35930, 36030, 36130, 36230, 36330, 36430, 36530, 36630, 36730, 36830, 36930, 37030, 37130, 37230, 37330, 37430, 37530, 37630, 37730, 37850, 37950, 38050, 38150, 38250, 38350, 38450, 38570, 38670, 38770, 38870, 38970, 39070, 39170, 39270, 39370, 39470, 39570, 39670, 39770, 39870, 39970, 40070, 40170, 40270, 40370, 40470, 40570, 40670, 40770, 40870, 40970, 41070, 41170, 41270, 41370, 41470, 41570, 41670, 41770, 41870, 41970, 42070, 42170, 42270, 42370, 42470, 42570, 42670, 42770, 42890, 42990, 43090, 43190, 43290, 43390, 43490, 43610, 43710, 43810, 43910, 44010, 44110, 44210, 44310, 44410, 44510, 44610, 44710, 44810, 44910, 45010, 45110, 45210, 45310]"
1733181386,0.1,0.01,3,500,0.0013405480575071,0.0011592789805486,0.6963430513561828,0.7032287965394717,0.8156518284743219,0.8064046258083026,0.6326115658062732,0.6675166905378538,0.8088949830470298,0.7993278260227363,"[999, 1499, 1999, 2499, 2999, 3499, 3999, 4499, 4999, 5499, 5999, 6499, 6999, 7499, 7999, 8536, 9036, 9536, 10036, 10536, 11036, 11536, 12036, 12536, 13036, 13536, 14036, 14536, 15036, 15536, 16036, 16536, 17036, 17536, 18036, 18536, 19036, 19536, 20036, 20536, 21036, 21536, 22036, 22536, 23036, 23536, 24036, 24536, 25036, 25536, 26036, 26536, 27036, 27536, 28036, 28536, 29036, 29536, 30036, 30536, 31036, 31537, 32037, 32537, 33037, 33537, 34037, 34537, 35037, 35537, 36037, 36537, 37037, 37537, 38037, 38537, 39037, 39537, 40037, 40537, 41037, 41537, 42037, 42537, 43037, 43537, 44037, 44537, 45037]"
