seed,n_clusters,n_samples,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1733375085,2,100,0.05,0.0029526076031472,0.0030375146455948,0.3324775353016688,0.3364114456085138,0.6838378400761936,0.6978756884343037,0.302549740639592,0.3063176653290411,0.683480296014977,0.6976112561386953,40.654700854700856,203.27350427350427,5.0,0.0,"[235, 335, 471, 618, 769, 1028, 1170, 1370, 1580, 1681, 1781, 1881, 2159, 2390, 2569, 2669, 2769, 2869, 3112, 3236, 3336, 3477, 3676, 3923, 4141, 4311, 4522, 4656, 4756, 5140, 5485, 5623, 5723, 5971, 6071, 6904, 7044, 7280, 7506, 7989, 8289, 8666, 8766, 9041, 9261, 9364, 9574, 9835, 10442, 10772, 10872, 10982, 11106, 11206, 11316, 11416, 11553, 11671, 11777, 11877, 11987, 12087, 12291, 12391, 12521, 12621, 12725, 12825, 12925, 13025, 13149, 13321, 13421, 13521, 13628, 13733, 13833, 13933, 14033, 14145, 14246, 14881, 15030, 15212, 15428, 15596, 15839, 15975, 16616, 17053, 17384, 17501, 17943, 18044, 18168, 18457, 19022, 19258, 19508, 19624, 19860, 20041, 20283, 20651, 20991, 21260, 21742, 21953, 22069, 22310, 22745, 22976, 23192, 23432, 23553, 23653, 23775, 23886, 24018]"
1733375237,2,100,0.005,0.0091854947542553,0.0091812476176217,0.3324775353016688,0.3364114456085138,0.6907118307176281,0.6944801026957638,0.302549740639592,0.3063176653290411,0.689903952993583,0.6938980399169954,4.261141936638625,643.4324324324324,151.0,0.0,"[245, 822, 1187, 1386, 1650, 1847, 2426, 2615, 2765, 2889, 3296, 4721, 8731, 10785, 10982, 11209, 11396, 11793, 12015, 12368, 12673, 12823, 13001, 13167, 13349, 13519, 13780, 13880, 13980, 14179, 15048, 17945, 18481, 20311, 21025, 22992, 23631, 23894, 24052]"
1733375472,2,250,0.05,0.0816596960536668,0.0806348088947782,0.3324775353016688,0.3364114456085138,0.6591163195163361,0.6589506811876268,0.302549740639592,0.3063176653290411,0.6526227277385198,0.652508968226385,28.5,1111.5,39.0,0.0,"[11594, 13149, 13817, 14067]"
1733375768,2,250,0.005,0.1563625823015446,0.1543128079837674,0.3324775353016688,0.3364114456085138,0.645202699904758,0.6450370615760487,0.302549740639592,0.3063176653290411,0.6399007378588165,0.6397591364425906,,,54.0,0.0,"[13832, 14082]"
