seed,const,max_depth,n_samples,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1733323970,0.5,2,100,0.45,0.00510970914726,0.0051598672327142,0.3324775353016688,0.3364114456085138,0.6952668847571328,0.7027620191312269,0.302549740639592,0.3063176653290411,0.6943704066125039,0.7019418762587208,8.497826086956522,339.9130434782609,40.0,0.0,"[470, 1208, 1784, 2174, 2612, 2820, 3314, 3549, 3930, 4189, 4673, 5036, 5490, 5720, 5993, 6292, 6607, 6807, 7289, 7918, 8275, 8680, 9070, 9395, 9689, 9943, 10481, 11217, 11434, 11785, 12080, 12296, 12530, 12864, 13325, 13668, 13868, 14068, 14275, 14597, 14902, 15366, 15566, 15851, 16092, 16510, 16905, 17105, 17329, 17855, 18306, 18519, 18814, 19193, 19400, 19770, 20455, 20656, 21032, 21326, 21562, 21798, 22029, 22277, 22555, 22768, 23093, 23313, 23521, 23724, 23924]"
1733324238,0.5,2,100,0.5,0.0048554115422308,0.0049100721907049,0.3324775353016688,0.3364114456085138,0.6966334009689842,0.7046668599113834,0.302549740639592,0.3063176653290411,0.6954884160788453,0.7036914339701602,1.5155724993538382,321.3013698630137,212.0,0.0,"[469, 1208, 1570, 1784, 2174, 2612, 2820, 3313, 3549, 3930, 4189, 4672, 4975, 5189, 5490, 5720, 5984, 6292, 6607, 6807, 7289, 7918, 8275, 8680, 9004, 9393, 9683, 9942, 10481, 11216, 11430, 11780, 12079, 12296, 12530, 12864, 13320, 13608, 13815, 14015, 14240, 14595, 14900, 15366, 15566, 15851, 16092, 16421, 16757, 17088, 17329, 17855, 18089, 18306, 18519, 18814, 19193, 19400, 19612, 19874, 20305, 20640, 21030, 21326, 21562, 21798, 22029, 22275, 22555, 22768, 23093, 23313, 23521, 23724, 23924]"
1733324484,0.5,2,100,0.55,0.0044005255986967,0.0044727398700547,0.3324775353016688,0.3364114456085138,0.693320634394799,0.7031761149530001,0.302549740639592,0.3063176653290411,0.6921957439482763,0.7023968336144598,1.3961904761904762,293.2,210.0,0.0,"[466, 1208, 1449, 1747, 1953, 2174, 2609, 2820, 3311, 3549, 3930, 4189, 4672, 4975, 5189, 5490, 5720, 5968, 6242, 6442, 6661, 6879, 7287, 7917, 8273, 8475, 8680, 9004, 9209, 9499, 9768, 10132, 10481, 11201, 11429, 11780, 12079, 12296, 12524, 12863, 13320, 13608, 13813, 14013, 14238, 14595, 14887, 15362, 15562, 15851, 16092, 16415, 16617, 16905, 17105, 17326, 17570, 17855, 18089, 18306, 18519, 18813, 19193, 19400, 19612, 19826, 20227, 20451, 20655, 21026, 21326, 21562, 21798, 22029, 22273, 22555, 22768, 23092, 23313, 23520, 23720, 23922]"
1733324695,0.5,2,250,0.45,0.02065363807538,0.0205050507510967,0.3324775353016688,0.3364114456085138,0.6835893825831297,0.6849973083771584,0.302549740639592,0.3063176653290411,0.6822056478367954,0.6836637064322586,4.833226152197214,1503.1333333333334,311.0,0.0,"[1365, 3353, 3886, 6578, 9971, 10561, 11256, 11849, 13839, 14339, 15134, 15905, 18462, 19926, 22912, 23412, 23912]"
1733325134,0.5,2,250,0.5,0.0194671046880248,0.0193313732797769,0.3324775353016688,0.3364114456085138,0.6828854196861154,0.6843761646444987,0.302549740639592,0.3063176653290411,0.6815836277276364,0.6830481931424887,4.531350482315113,1409.25,311.0,0.0,"[1364, 3353, 3886, 6575, 9970, 10560, 11256, 11840, 12459, 13839, 14339, 15134, 15905, 18454, 19925, 22912, 23412, 23912]"
1733325558,0.5,2,250,0.55,0.0175121123027868,0.0174499979295208,0.3324775353016688,0.3364114456085138,0.6827197813574061,0.6854114041989317,0.302549740639592,0.3063176653290411,0.6810631654890611,0.683673194488262,4.027867095391211,1252.6666666666667,311.0,0.0,"[1364, 3344, 3886, 6571, 8711, 9970, 10516, 11256, 11840, 12455, 13839, 14339, 15134, 15904, 18454, 19925, 20514, 22912, 23412, 23912]"
1733325956,0.5,2,500,0.45,0.0565654892542134,0.0559029359393763,0.3324775353016688,0.3364114456085138,0.6718704708269494,0.671829061244772,0.302549740639592,0.3063176653290411,0.6688053744971003,0.6687566732840552,0.5726120315801179,5149.5,8993.0,0.0,"[3423, 10618, 11819, 13919, 23021, 24021]"
1733326516,0.5,2,500,0.5,0.0565654892542134,0.0559029359393763,0.3324775353016688,0.3364114456085138,0.6718704708269494,0.671829061244772,0.302549740639592,0.3063176653290411,0.6688053744971003,0.6687566732840552,0.5726120315801179,5149.5,8993.0,0.0,"[3423, 10618, 11817, 13919, 23021, 24021]"
1733327077,0.5,2,500,0.55,0.0565654892542134,0.0559098375364059,0.3324775353016688,0.3364114456085138,0.6718704708269494,0.6718704708269494,0.302549740639592,0.3063176653290411,0.6688151706378553,0.6688097813738091,0.5726479092526691,5149.25,8992.0,0.0,"[3423, 10617, 11817, 13919, 23020, 24020]"
1733327638,0.5,2,1000,0.45,0.0658163899126258,0.064963352519773,0.3324775353016688,0.3364114456085138,0.6615594848647978,0.6612282082073792,0.302549740639592,0.3063176653290411,0.6582328604768801,0.6579857408130856,9.33098260460743,6615.666666666667,709.0,0.0,"[3451, 10737, 12737, 14737, 23298]"
1733328135,0.5,2,1000,0.5,0.0659985920742059,0.0651455546813532,0.3324775353016688,0.3364114456085138,0.6624704956726987,0.6621392190152802,0.302549740639592,0.3063176653290411,0.6592344347742106,0.658878286474143,9.505268199233717,6615.666666666667,696.0,0.0,"[3448, 10724, 12724, 14724, 23295]"
1733328635,0.5,2,1000,0.55,0.0660151559070768,0.0651704004306596,0.3324775353016688,0.3364114456085138,0.6625533148370533,0.6622634477618121,0.302549740639592,0.3063176653290411,0.6593140930448796,0.6589937594103482,9.504789272030653,6615.333333333333,696.0,0.0,"[3447, 10724, 12724, 14724, 23293]"
1733329132,0.5,3,100,0.45,0.0076933717355813,0.0077233276035393,0.3324775353016688,0.3364114456085138,0.6940660068739907,0.6994078429748644,0.302549740639592,0.3063176653290411,0.6928760293434492,0.6982646863426965,2.4138888888888888,521.4,216.0,0.0,"[299, 1855, 2188, 2883, 3318, 3992, 4993, 5730, 5986, 6431, 6770, 7181, 7918, 9085, 10492, 11228, 11434, 11772, 12075, 12298, 12600, 12867, 13578, 13822, 14022, 14244, 14595, 14902, 15429, 15749, 16009, 16537, 16910, 17329, 18089, 18322, 19497, 19771, 21010, 21817, 22110, 22388, 22618, 22864, 23327, 23527, 23762]"
1733329888,0.5,3,100,0.5,0.0072425359228125,0.007269038055406,0.3324775353016688,0.3364114456085138,0.6946043314422957,0.6998633483788148,0.302549740639592,0.3063176653290411,0.6935402964791639,0.6987803477924954,2.278452932098765,492.1458333333333,216.0,0.0,"[299, 1855, 2188, 2766, 3318, 3992, 4993, 5727, 5985, 6431, 6672, 6887, 7179, 7909, 9085, 10492, 11228, 11434, 11721, 11921, 12198, 12412, 12612, 12867, 13578, 13822, 14022, 14244, 14595, 14902, 15429, 15749, 16009, 16537, 16910, 17326, 18089, 18322, 19497, 19771, 21009, 21817, 22110, 22388, 22618, 22864, 23311, 23520, 23720, 23922]"
1733330614,0.5,3,100,0.55,0.0066608079776326,0.0067190881303266,0.3324775353016688,0.3364114456085138,0.6921611660938342,0.6992422046461552,0.302549740639592,0.3063176653290411,0.6911644386099569,0.6982699059762734,2.142870101596517,454.2884615384616,212.0,0.0,"[299, 1855, 2188, 2766, 3318, 3621, 3992, 4993, 5725, 5985, 6429, 6668, 6887, 7179, 7909, 8769, 9084, 10491, 11212, 11434, 11721, 11921, 12198, 12412, 12612, 12867, 13578, 13820, 14020, 14240, 14595, 14902, 15229, 15429, 15748, 16009, 16537, 16910, 17326, 17566, 18083, 18322, 19346, 19771, 21009, 21817, 22110, 22388, 22618, 22834, 23311, 23520, 23720, 23922]"
1733331299,0.5,3,250,0.45,0.038340672031508,0.0379587836625395,0.3324775353016688,0.3364114456085138,0.6775435835852416,0.6780404985713694,0.302549740639592,0.3063176653290411,0.6745527994959618,0.6750687441361279,8.659340659340659,2926.8571428571427,338.0,0.0,"[3401, 10585, 11256, 11840, 13866, 14366, 22884, 23387, 23889]"
1733332339,0.5,3,250,0.5,0.0383682784196263,0.0379817889859713,0.3324775353016688,0.3364114456085138,0.6777920410783055,0.678247546482256,0.302549740639592,0.3063176653290411,0.6748049526439148,0.6752599927472506,8.660185967878276,2927.1428571428573,338.0,0.0,"[3399, 10585, 11256, 11840, 13866, 14366, 22884, 23387, 23889]"
1733333381,0.5,3,250,0.55,0.0383682784196263,0.0379817889859713,0.3324775353016688,0.3364114456085138,0.6777920410783055,0.678247546482256,0.302549740639592,0.3063176653290411,0.6748049526439148,0.6752599927472506,8.660185967878276,2927.1428571428573,338.0,0.0,"[3399, 10585, 11256, 11840, 13866, 14366, 22884, 23387, 23889]"
1733334421,0.5,3,500,0.45,0.0567932419561886,0.0560685742680856,0.3324775353016688,0.3364114456085138,0.6732369870388007,0.6728228912170277,0.302549740639592,0.3063176653290411,0.670324306531222,0.66989574557194,0.5716946513955299,5141.25,8993.0,0.0,"[3456, 10635, 11841, 13876, 23021, 24021]"
1733335441,0.5,3,500,0.5,0.0568208483443068,0.0561099838502629,0.3324775353016688,0.3364114456085138,0.67340262536751,0.6730713487100916,0.302549740639592,0.3063176653290411,0.6705176950089616,0.6701674788855644,0.5718694395017794,5142.25,8992.0,0.0,"[3451, 10631, 11841, 13876, 23020, 24020]"
1733336462,0.5,3,500,0.55,0.0567380291799522,0.0560823774621447,0.3324775353016688,0.3364114456085138,0.6729057103813822,0.6729057103813822,0.302549740639592,0.3063176653290411,0.6700266492202593,0.6699649832166021,0.5718972419928826,5142.5,8992.0,0.0,"[3450, 10631, 11840, 13875, 23020, 24020]"
1733337487,0.5,3,1000,0.45,0.0656176239181746,0.064855687606112,0.3324775353016688,0.3364114456085138,0.6605656548925422,0.6606898836390741,0.302549740639592,0.3063176653290411,0.6574438344783352,0.6574959468779102,9.124769797421733,6606.333333333333,724.0,0.0,"[3497, 10752, 12752, 14752, 23316]"
1733338337,0.5,3,1000,0.5,0.0656176239181746,0.064855687606112,0.3324775353016688,0.3364114456085138,0.6605656548925422,0.6606898836390741,0.302549740639592,0.3063176653290411,0.6574438344783352,0.6574959468779102,9.124769797421733,6606.333333333333,724.0,0.0,"[3497, 10752, 12752, 14752, 23316]"
