seed,n_reference_samples,recent_samples_proportion,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1733363936,50,0.1,0.6,0.0009368579654037,0.0010271200285157,0.3324775353016688,0.3364114456085138,0.6191560727152263,0.650710174334341,0.302549740639592,0.3063176653290411,0.6192465255324467,0.6508126061461059,2.138780227596017,79.13486842105263,37.0,0.0,"[61, 130, 199, 430, 481, 562, 709, 778, 847, 898, 949, 1012, 1099, 1174, 1225, 1300, 1357, 1414, 1465, 1528, 1579, 1666, 1723, 1804, 1873, 1930, 1987, 2038, 2113, 2176, 2317, 2368, 2449, 2500, 2551, 2608, 2707, 2764, 2839, 2908, 3013, 3064, 3115, 3202, 3253, 3310, 3367, 3478, 3553, 3634, 3685, 3784, 3871, 3970, 4051, 4150, 4213, 4276, 4351, 4462, 4567, 4666, 4795, 4876, 4951, 5014, 5101, 5194, 5287, 5350, 5401, 5506, 5569, 5632, 5683, 5788, 5887, 6028, 6079, 6172, 6307, 6370, 6433, 6502, 6571, 6634, 6709, 6772, 6823, 6880, 6973, 7054, 7153, 7264, 7321, 7414, 7531, 7642, 7717, 7810, 7927, 7978, 8071, 8176, 8227, 8284, 8371, 8446, 8527, 8584, 8677, 8782, 8839, 8890, 8953, 9016, 9091, 9166, 9343, 9418, 9469, 9538, 9667, 9742, 9811, 9886, 9955, 10036, 10111, 10162, 10225, 10294, 10387, 10456, 10525, 10582, 10687, 10804, 10879, 10942, 10999, 11086, 11161, 11314, 11383, 11470, 11545, 11596, 11701, 11758, 11953, 12034, 12091, 12208, 12265, 12334, 12481, 12646, 12721, 12772, 12853, 12904, 13015, 13084, 13165, 13258, 13327, 13402, 13471, 13600, 13705, 13786, 13849, 13906, 13957, 14014, 14065, 14182, 14233, 14284, 14401, 14458, 14557, 14704, 14755, 14824, 14911, 14992, 15043, 15100, 15169, 15250, 15337, 15388, 15463, 15514, 15691, 15820, 15877, 15952, 16009, 16060, 16111, 16180, 16243, 16306, 16357, 16414, 16477, 16570, 16639, 16756, 16909, 16984, 17047, 17140, 17197, 17254, 17323, 17392, 17491, 17608, 17665, 17746, 17833, 17890, 17983, 18046, 18115, 18220, 18307, 18358, 18463, 18514, 18577, 18628, 18691, 18772, 18835, 18922, 18979, 19030, 19093, 19174, 19225, 19306, 19393, 19450, 19567, 19648, 19753, 19852, 19903, 20032, 20107, 20164, 20245, 20296, 20347, 20446, 20587, 20644, 20713, 20764, 20833, 20950, 21037, 21196, 21271, 21358, 21409, 21490, 21547, 21604, 21679, 21772, 21877, 21952, 22021, 22072, 22123, 22246, 22357, 22480, 22537, 22612, 22675, 22762, 22819, 22870, 22957, 23038, 23089, 23152, 23251, 23362, 23473, 23536, 23617, 23734, 23791, 23842, 23917, 23992, 24049, 24118]"
1733363953,50,0.1,0.7,0.0024469832532013,0.002529508732576,0.3324775353016688,0.3364114456085138,0.6775021740030643,0.6930721769017351,0.302549740639592,0.3063176653290411,0.6763471304134433,0.6920533582885825,1.0694244604316547,171.10791366906474,160.0,0.0,"[61, 130, 199, 256, 367, 430, 547, 778, 847, 1234, 1357, 1414, 1525, 1582, 1729, 1804, 1891, 1942, 1993, 2110, 2503, 2554, 2707, 2764, 2887, 3064, 3121, 3286, 3373, 3496, 3691, 3784, 4213, 4276, 4387, 4540, 4645, 4726, 4903, 5104, 5221, 5314, 5635, 5854, 6013, 6064, 6199, 6328, 6439, 6568, 6709, 6850, 6973, 7162, 7285, 7414, 7603, 7654, 7837, 7924, 7981, 8104, 8227, 8284, 8371, 8680, 8875, 8932, 9067, 9172, 9583, 9664, 9757, 9814, 9955, 10264, 10321, 10390, 10579, 10828, 10885, 10996, 11089, 11182, 11233, 11386, 11791, 11926, 12355, 12724, 12799, 12940, 13087, 13162, 13327, 13402, 13813, 13936, 14011, 14188, 14617, 15202, 15709, 16360, 16519, 16642, 16753, 17140, 17437, 17716, 18157, 18262, 18835, 18964, 19183, 19684, 20023, 20296, 20347, 20482, 20587, 20650, 20773, 20950, 21079, 21436, 21607, 21682, 21907, 22246, 22375, 22510, 22657, 22762, 22819, 23092, 23497, 23578, 23641, 23734, 23845]"
1733363973,50,0.1,0.8,0.0131851177029031,0.0131437081207258,0.3324775353016688,0.3364114456085138,0.688475713280053,0.6912915648681105,0.302549740639592,0.3063176653290411,0.6874951914670345,0.6904282850242915,1.403431952662722,948.72,676.0,0.0,"[199, 826, 1099, 2014, 2755, 4678, 6337, 6706, 6889, 7282, 8371, 9538, 9667, 12334, 12799, 13960, 14011, 14704, 14863, 20482, 20953, 21082, 22765, 23092, 23539, 23644, 23917]"
1733363995,50,0.5,0.6,0.0025670827447516,0.0026514586603159,0.3324775353016688,0.3364114456085138,0.6738995403536379,0.6890554474305354,0.302549740639592,0.3063176653290411,0.6727646279976321,0.6880394188512672,1.591163953252719,179.80152671755727,113.0,0.0,"[205, 412, 541, 592, 877, 928, 979, 1316, 1393, 1496, 1833, 2352, 2611, 2766, 3025, 3232, 3283, 3594, 3931, 4008, 4111, 4188, 4317, 4446, 4575, 4626, 4807, 4910, 4987, 5064, 5167, 5244, 5295, 5372, 5813, 6020, 6357, 6460, 6563, 6666, 6717, 6846, 6949, 7286, 7363, 7544, 7647, 8270, 9439, 9698, 9853, 10502, 10579, 10656, 10707, 10758, 10835, 10886, 10963, 11326, 11533, 11584, 11635, 11790, 12023, 12126, 12359, 12488, 12591, 12928, 13135, 13368, 13705, 13808, 13859, 13910, 13961, 14012, 14141, 14244, 14347, 14398, 14449, 14760, 15617, 15902, 15979, 16030, 16263, 16496, 16677, 16806, 17039, 17168, 17271, 17426, 17685, 17788, 18203, 18254, 18357, 18408, 18667, 18744, 18977, 19054, 19105, 19650, 19753, 19960, 20115, 20218, 20347, 20502, 20631, 20864, 20941, 21044, 21641, 21822, 22055, 22288, 22339, 22884, 23143, 23194, 23297, 23374, 23451, 23528, 23605, 23656, 23759]"
1733364013,50,0.5,0.7,0.0166683427688024,0.0166012986833724,0.3324775353016688,0.3364114456085138,0.6825127334465195,0.6850387179593358,0.302549740639592,0.3063176653290411,0.6795805547151735,0.6819889152435689,0.3747158594159818,1127.8947368421052,3010.0,0.0,"[2129, 3272, 5325, 7950, 8131, 8832, 10443, 10676, 11793, 12156, 12831, 13818, 13869, 13946, 13997, 17038, 17843, 19376, 22287, 23300, 23559]"
1733364031,50,0.5,0.8,0.0817218104269328,0.0807383328502215,0.3324775353016688,0.3364114456085138,0.6593647770094,0.6593647770094,0.302549740639592,0.3063176653290411,0.6524868697415204,0.6525050327901001,,727.0,,1.0,"[11801, 13854, 13905, 13982]"
1733364051,50,1.0,0.6,0.0070672353582619,0.0071240720396817,0.3324775353016688,0.3364114456085138,0.6929065385730258,0.6997391196322829,0.302549740639592,0.3063176653290411,0.6903124013908436,0.6971106587507814,0.9645584966659932,487.1020408163265,505.0,0.0,"[100, 610, 1069, 2446, 2650, 2905, 5251, 5353, 6781, 6985, 7342, 8158, 9127, 9790, 9892, 10147, 10504, 10606, 10657, 10759, 10810, 10861, 11218, 11779, 11830, 12034, 12187, 12238, 12493, 12901, 13717, 13819, 13870, 13921, 13972, 14023, 14533, 14941, 15706, 16369, 16930, 17236, 18001, 18409, 18460, 18613, 21265, 21724, 23203, 23305, 23968]"
1733364068,50,1.0,0.7,0.0656010600853037,0.0648225599403702,0.3324775353016688,0.3364114456085138,0.6604828357281876,0.6605242453103648,0.302549740639592,0.3063176653290411,0.6536682565150854,0.6537343731908137,,548.25,,1.0,"[11830, 13870, 13921, 13972, 14023]"
1733364087,50,1.0,0.8,0.3090811213714853,0.3050229823181083,0.3324775353016688,0.3364114456085138,0.6415586566731541,0.6414344279266222,0.302549740639592,0.3063176653290411,0.6338163442858644,0.6336972648419794,,,,1.0,[11830]
1733364106,125,0.1,0.6,0.0027837925566943,0.0028579290667215,0.3324775353016688,0.3364114456085138,0.6776678123317735,0.6907946498819827,0.302549740639592,0.3063176653290411,0.6769044979069818,0.6902328995101329,2.419753086419753,196.0,81.0,0.0,"[137, 319, 459, 767, 1313, 1439, 1579, 1733, 1901, 2041, 2307, 2559, 2699, 2839, 3021, 3147, 3287, 3497, 3917, 4057, 4281, 4687, 4841, 5051, 5219, 5345, 5667, 5891, 6017, 6171, 6339, 6577, 6717, 6843, 7053, 7235, 7459, 7585, 7725, 7963, 8243, 8453, 8705, 8957, 9181, 9349, 9517, 9671, 9853, 10161, 10413, 10595, 10805, 11001, 11169, 11323, 11533, 11785, 11925, 12093, 12289, 12415, 12569, 12779, 12905, 13059, 13269, 13409, 13605, 13731, 13857, 13983, 14109, 14235, 14445, 14739, 14865, 15047, 15271, 15495, 15649, 15957, 16097, 16391, 16643, 16797, 16951, 17077, 17203, 17357, 17609, 17791, 18197, 18337, 18463, 18729, 18855, 18995, 19191, 19401, 19653, 19779, 19989, 20381, 20591, 20717, 20885, 21039, 21179, 21319, 21501, 21697, 21879, 22075, 22397, 22551, 22719, 22957, 23097, 23293, 23433, 23559, 23741, 24049]"
